"","likedcount","replycount"
"2818",15082,83
"2819",13712,42
"2820",521733,6815
"2821",370170,2128
"2822",205289,721
"2823",160563,950
"2824",106601,286
"2825",23763,951
"2826",14086,394
"2827",13118,168
"2828",12023,274
"2829",6377,30
"2830",64060,1127
"2831",42710,2741
"2832",26148,1974
"2833",17153,26
"2834",16843,105
"2835",41668,875
"2836",27732,352
"2837",17244,296
"2838",16694,567
"2839",9185,213
"2840",46394,291
"2841",24286,408
"2842",22363,99
"2843",16865,50
"2844",12209,123
"2845",96170,499
"2846",75282,878
"2847",30843,72
"2848",27645,42
"2849",23530,55
"2850",93922,2726
"2851",76562,1713
"2852",15933,1278
"2853",10171,52
"2855",111906,2000
"2856",63995,794
"2857",54901,412
"2858",46181,1421
"2859",37242,762
"2860",67254,572
"2861",52767,790
"2862",38724,176
"2863",25201,140
"2864",21193,111
"2865",180926,2136
"2866",80850,346
"2867",65185,450
"2868",51986,619
"2869",38374,86
"2870",195495,1382
"2871",178452,1000
"2872",129867,1700
"2873",67373,322
"2874",59881,1684
"2875",18051,1724
"2876",17435,97
"2877",12441,179
"2878",8795,73
"2879",6908,40
"2880",56356,1280
"2881",29367,453
"2882",15440,99
"2883",9984,45
"2884",9625,82
"2885",76767,911
"2886",60631,820
"2887",48656,324
"2888",35233,559
"2889",28394,210
"2890",93914,683
"2891",55607,531
"2892",27138,152
"2893",25293,284
"2894",20475,162
"2895",103118,590
"2896",57585,339
"2897",33550,241
"2898",20433,142
"2899",19664,555
"2900",30236,1720
"2901",27189,583
"2902",26239,141
"2903",16738,182
"2904",15705,99
"2905",92103,480
"2906",54652,229
"2907",47096,516
"2908",45085,381
"2909",30874,120
"2910",151346,2871
"2911",121444,1562
"2912",105638,829
"2913",66145,394
"2914",45066,895
"2915",68832,218
"2916",65671,221
"2917",41788,66
"2919",25739,23
"2920",92809,1335
"2921",61434,876
"2922",41437,737
"2923",19455,195
"2924",18330,189
"2925",174900,706
"2926",127366,186
"2927",60997,422
"2928",52525,287
"2929",46130,746
"2930",50551,1360
"2931",47144,447
"2932",34201,208
"2933",30129,268
"2934",28745,66
"2935",190989,525
"2936",148741,2045
"2937",110523,678
"2938",52717,48
"2939",44822,134
"2940",39568,338
"2941",23875,265
"2942",18446,151
"2943",14969,37
"2944",10892,64
"2945",28360,32
"2946",15512,90
"2947",13532,8
"2948",10779,3
"2949",10496,4
"2950",55337,153
"2951",20638,150
"2952",16402,45
"2954",10296,38
"2955",91937,459
"2956",75985,222
"2957",53605,607
"2958",42207,82
"2959",36088,103
"2960",201640,7911
"2961",122013,1602
"2962",92068,2448
"2963",46041,846
"2964",30876,77
"2965",4008,23
"2966",2608,6
"2967",2045,42
"2968",1701,15
"2969",1304,19
"2970",29077,145
"2971",23470,301
"2972",15746,19
"2973",13739,115
"2974",12506,23
"2975",18390,232
"2976",11611,301
"2977",7296,90
"2978",6327,448
"2979",5924,119
"2980",44292,704
"2981",29663,1672
"2982",13890,118
"2983",9638,43
"2984",7711,51
"2985",42826,70
"2986",24504,75
"2987",23811,15
"2988",21337,8
"2989",17850,19
"2990",51389,154
"2991",23289,29
"2992",21600,172
"2993",14277,32
"2994",12449,78
"2995",76743,271
"2996",41779,317
"2997",34621,232
"2998",19633,171
"2999",16764,73
"3000",71366,316
"3001",43224,660
"3002",29817,15
"3003",27605,38
"3004",25276,256
"3005",514577,7212
"3006",365658,1683
"3007",201302,530
"3008",157897,615
"3009",142573,2985
"3010",46005,418
"3011",27771,754
"3012",22592,437
"3013",10612,40
"3014",5302,144
"3015",19417,266
"3016",12376,100
"3017",8801,43
"3018",8038,53
"3019",7333,121
"3020",18245,49
"3021",17807,96
"3022",15627,60
"3023",9692,107
"3024",9106,64
"3025",16587,240
"3026",3050,5
"3027",2146,11
"3028",1765,4
"3029",1414,14
"3030",151429,2114
"3031",112655,4660
"3032",75740,495
"3033",34447,135
"3034",30996,900
"3035",45960,217
"3036",33421,53
"3037",23323,33
"3038",14535,21
"3039",11465,76
"3040",23032,1850
"3041",9348,211
"3042",8946,36
"3043",4754,29
"3044",3547,23
"3045",62352,190
"3046",37198,50
"3047",19361,93
"3048",14524,4
"3049",6806,2
"3050",22970,1880
"3053",8798,426
"3054",4648,340
"3055",67590,482
"3056",35131,1640
"3057",26656,427
"3058",25934,1121
"3059",23562,274
"3060",66415,593
"3061",35760,383
"3062",25986,269
"3063",14701,9
"3065",22182,44
"3066",12692,13
"3067",9297,8
"3068",8512,4
"3069",5748,1
"3070",195434,2376
"3071",138881,587
"3072",61641,1585
"3073",19423,296
"3074",16767,322
"3075",47627,241
"3076",25996,50
"3077",15716,39
"3078",10452,88
"3079",6924,18
"3080",18482,136
"3081",17507,200
"3082",15274,162
"3083",12919,250
"3084",8281,154
"3085",43313,552
"3086",27552,367
"3087",23050,103
"3088",18124,73
"3089",16254,96
"3090",122568,531
"3091",80115,725
"3092",75814,257
"3093",38449,152
"3094",27777,410
"3095",191751,1758
"3096",188484,1482
"3097",138952,723
"3098",65523,300
"3099",60134,551
"3100",29365,1239
"3101",21291,86
"3102",16973,47
"3103",9525,423
"3104",9330,6
"3105",51193,538
"3106",42053,649
"3108",22244,58
"3109",18958,155
"3110",125949,380
"3111",90127,522
"3112",75526,695
"3113",43895,215
"3114",38347,413
"3115",64029,1114
"3116",50661,1019
"3117",38382,1348
"3118",20874,247
"3119",20259,257
"3120",337590,5546
"3121",190141,2841
"3122",172602,1069
"3123",130846,2137
"3124",102120,2959
"3125",261007,7694
"3126",162874,2416
"3127",149624,2551
"3128",64668,726
"3129",41604,1078
"3130",92167,2478
"3131",69815,511
"3132",69159,759
"3133",27764,316
"3134",23193,504
"3135",23189,1401
"3136",19871,191
"3137",17562,140
"3138",10529,159
"3139",10036,123
"3140",104757,2141
"3141",99438,857
"3142",36275,102
"3143",16269,36
"3144",15745,101
"3145",204775,680
"3146",179967,1938
"3147",125862,700
"3148",80129,478
"3149",56188,92
"3150",31007,430
"3151",25309,576
"3152",18720,878
"3153",13681,682
"3154",11072,424
"3155",60831,711
"3156",37614,172
"3157",36677,131
"3158",29887,129
"3159",20376,257
"3160",40163,77
"3161",28655,37
"3162",23582,94
"3163",14671,70
"3164",14466,11
"3165",33123,60
"3166",25856,262
"3167",18160,82
"3168",7596,50
"3169",6740,4
"3171",34039,436
"3172",19321,238
"3173",15506,84
"3174",14074,56
"3175",65943,482
"3176",59103,532
"3177",48948,458
"3178",28951,161
"3179",15564,23
"3180",54895,1314
"3181",48050,575
"3182",46792,470
"3183",25360,234
"3184",18872,290
"3185",93363,537
"3186",73188,951
"3187",63719,278
"3188",47272,541
"3189",32320,47
"3190",19007,114
"3191",13083,21
"3192",11561,309
"3193",9479,23
"3194",6360,17
"3195",40771,671
"3196",31098,198
"3197",22799,40
"3198",14681,160
"3199",13306,12
"3200",149420,1124
"3201",120089,749
"3202",86643,171
"3203",70233,297
"3204",56465,118
"3205",83786,680
"3206",61510,512
"3207",60443,252
"3208",38479,159
"3209",32953,874
"3210",29316,485
"3211",27570,350
"3212",22321,308
"3213",19066,119
"3214",12455,603
"3215",24323,901
"3216",11168,1779
"3217",8817,646
"3218",7615,582
"3219",6180,376
"3220",126542,308
"3221",69093,200
"3222",34733,29
"3223",30902,110
"3224",19965,32
"3225",189063,3428
"3226",100168,3123
"3227",75117,692
"3228",39829,113
"3229",37676,481
"3230",163453,2958
"3231",89724,1638
"3232",57047,597
"3233",51941,947
"3234",49145,1506
"3235",39380,31
"3236",34025,7
"3237",29913,10
"3238",27183,4
"3239",23983,4
"3240",16769,22
"3241",16245,28
"3242",12477,63
"3243",9522,145
"3244",8771,116
"3245",48486,432
"3246",25425,501
"3247",17449,296
"3248",11457,199
"3249",7330,89
"3250",21159,56
"3251",11342,297
"3252",9243,14
"3253",7646,60
"3254",4679,3
"3255",26610,285
"3256",26057,42
"3257",18668,48
"3258",11991,34
"3259",10733,154
"3260",118909,316
"3261",30233,34
"3262",28124,110
"3263",24525,156
"3264",18404,27
"3265",150937,555
"3266",120394,998
"3267",42155,220
"3268",38937,227
"3269",31604,347
"3270",81050,1544
"3271",25398,147
"3272",14196,74
"3273",10948,131
"3274",9776,199
"3275",207742,3921
"3276",140492,4027
"3277",109742,1132
"3278",59888,326
"3279",42938,242
"3280",140581,720
"3281",90976,334
"3282",72456,125
"3283",51707,118
"3284",37308,104
"3285",33947,570
"3286",19545,425
"3287",15590,777
"3288",7716,233
"3289",5895,49
"3290",72060,244
"3291",58853,141
"3292",56656,171
"3293",30509,37
"3294",27750,74
"3295",38758,257
"3296",25996,186
"3297",22458,129
"3298",19117,33
"3299",12053,23
"3300",33803,598
"3301",22639,730
"3302",17348,751
"3303",9448,43
"3304",6082,27
"3305",65653,472
"3306",50431,747
"3307",35116,420
"3308",28539,730
"3309",16089,218
"3310",88179,310
"3311",75896,194
"3312",29531,170
"3313",21994,37
"3314",16027,20
"3315",51190,275
"3316",23773,42
"3317",23082,78
"3318",21504,73
"3319",14972,313
"3320",15950,53
"3321",12896,34
"3322",6482,20
"3323",4430,3
"3324",3638,2
"3325",34964,204
"3326",33858,305
"3327",22830,398
"3328",18536,488
"3329",9108,49
"3330",13094,21
"3331",5760,44
"3332",4234,44
"3333",1834,44
"3334",1700,16
"3335",136002,1081
"3336",98535,642
"3337",87146,1192
"3338",46859,537
"3339",39257,192
"3340",10323,36
"3341",4846,220
"3342",3680,10
"3343",2970,70
"3344",2622,3
"3345",71340,542
"3346",26657,899
"3347",22100,53
"3348",12360,21
"3349",12117,63
"3350",86696,464
"3351",51266,356
"3352",38322,738
"3353",17335,133
"3354",15970,12
"3355",4703,7
"3356",4563,17
"3357",2503,0
"3358",2028,0
"3359",1387,1
"3360",32265,83
"3361",10872,43
"3362",8889,35
"3363",8167,1
"3364",7927,18
"3365",409682,2129
"3366",284981,1946
"3367",207036,1379
"3368",145847,12591
"3369",134234,1456
"3370",30823,276
"3371",19103,212
"3372",13001,62
"3373",6871,21
"3374",6711,55
"3375",9339,13
"3376",8409,6
"3377",7265,85
"3378",4568,21
"3379",3613,1
"3380",22509,59
"3381",16622,2
"3382",14708,7
"3383",12742,1
"3384",9801,1
"3385",4992,1
"3386",3690,0
"3387",3345,0
"3389",2080,0
"3390",83342,747
"3391",53026,332
"3392",23198,662
"3393",16148,68
"3394",12573,3
"3395",20962,670
"3396",9898,100
"3397",9151,54
"3398",6719,753
"3399",5928,210
"3400",32280,1689
"3401",13612,234
"3402",9791,1
"3403",7050,55
"3404",3994,71
"3405",17089,101
"3406",15028,408
"3407",12235,480
"3408",10398,213
"3409",8022,233
"3410",80147,620
"3411",46212,229
"3412",30455,554
"3413",20283,81
"3414",12583,66
"3415",38183,160
"3416",32915,220
"3417",20249,231
"3418",16239,413
"3419",14677,126
"3420",30393,233
"3421",17754,155
"3422",16390,5
"3423",13754,82
"3424",12352,13
"3425",89613,610
"3426",53525,553
"3427",29309,128
"3428",16747,110
"3429",14817,61
"3430",60238,726
"3431",43315,981
"3432",20063,75
"3433",11906,128
"3434",11367,200
"3435",30809,627
"3436",13100,352
"3437",10326,77
"3438",8316,805
"3439",5877,103
"3440",75844,260
"3441",48633,188
"3442",40164,303
"3443",37210,418
"3444",27022,79
"3445",19958,150
"3446",9073,55
"3447",7157,160
"3448",6705,10
"3449",4739,16
"3450",23389,109
"3451",14082,54
"3452",11969,114
"3453",10322,207
"3454",8450,70
"3455",101040,563
"3456",66664,556
"3457",24666,521
"3458",19561,3463
"3459",16267,239
"3460",61488,84
"3461",49053,157
"3462",24706,13
"3463",24090,127
"3464",20341,16
"3465",257395,1982
"3466",190364,2976
"3467",95399,333
"3468",73583,658
"3469",69373,461
"3470",74152,512
"3471",46478,418
"3473",20674,66
"3474",16862,177
"3475",31592,601
"3476",15929,346
"3477",13615,245
"3478",11305,456
"3479",2677,7
"3480",31378,236
"3481",12774,18
"3482",10563,43
"3483",10285,28
"3484",7164,20
"3485",16502,216
"3486",11366,131
"3487",5961,19
"3488",3056,5
"3489",2698,43
"3490",89839,841
"3491",44612,92
"3492",32133,142
"3493",22265,136
"3494",20684,228
"3495",10105,27
"3496",8052,0
"3497",6602,0
"3498",5256,0
"3499",4577,0
"3500",29725,52
"3501",24951,79
"3502",15871,50
"3503",11370,18
"3504",9819,75
"3505",113160,1351
"3506",75484,1572
"3507",61704,513
"3508",30117,181
"3509",28639,569
"3510",56558,3550
"3511",56220,417
"3512",29881,305
"3513",24101,40
"3514",15836,26
"3515",34125,20
"3516",26126,37
"3518",14628,43
"3519",12799,37
"3520",84041,1520
"3521",66716,2884
"3522",42163,259
"3523",26170,615
"3524",23003,180
"3525",178538,2091
"3526",75410,572
"3527",66992,777
"3528",33043,338
"3529",32888,64
"3530",42011,149
"3531",36341,519
"3532",31797,214
"3533",21060,79
"3534",17792,94
"3535",57882,485
"3536",55183,1047
"3537",41090,427
"3538",16658,467
"3539",12056,262
"3540",107804,428
"3541",73195,431
"3542",49923,752
"3543",31571,93
"3544",29962,201
"3545",50693,237
"3546",24088,173
"3547",16123,24
"3548",14224,326
"3549",10644,85
"3550",54841,932
"3551",25862,553
"3552",21187,282
"3553",19849,318
"3554",18204,229
"3555",349108,3004
"3556",216584,1779
"3557",177619,1952
"3558",117060,773
"3559",72565,729
"3560",36304,165
"3561",21513,39
"3562",8592,3
"3563",8444,13
"3564",7915,16
"3565",109681,318
"3566",104330,1379
"3567",53206,1202
"3568",38140,195
"3569",31615,210
"3570",69766,3429
"3571",41737,330
"3572",37370,2093
"3573",18462,72
"3574",15823,165
"3575",60815,313
"3576",43407,307
"3577",29392,583
"3578",13406,106
"3579",10748,24
"3580",23887,87
"3581",14963,263
"3582",10197,45
"3583",8364,48
"3584",6034,151
"3585",54081,10447
"3586",12891,44
"3587",10064,89
"3588",8766,38
"3589",5641,34
"3590",111526,1754
"3591",52231,332
"3592",37178,273
"3593",30868,343
"3594",23784,576
"3595",8557,76
"3596",6594,35
"3597",2823,21
"3598",2804,6
"3599",1588,21
"3600",344826,4098
"3601",172308,6878
"3602",147043,3730
"3603",119688,361
"3604",109712,338
"3605",196825,656
"3606",99191,146
"3607",68275,170
"3608",58997,114
"3609",34720,59
"3610",291803,6130
"3611",166438,2600
"3612",137508,2063
"3613",104621,3177
"3614",104230,5349
"3615",46943,94
"3616",20828,43
"3617",15734,168
"3618",10121,24
"3619",8881,20
"3620",78991,831
"3621",48110,227
"3622",42981,282
"3623",41829,374
"3624",27933,315
"3625",50320,715
"3626",20584,52
"3627",13957,58
"3628",10127,18
"3629",6910,13
"3630",31159,139
"3631",22235,32
"3632",20355,187
"3633",13093,42
"3634",10674,12
"3635",56563,221
"3636",27773,61
"3637",27149,209
"3638",16369,34
"3639",12729,61
"3640",19042,342
"3641",13289,4
"3642",11460,19
"3643",9486,127
"3644",6630,7
"3645",19268,70
"3646",11576,103
"3647",10886,543
"3648",6986,184
"3649",6603,39
"3650",39094,125
"3651",26196,207
"3652",14816,101
"3653",12558,152
"3654",10106,12
"3655",98388,4473
"3656",43027,232
"3657",36317,48
"3658",28165,120
"3659",26990,235
"3660",54686,221
"3661",25620,114
"3662",15286,55
"3663",12843,21
"3664",12009,50
"3665",72100,308
"3666",57631,260
"3667",44822,69
"3668",42030,159
"3669",34555,1431
"3670",54963,563
"3671",51966,547
"3672",40637,415
"3673",20671,130
"3674",18922,276
"3675",74760,1718
"3676",54281,626
"3677",41329,523
"3678",22723,42
"3679",21223,185
"3680",94288,447
"3681",70286,355
"3682",67272,476
"3683",43147,647
"3684",32675,546
"3685",49276,592
"3686",29841,156
"3687",22902,113
"3688",15173,324
"3689",11921,48
"3690",60502,666
"3691",37346,427
"3692",35601,285
"3693",21531,74
"3694",20679,94
"3695",59998,981
"3696",27122,182
"3697",24972,315
"3698",16732,649
"3699",12652,130
"3700",90395,1634
"3701",80850,1667
"3702",42890,1585
"3703",32662,402
"3704",29518,298
"3705",419456,10251
"3706",333439,1539
"3707",297390,5720
"3708",122128,15684
"3709",104340,797
"3710",224165,6528
"3711",102637,844
"3712",62102,491
"3713",53346,688
"3714",41796,450
"3715",76362,822
"3716",36284,171
"3717",35902,803
"3718",23479,150
"3719",14488,192
"3720",31251,290
"3721",26176,863
"3722",25847,427
"3723",15233,222
"3724",12244,177
"3725",26523,335
"3726",13259,162
"3727",9986,200
"3728",4914,18
"3729",4417,136
"3730",115499,1924
"3731",34226,346
"3732",16363,91
"3733",15890,125
"3734",12873,244
"3735",82154,357
"3736",29799,462
"3737",26794,342
"3738",17543,28
"3739",13462,53
"3740",423225,7142
"3741",162724,226
"3742",66984,163
"3743",46148,629
"3744",41700,71
"3745",98348,1258
"3746",79130,1119
"3747",41960,603
"3748",30759,1001
"3749",27752,432
"3750",62842,1648
"3751",35035,163
"3752",23603,702
"3753",15793,228
"3754",12650,34
"3755",57063,2207
"3756",51336,381
"3757",26226,72
"3758",21437,192
"3759",21005,331
"3760",21536,297
"3761",18613,776
"3762",15392,89
"3763",7645,201
"3764",5014,14
"3765",109126,1095
"3766",62762,992
"3767",57283,1354
"3768",29289,737
"3769",28055,139
"3770",17312,135
"3771",14623,53
"3772",9838,119
"3773",6004,14
"3774",5499,86
"3775",46745,85
"3776",41204,144
"3777",22681,138
"3778",18209,165
"3779",16374,145
"3780",40496,547
"3781",19644,36
"3782",10108,39
"3783",9494,168
"3784",8155,44
"3785",48517,111
"3786",31843,118
"3787",22674,49
"3788",17381,89
"3789",15764,64
"3790",345001,1292
"3791",254870,7589
"3792",213943,1932
"3793",101998,651
"3794",89371,651
"3795",45445,190
"3796",21604,180
"3797",18005,100
"3798",13306,51
"3799",10501,11
"3800",46504,414
"3801",28999,161
"3802",21682,172
"3803",16371,233
"3804",13576,99
"3805",301128,2919
"3806",175902,1852
"3807",149229,1048
"3808",111129,764
"3809",72320,503
"3810",619839,13181
"3811",336430,9347
"3812",265701,4217
"3813",218649,12000
"3814",179731,1417
"3815",348604,2224
"3816",213403,2403
"3817",109201,1224
"3818",108102,14338
"3819",52483,456
"3820",317007,4526
"3821",187641,1404
"3822",150293,2084
"3823",74358,270
"3824",53421,326
"3825",91403,1454
"3826",59983,951
"3827",38407,592
"3828",20645,309
"3829",20400,86
"3830",19861,16
"3831",16189,36
"3832",8780,29
"3833",6073,3
"3834",4710,13
"3835",45064,119
"3836",39285,53
"3837",34932,166
"3838",21697,75
"3839",19111,65
"3840",53896,51
"3841",29158,26
"3842",22131,15
"3843",15339,8
"3844",14009,9
"3845",41122,492
"3846",11657,43
"3847",9147,87
"3848",6461,13
"3849",4909,2
"3850",37013,136
"3851",26209,193
"3852",16239,5
"3853",10420,7
"3854",8743,19
"3855",43694,45
"3856",16160,62
"3857",13342,55
"3858",7919,2
"3859",7179,31
"3860",23799,148
"3861",22582,210
"3862",15710,21
"3863",7641,2
"3864",7146,5
"3865",44425,101
"3866",20176,83
"3867",18082,115
"3868",11888,61
"3869",9564,75
"3870",23150,65
"3871",16507,59
"3872",12974,147
"3873",9492,80
"3874",6962,10
"3875",67896,349
"3876",38037,243
"3877",29512,52
"3878",15477,21
"3879",13100,29
"3880",145478,672
"3881",117838,902
"3882",77921,373
"3883",45240,211
"3884",44261,313
"3885",113528,284
"3886",57404,758
"3887",37626,125
"3888",36588,129
"3889",23664,209
"3890",102052,336
"3891",72568,166
"3892",56655,514
"3893",49061,64
"3894",28620,47
"3895",68412,578
"3896",37796,294
"3897",20818,310
"3898",12638,138
"3899",12390,98
"3900",52877,81
"3901",19947,22
"3902",16446,3
"3904",10872,18
"3905",83401,3271
"3906",45167,690
"3907",23176,239
"3908",18112,113
"3909",9920,71
"3910",54636,123
"3911",20366,68
"3912",16305,14
"3913",11886,26
"3914",8524,26
"3915",93118,812
"3916",57022,202
"3917",40092,522
"3918",29976,95
"3919",17698,51
"3920",237764,1230
"3921",153409,1484
"3922",131951,864
"3923",55538,609
"3924",36436,195
"3925",39467,1448
"3926",21195,164
"3927",20654,212
"3928",18059,1254
"3929",9045,197
"3930",34620,2951
"3931",20691,416
"3932",7246,16
"3933",6852,91
"3934",6742,379
"3935",11737,215
"3936",10638,262
"3937",9012,154
"3938",8550,242
"3939",7322,138
"3940",32551,81
"3941",24179,520
"3942",10143,14
"3943",4373,2
"3944",3699,1
"3945",41652,130
"3946",25547,21
"3947",23077,251
"3948",8743,71
"3949",6661,48
"3950",321660,3238
"3951",159244,771
"3952",114513,626
"3953",53535,473
"3954",41291,40
"3955",20100,345
"3956",10563,6
"3957",8859,13
"3958",4133,39
"3959",3987,10
"3960",27768,84
"3961",20129,65
"3962",12079,61
"3963",7741,8
"3964",6702,16
"3965",77446,764
"3966",61407,416
"3967",28477,194
"3968",24227,14
"3969",21699,51
"3970",17591,438
"3971",9879,854
"3972",8306,150
"3973",5743,44
"3974",4860,211
"3975",17785,253
"3976",8569,59
"3977",6571,219
"3978",5084,70
"3979",3830,43
"3980",286269,13638
"3981",210836,4051
"3982",69254,549
"3983",35807,788
"3984",32545,184
"3985",28379,306
"3986",19105,85
"3987",13674,107
"3988",7577,24
"3989",5127,119
"3990",136827,3237
"3991",89105,733
"3992",37354,233
"3993",27702,469
"3994",18188,124
"3995",46031,89
"3996",31931,109
"3997",27258,78
"3998",23723,46
"3999",17052,54
"4000",99190,231
"4001",71376,221
"4002",55866,129
"4003",39678,87
"4004",37214,1318
"4005",37559,1421
"4006",21609,1291
"4007",13456,310
"4008",7033,29
"4009",6102,141
"4010",169944,1258
"4011",87840,380
"4012",63828,572
"4013",45711,274
"4014",36289,219
"4015",63383,85
"4016",32067,41
"4017",29499,69
"4018",17252,30
"4019",11323,7
"4020",145878,1098
"4021",128014,705
"4022",62369,195
"4023",47945,310
"4024",47206,127
"4025",59273,680
"4026",39760,566
"4027",19993,121
"4028",16248,173
"4029",9770,27
"4030",89412,110
"4031",55249,102
"4032",28674,31
"4033",17857,11
"4034",17019,38
"4035",56069,453
"4036",39772,322
"4037",28603,398
"4038",18708,80
"4039",13651,146
"4040",27420,363
"4041",12786,571
"4042",12240,93
"4043",6231,73
"4044",2606,20
"4045",100953,419
"4046",46435,221
"4047",41070,389
"4048",29565,39
"4049",16377,12
"4050",20696,2048
"4051",10829,119
"4052",8482,47
"4053",6776,776
"4054",3393,146
"4055",16572,1535
"4056",15707,1180
"4057",7426,750
"4058",6698,194
"4059",4597,186
"4060",42304,424
"4061",19038,73
"4062",12157,98
"4063",8577,619
"4064",4977,8
"4065",111189,1275
"4066",54547,449
"4067",41414,705
"4068",36951,820
"4069",36178,353
"4070",147311,844
"4071",82750,67
"4072",67515,516
"4073",48045,92
"4074",29125,21
"4075",43619,252
"4076",15748,31
"4077",13251,66
"4078",10071,60
"4079",8213,15
"4080",108365,1794
"4081",86315,1775
"4082",74393,2272
"4083",62160,767
"4084",44881,2734
"4085",83075,2101
"4086",51422,636
"4087",38876,727
"4088",29420,423
"4089",23241,580
"4090",20082,1748
"4091",13871,301
"4092",7503,1617
"4093",6921,121
"4094",3586,314
"4095",25792,1093
"4096",17238,95
"4097",13965,139
"4098",12505,103
"4099",11828,96
"4100",133490,4515
"4101",104700,1104
"4102",65773,550
"4103",44833,3472
"4104",42206,60
"4105",427130,5223
"4106",219966,792
"4107",143856,807
"4108",88019,1066
"4109",79254,849
"4110",12758,695
"4111",9863,495
"4112",4871,232
"4113",4355,164
"4114",3256,50
"4115",35630,119
"4116",33799,730
"4117",19915,287
"4118",15117,202
"4119",8892,267
"4120",81867,2844
"4121",23106,708
"4122",19123,863
"4123",11130,157
"4125",52667,248
"4126",26433,215
"4127",18754,48
"4128",14185,54
"4129",13650,89
"4130",228392,8759
"4131",115071,1373
"4132",96210,907
"4133",72254,944
"4134",47131,1209
"4135",49639,804
"4136",42948,759
"4137",34748,224
"4138",10273,1333
"4139",9728,49
"4140",131068,632
"4141",63340,236
"4142",44947,348
"4143",31200,384
"4144",28925,161
"4145",2082,2
"4146",1786,11
"4147",1136,2
"4148",1052,14
"4149",631,11
"4150",14975,20
"4151",12990,27
"4152",11752,122
"4153",7374,8
"4154",4799,6
"4155",51580,206
"4156",18362,47
"4157",14384,108
"4158",11864,290
"4159",9683,109
"4160",449252,8653
"4161",210528,3208
"4162",180838,1212
"4163",112551,1837
"4164",82838,401
"4165",35581,272
"4166",31895,379
"4167",27489,201
"4168",17769,197
"4169",16641,37
"4170",44514,716
"4171",34936,207
"4172",23096,232
"4173",10915,31
"4174",10662,343
"4175",35750,118
"4176",28100,328
"4177",12333,49
"4178",10493,47
"4179",8762,48
"4180",42103,489
"4181",21540,101
"4182",16722,143
"4183",12983,19
"4184",12177,3
"4185",21639,102
"4186",18573,143
"4187",9357,66
"4188",7861,21
"4189",7378,69
"4190",166024,2690
"4191",114895,1458
"4192",83457,289
"4193",47016,277
"4194",42222,148
"4195",32648,240
"4196",18003,167
"4197",16037,152
"4198",6633,20
"4199",5990,46
"4200",73514,1034
"4201",53845,937
"4202",43828,2620
"4203",33009,262
"4204",23748,90
"4205",34459,902
"4206",22368,129
"4207",19010,258
"4208",10814,78
"4209",6466,63
"4210",31110,182
"4211",16749,92
"4212",15513,6
"4213",10854,44
"4214",9869,78
"4215",85406,389
"4216",65374,769
"4217",47208,633
"4218",30133,88
"4219",29081,138
"4220",270332,5743
"4221",123703,683
"4222",82041,444
"4223",42957,487
"4224",41457,528
"4225",64890,1456
"4226",33989,63
"4227",19536,187
"4228",11776,75
"4229",11205,32
"4230",85780,1176
"4231",64420,1121
"4232",42745,222
"4233",40691,380
"4234",30819,173
"4235",32186,154
"4236",16947,106
"4237",16510,90
"4238",11410,71
"4239",10197,9
"4240",45524,2081
"4241",21830,375
"4242",10774,380
"4243",10039,265
"4244",5581,46
"4245",70677,1915
"4246",54951,532
"4247",33205,94
"4248",18117,50
"4249",11474,151
"4250",52014,2340
"4251",28706,506
"4252",20375,248
"4253",15279,72
"4254",12142,78
"4255",36022,22
"4256",12579,5
"4257",9598,10
"4258",5781,0
"4259",5712,37
"4260",24397,53
"4261",16844,30
"4262",14618,171
"4263",13097,63
"4264",11812,133
"4265",188358,2135
"4266",123722,4361
"4267",85771,884
"4268",57986,697
"4269",51991,402
"4270",59925,921
"4271",19911,67
"4272",15651,103
"4273",12931,51
"4274",11619,22
"4275",54036,889
"4277",31109,199
"4278",21448,658
"4279",17934,288
"4280",46657,486
"4281",19874,103
"4282",19677,107
"4283",9586,293
"4284",5898,8
"4285",17900,42
"4286",12401,23
"4287",10563,106
"4288",5424,6
"4289",5221,5
"4290",30033,373
"4291",25678,312
"4292",21372,222
"4293",16005,297
"4294",12458,294
"4295",41975,198
"4296",14499,150
"4297",11919,77
"4298",9239,42
"4299",7485,70
"4300",55787,382
"4301",26543,758
"4302",20210,174
"4303",13982,52
"4304",12479,85
"4305",18232,197
"4306",14370,433
"4307",9747,38
"4308",7214,51
"4309",6465,32
"4310",78127,367
"4311",45380,159
"4312",29993,46
"4313",27797,61
"4314",18283,60
"4315",78501,1142
"4316",62541,659
"4317",42818,481
"4318",29702,233
"4319",21357,171
"4320",62687,2749
"4321",48263,665
"4322",40981,1182
"4323",23739,267
"4324",17450,672
"4325",43052,193
"4326",18463,154
"4327",17322,90
"4328",13037,186
"4329",8288,71
"4330",38583,82
"4331",27674,50
"4332",19577,162
"4333",16540,137
"4334",10249,17
"4335",91671,1783
"4336",35461,119
"4337",29308,326
"4338",20755,113
"4339",17947,44
"4340",44940,642
"4341",30211,303
"4342",23015,224
"4343",20393,348
"4344",18501,491
"4345",16160,111
"4346",8091,17
"4347",7961,14
"4348",6601,55
"4349",5538,24
"4350",36310,256
"4351",28962,295
"4352",21509,142
"4353",15463,65
"4354",14759,62
"4355",301056,3403
"4356",187427,921
"4357",161793,2206
"4358",79492,1318
"4359",58817,592
"4360",411395,7886
"4361",82891,1297
"4362",81055,1822
