"","likedcount","replycount"
"8390",53133,62
"8391",51609,55
"8392",41570,107
"8393",30758,4
"8394",53937,13
"8395",38511,14
"8396",28899,22
"8397",20442,3
"8398",11729,1
"8399",57995,190
"8400",24191,46
"8401",18756,98
"8402",10891,63
"8403",9094,7
"8404",32736,49
"8405",19109,27
"8406",16102,261
"8407",13772,22
"8408",10879,47
"8409",57063,125
"8410",32000,45
"8411",24552,39
"8412",17029,20
"8413",13165,8
"8414",21908,344
"8415",18585,32
"8416",14387,138
"8417",12845,13
"8418",11350,27
"8419",86153,315
"8420",49883,728
"8421",39130,134
"8422",28710,41
"8423",26850,152
"8424",189127,1373
"8425",166515,387
"8426",94025,188
"8427",68712,90
"8428",51798,238
"8429",212163,355
"8430",190484,914
"8431",158383,201
"8432",97230,334
"8433",85987,402
"8434",504377,4129
"8435",185888,434
"8436",102252,333
"8437",67702,70
"8438",64386,210
"8439",245309,2215
"8440",152815,849
"8441",130999,339
"8442",90033,607
"8443",78939,430
"8444",18211,121
"8445",13293,35
"8446",10438,96
"8447",9184,219
"8448",5609,0
"8449",260993,492
"8450",148350,939
"8451",133317,217
"8452",110623,265
"8453",72691,430
"8454",43131,129
"8455",18692,60
"8456",17958,92
"8457",14671,1
"8458",12110,42
"8459",27176,73
"8460",19795,49
"8461",17200,12
"8462",12655,73
"8463",8376,24
"8464",58423,298
"8465",54531,709
"8466",44232,104
"8468",22792,140
"8469",38862,117
"8470",23573,66
"8471",18054,85
"8472",14255,174
"8473",11684,213
"8474",86000,246
"8475",50649,285
"8476",43203,505
"8477",32802,108
"8478",32121,125
"8479",42689,47
"8480",42504,32
"8481",32982,21
"8482",18185,5
"8483",17733,1
"8484",86211,318
"8485",65972,232
"8486",29589,496
"8487",17268,12
"8488",17136,60
"8489",53652,153
"8490",31458,143
"8491",27603,24
"8492",26729,53
"8493",20074,18
"8494",46858,157
"8495",22989,17
"8496",21378,115
"8497",19464,21
"8498",14538,30
"8499",146943,632
"8500",143387,335
"8501",122751,392
"8502",95456,136
"8503",94620,95
"8504",766,0
"8505",408,0
"8506",311,0
"8507",200,0
"8508",170,0
"8509",105056,1362
"8510",55534,48
"8511",25411,46
"8512",21391,21
"8513",16738,19
"8514",105635,358
"8515",62853,185
"8516",54551,132
"8517",35807,63
"8518",17952,81
"8519",360801,569
"8520",195258,330
"8521",118914,124
"8522",102358,210
"8523",90398,69
"8524",38973,3
"8525",38786,25
"8526",32694,12
"8527",27023,17
"8529",319668,2839
"8530",152610,826
"8531",139189,3146
"8532",102797,112
"8533",74264,321
"8534",100439,161
"8535",74644,53
"8536",39638,367
"8537",31964,15
"8538",29104,8
"8539",74850,1113
"8540",50691,762
"8541",38872,1448
"8542",24917,454
"8543",22021,340
"8544",303476,0
"8545",195811,38
"8546",115997,9
"8547",111035,22
"8548",84062,8
"8549",152527,15
"8550",108517,24
"8551",82408,3
"8552",72635,10
"8553",60659,22
"8554",9257,7
"8555",6106,10
"8556",3943,1
"8557",2649,0
"8558",2075,0
"8559",64093,240
"8560",31830,49
"8561",25733,108
"8562",16636,51
"8563",12822,5
"8564",132012,4452
"8565",59987,261
"8566",48518,160
"8567",35792,56
"8568",34091,357
"8569",21809,56
"8570",19462,10
"8571",13012,12
"8572",12364,9
"8573",9713,14
"8574",415569,1960
"8575",156283,323
"8576",148059,284
"8577",115498,237
"8578",111071,129
"8579",82055,453
"8580",59946,1563
"8581",30109,86
"8582",13308,62
"8583",13134,7
"8584",82310,402
"8585",59719,386
"8586",36611,288
"8587",31972,70
"8588",27202,69
"8589",68472,131
"8590",47058,23
"8591",31907,38
"8592",24228,12
"8593",22606,30
"8594",107790,490
"8595",63544,304
"8596",43563,157
"8597",38111,129
"8598",34119,153
"8599",79108,164
"8600",68007,122
"8601",36731,93
"8602",27813,59
"8603",22895,113
"8604",79861,114
"8605",70306,519
"8606",39787,33
"8607",37375,75
"8608",25698,72
"8609",41696,64
"8610",26725,42
"8611",20099,73
"8612",14550,7
"8613",12322,4
"8614",113245,80
"8615",94699,70
"8616",72807,15
"8617",67583,45
"8618",65961,19
"8619",754120,6191
"8620",435050,3660
"8621",342381,2558
"8622",267511,2626
"8623",172137,789
"8624",34992,0
"8625",22070,0
"8626",15372,0
"8627",14961,0
"8628",11762,0
"8629",32135,240
"8630",27970,265
"8631",12609,36
"8632",8792,48
"8633",7960,43
"8634",154697,0
"8635",88016,0
"8636",86141,0
"8637",43854,0
"8638",37369,0
"8639",227151,1950
"8640",127503,1371
"8641",102467,601
"8642",83850,417
"8643",56212,122
"8644",48496,107
"8645",44183,34
"8646",39852,10
"8647",30210,10
"8648",21223,5
"8649",33275,21
"8650",20608,27
"8651",11861,25
"8652",8785,6
"8653",7113,0
"8654",94319,304
"8655",47808,46
"8656",30114,114
"8657",27041,50
"8659",88303,1772
"8660",66928,453
"8661",50024,437
"8662",41421,685
"8663",30980,59
"8664",955230,4586
"8665",770805,7833
"8666",761940,4303
"8667",543911,4886
"8668",523539,4086
"8669",16974,0
"8670",11088,0
"8671",5780,0
"8672",5000,0
"8673",4118,0
"8674",44056,1628
"8675",19546,627
"8676",16073,340
"8677",9957,123
"8678",7143,81
"8679",313464,255
"8680",102592,17
"8681",60575,70
"8682",46327,8
"8683",32981,16
"8684",88384,485
"8685",53231,474
"8686",43518,374
"8687",34123,258
"8688",23206,205
"8689",32201,74
"8690",24502,67
"8691",17000,77
"8692",13774,9
"8693",6200,10
"8694",25434,164
"8695",14721,39
"8696",12262,9
"8697",9307,13
"8698",8149,33
"8699",26456,77
"8700",25315,167
"8701",21562,159
"8702",12583,15
"8703",11992,91
"8704",120498,204
"8705",67719,419
"8706",51026,550
"8707",39547,69
"8708",34740,81
"8709",44504,135
"8710",43973,139
"8711",40939,109
"8712",36917,57
"8713",29995,28
"8714",522150,1211
"8715",371186,557
"8716",170280,295
"8717",113311,111
"8718",85066,26
"8720",20911,9
"8721",20466,41
"8722",13567,0
"8723",9156,6
"8724",48980,54
"8725",34637,24
"8726",30914,73
"8727",26253,39
"8728",21335,8
"8729",66334,122
"8730",49352,74
"8731",36063,44
"8732",22163,4
"8733",21485,13
"8734",59610,242
"8736",40556,178
"8737",27132,299
"8738",15432,88
"8739",56508,150
"8740",31050,23
"8741",27489,189
"8742",16733,24
"8743",14467,78
"8744",104064,1710
"8745",44994,732
"8746",31950,340
"8747",23742,85
"8748",15331,206
"8749",66789,1148
"8750",43418,373
"8751",32014,355
"8752",21897,224
"8753",21501,83
"8754",25978,24
"8755",19885,11
"8756",18497,9
"8757",13457,6
"8758",10908,3
"8759",73987,395
"8760",27364,44
"8761",24734,112
"8762",23120,41
"8763",18986,316
"8764",44254,350
"8765",34087,113
"8766",21541,262
"8767",14231,39
"8768",10485,11
"8769",25151,46
"8770",13667,43
"8771",8353,50
"8772",7798,8
"8773",5716,21
"8774",16127,0
"8775",13580,0
"8776",7819,0
"8777",7041,0
"8778",3911,0
"8779",87470,355
"8780",56833,362
"8781",49557,424
"8782",32053,62
"8783",30629,165
"8784",57716,419
"8785",33389,139
"8786",31752,358
"8787",20316,104
"8788",17541,103
"8789",59621,322
"8790",38752,15
"8791",18722,12
"8792",16003,1
"8793",14466,43
"8794",38188,50
"8795",22773,166
"8796",15306,14
"8797",10118,27
"8798",8951,45
"8799",72346,848
"8800",19539,178
"8801",16254,481
"8802",11658,170
"8803",11458,147
"8804",57728,291
"8805",50584,543
"8806",43867,506
"8807",27573,87
"8808",26513,29
"8809",113899,311
"8810",89047,523
"8811",25795,82
"8812",19312,131
"8813",13236,92
"8814",61817,40
"8815",51457,112
"8816",32405,233
"8817",31450,353
"8818",26235,137
"8819",99545,616
"8820",93522,1011
"8821",31032,267
"8822",26354,190
"8823",21205,74
"8824",139733,64
"8825",72238,25
"8826",69787,68
"8827",53623,54
"8828",48286,97
"8829",429640,5011
"8830",307588,3552
"8831",215740,2634
"8832",167244,1078
"8833",106118,318
"8834",206925,39
"8835",85932,14
"8836",69337,34
"8837",37659,32
"8838",19987,6
"8839",149465,156
"8840",105223,228
"8841",60356,83
"8842",53326,213
"8843",30815,56
"8844",48393,17
"8845",36574,15
"8846",33084,35
"8847",21547,8
"8848",17060,7
"8849",138112,327
"8850",60972,360
"8851",44199,130
"8852",34136,177
"8853",22860,187
"8854",156259,2159
"8855",92606,989
"8856",79430,1117
"8857",53536,308
"8858",52391,531
"8859",257747,2628
"8860",147897,647
"8861",108793,1167
"8862",89648,167
"8863",50547,100
"8864",80024,754
"8865",32679,131
"8866",27408,493
"8867",18054,260
"8868",17905,176
"8869",101021,530
"8870",38315,250
"8871",30441,290
"8872",24144,217
"8873",19170,97
"8874",85147,529
"8875",42046,41
"8876",29523,66
"8877",24635,17
"8878",16861,6
"8879",67308,211
"8880",39517,355
"8881",35910,77
"8882",32771,330
"8883",26794,91
"8884",125291,422
"8885",71870,353
"8886",51522,680
"8887",45961,441
"8888",36747,123
"8889",31769,94
"8890",20467,71
"8891",16747,51
"8892",12032,13
"8893",11939,216
"8894",48069,672
"8895",20717,278
"8896",17203,591
"8897",14338,49
"8898",10280,40
"8899",32803,467
"8900",21679,352
"8901",11277,181
"8902",10986,151
"8903",9792,124
"8904",12002,17
"8905",8705,125
"8906",1594,4
"8907",391,23
"8908",261,0
"8909",204435,193
"8910",159972,15
"8911",148330,448
"8912",71638,170
"8913",64641,133
"8914",111130,773
"8915",99325,2214
"8916",88816,1067
"8917",63192,1593
"8918",34985,485
"8919",75022,337
"8920",15927,195
"8921",14968,154
"8922",13402,174
"8923",9866,42
"8924",26104,236
"8925",11768,69
"8926",6248,27
"8927",5446,11
"8928",4482,33
"8929",61482,1889
"8930",56014,212
"8931",36819,84
"8932",30340,270
"8933",22488,36
"8934",91864,2485
"8935",67921,85
"8936",58578,118
"8937",31679,24
"8938",26907,45
"8939",50086,0
"8940",41537,0
"8941",22024,0
"8942",20169,0
"8943",17843,0
"8944",114462,1694
"8945",56570,401
"8946",48989,631
"8947",42473,586
"8948",28626,42
"8949",140940,409
"8950",118982,204
"8951",98890,716
"8952",53630,44
"8953",51417,56
"8954",261414,364
"8955",152316,495
"8956",91443,197
"8957",69318,18
"8958",59450,79
"8959",67236,865
"8960",34586,148
"8961",28831,195
"8962",15800,480
"8963",13882,71
"8964",563281,2609
"8965",229226,1499
"8966",68439,142
"8967",45873,231
"8968",33919,27
"8969",49661,406
"8970",20525,115
"8971",18119,39
"8972",17353,128
"8973",15053,28
"8974",254438,2409
"8975",146027,366
"8976",117435,838
"8977",102093,645
"8978",89006,321
"8979",113135,6293
"8980",57030,463
"8981",35717,300
"8982",28325,14
"8983",19651,97
"8984",193978,1032
"8985",91048,453
"8986",43623,142
"8987",38326,100
"8988",29770,240
"8989",93296,316
"8990",70959,318
"8991",46585,39
"8992",36867,231
"8993",34602,37
"8994",138446,662
"8995",82406,1108
"8996",33101,106
"8997",22046,59
"8998",19523,94
"8999",68082,212
"9000",33792,146
"9001",29972,133
"9002",21590,83
"9003",16577,34
"9004",46765,151
"9005",41678,79
"9006",22250,66
"9007",16343,167
"9008",14847,132
"9009",75705,849
"9010",48599,2155
"9011",34127,71
"9012",31982,803
"9013",31631,252
"9014",203563,249
"9015",112055,286
"9016",72603,114
"9017",48634,31
"9018",44436,152
"9019",38987,25
"9020",29489,35
"9021",18181,27
"9022",13050,2
"9023",11469,22
"9024",650831,0
"9025",42227,0
"9026",36268,0
"9027",35158,0
"9028",29890,0
"9029",54623,367
"9030",15657,172
"9031",15147,20
"9032",9601,2
"9034",13932,47
"9035",10955,138
"9036",5577,41
"9037",4431,11
"9038",3735,16
"9039",114348,139
"9040",57619,41
"9041",40208,144
"9042",36528,44
"9043",22735,22
"9044",129123,3685
"9045",46889,972
"9046",38571,559
"9047",37815,264
"9048",32203,229
"9049",46770,517
"9050",33235,115
"9051",22749,60
"9052",18722,136
"9053",15790,69
"9054",143039,1444
"9055",51785,53
"9056",44973,206
"9057",39684,166
"9058",34678,154
"9059",21467,201
"9060",15923,68
"9061",11569,19
"9062",11491,80
"9063",6487,18
"9064",218112,3878
"9065",170916,1180
"9066",101673,321
"9067",74154,177
"9068",66211,89
"9069",381039,4717
"9070",310194,2613
"9071",146659,1451
"9072",129675,917
"9073",100631,37
"9074",33724,70
"9075",22814,58
"9076",14963,41
"9077",14170,232
"9078",10226,19
"9079",70917,432
"9080",31215,82
"9081",25173,91
"9082",19136,63
"9083",16150,27
"9084",73607,123
"9085",51657,148
"9086",30905,51
"9087",22218,31
"9088",21661,64
"9089",49473,189
"9090",33197,123
"9091",16833,37
"9092",14407,41
"9093",13508,41
"9094",81533,591
"9095",42160,329
"9096",40768,213
"9097",26194,160
"9098",23505,97
"9099",14410,41
"9100",12262,62
"9101",11553,45
"9102",9071,2
"9103",8864,13
"9104",68532,74
"9105",60146,45
"9106",36997,33
"9107",28614,9
"9108",21770,14
"9109",70059,279
"9110",66299,482
"9111",51112,418
"9112",31801,237
"9113",25663,117
"9114",51430,65
"9115",42013,1120
"9116",29094,214
"9117",22814,44
"9118",20664,60
"9119",116663,1124
"9120",60524,645
"9121",52529,324
"9122",41920,1119
"9123",38026,547
"9124",27976,72
"9125",18485,77
"9127",9892,47
"9128",8814,18
"9129",217947,1774
"9130",195638,1253
"9131",116279,1421
"9132",66868,60
"9133",53444,572
"9134",87127,1232
"9135",67150,525
"9136",54960,476
"9137",28901,241
"9138",21912,161
"9139",44899,284
"9140",32085,544
"9141",22487,207
"9142",13042,31
"9143",11825,92
"9144",87169,824
"9145",60056,80
"9146",30936,115
"9147",27824,193
"9148",22992,99
"9149",417093,6834
"9150",258321,4078
"9151",146124,545
"9152",102661,480
"9153",72907,204
"9154",42838,507
"9155",26849,89
"9156",16674,37
"9157",10712,20
"9158",9183,21
"9159",130817,746
"9160",72621,750
"9161",64268,194
"9162",44411,85
"9163",33257,73
"9164",74932,575
"9165",52649,385
"9166",36771,195
"9167",28413,158
"9168",24577,58
"9169",47228,231
"9170",28488,90
"9171",22813,203
"9172",18564,41
"9173",13349,92
"9174",24732,57
"9175",17862,54
"9176",13345,69
"9177",10086,68
"9178",5910,5
"9179",148580,538
"9180",66212,221
"9181",53268,227
"9182",42953,146
"9183",40763,35
"9184",1222642,13514
"9185",371907,1072
"9186",320417,3203
"9187",192807,1290
"9188",176834,687
"9189",206366,2165
"9190",125812,1235
"9191",96131,324
"9192",60101,1020
"9193",38273,151
"9194",157219,3001
"9195",88865,1061
"9196",78551,69
"9197",64385,178
"9198",43687,182
"9199",21012,483
"9200",17493,250
"9201",14056,137
"9202",12569,141
"9203",9600,68
"9204",100467,164
"9205",62726,92
"9206",55075,340
"9207",33126,101
"9208",31377,235
"9209",123813,799
"9210",66833,305
"9211",39589,181
"9212",34054,94
"9213",24003,58
"9214",18613,7
"9215",17036,71
"9216",12839,26
"9217",10325,0
"9218",7616,3
"9219",78670,443
"9220",31685,269
"9221",27476,341
"9222",23212,218
"9223",15932,67
"9224",84445,679
"9225",59810,516
"9226",40438,193
"9227",32016,147
"9228",19194,71
"9229",64816,0
"9230",41911,0
"9231",34530,0
"9232",28728,0
"9233",21618,0
"9234",94369,0
"9235",83792,0
"9236",50897,0
"9237",38801,0
"9238",30155,1
"9239",197766,1814
"9240",66515,1192
"9241",63561,699
"9242",46073,173
"9243",45169,1164
"9244",41691,155
"9245",20604,209
"9246",11323,96
"9247",6977,149
"9248",6149,53
"9249",118559,598
"9250",64963,550
"9251",58285,418
"9252",21213,100
"9253",19670,281
"9254",82003,859
"9255",73751,785
"9256",47863,107
"9257",27147,22
"9258",20532,25
"9259",23565,0
"9260",15503,0
"9261",9000,0
"9262",5882,0
"9263",4642,0
"9264",244587,1053
"9265",86888,247
"9266",71229,323
"9267",67486,244
"9268",54555,1540
"9269",23114,109
"9270",12944,21
"9271",10167,30
"9272",8865,108
"9273",6395,15
"9274",133099,930
"9275",75989,507
"9276",37756,70
"9277",26482,90
"9278",16068,23
"9279",182826,614
"9280",158273,1006
"9281",143312,584
"9282",71339,616
"9283",69470,716
"9284",96738,320
"9285",40939,607
"9286",30028,46
"9287",22690,191
"9288",14104,96
"9289",120321,624
"9290",68493,43
"9291",59616,56
"9292",41958,24
"9293",39720,6
"9294",288315,480
"9295",221587,172
"9296",173260,163
"9297",154172,822
"9298",129773,326
"9299",144289,1164
"9300",101453,1600
"9301",89845,1258
"9302",44821,1420
"9303",35894,333
"9304",40950,2055
"9305",19268,187
"9306",15174,45
"9307",9459,38
"9308",8774,98
"9309",33309,16
"9310",27887,10
"9311",13181,4
"9312",9733,4
"9313",9065,1
"9314",75653,859
"9315",67489,393
"9316",33350,160
"9317",28009,364
"9318",23676,237
"9319",227579,941
"9320",138364,556
"9321",58754,223
"9322",50331,300
"9323",48885,402
"9324",137106,207
"9325",117274,971
"9326",43929,215
"9327",42227,247
"9328",26424,42
"9329",43980,224
"9330",19543,54
"9331",14126,9
"9332",13821,18
"9333",8242,10
"9334",52278,287
"9335",51164,513
"9336",23379,641
"9337",22251,356
"9338",14243,246
"9339",20376,23
"9340",17862,5
"9341",17682,7
"9342",14555,7
"9343",12825,7
"9344",186317,1698
"9345",107012,1487
"9346",68032,522
"9347",47508,462
"9348",44084,721
"9349",73097,50
"9350",36154,98
"9351",26731,60
"9352",23337,63
"9353",17681,28
"9354",35049,43
"9355",23960,75
"9356",14903,8
"9357",11307,9
"9358",8971,25
"9359",374446,5036
"9360",256529,1584
"9361",96667,909
"9362",82301,219
"9363",78639,475
"9364",23702,10
"9365",15756,11
"9366",14261,7
"9367",9884,2
"9368",7373,1
"9369",25409,164
"9370",16272,109
"9371",15409,47
"9372",10578,11
"9373",8921,56
"9374",202939,1183
"9375",128660,177
"9376",98766,408
"9377",64350,238
"9378",57199,70
"9379",141594,116
"9380",89076,50
"9381",60506,30
"9382",58664,28
"9383",52142,16
"9384",72656,474
"9385",31944,195
"9386",21911,184
"9387",20193,84
"9388",17181,80
"9389",543914,83
"9390",517787,194
"9391",115914,38
"9392",94357,117
"9393",89136,44
"9394",790956,12909
"9395",589730,6303
"9396",495929,6749
"9397",264821,1689
"9398",178378,1048
"9399",35374,301
"9400",34511,94
"9401",18917,78
"9402",16299,19
"9403",13179,131
"9404",49604,18
"9405",37811,18
"9406",32179,12
"9407",25374,5
"9408",19405,11
"9409",51399,388
"9410",29767,173
"9411",22883,109
"9412",21297,133
"9413",21030,56
"9414",103099,3436
"9415",56044,281
"9416",46319,259
"9417",34634,566
"9418",28216,233
"9419",30283,73
"9420",18254,54
"9421",11135,16
"9422",10725,22
"9423",10337,55
"9424",37293,142
"9425",35551,164
"9426",27082,328
"9427",22792,70
"9428",19153,47
"9429",551002,357
"9430",292545,191
"9431",148920,281
"9432",90602,180
"9433",70421,14
"9434",35768,121
"9435",20338,208
"9436",10618,32
"9437",8721,29
"9438",6264,33
"9439",40447,1195
"9440",36231,311
"9441",23211,1405
"9442",17027,191
"9443",12283,24
"9444",189312,187
"9445",151881,226
"9446",62735,94
"9447",57856,97
"9448",39214,100
"9449",22779,146
"9450",17815,97
"9451",17515,236
"9452",11608,88
"9453",10901,35
"9454",53577,153
"9455",48877,686
"9456",19173,119
"9457",12213,98
"9458",11409,28
"9459",88544,179
"9460",30801,60
"9461",21576,88
"9462",19689,61
"9463",17096,24
"9464",141228,1010
"9465",137655,499
"9466",49152,752
"9467",42517,60
"9468",25494,74
"9469",71469,360
"9470",26398,162
"9471",20560,62
"9472",13232,54
"9473",11996,16
"9474",48299,0
"9475",35629,0
"9476",21344,0
"9477",19282,0
"9478",17113,0
"9479",123550,412
"9480",34594,725
"9481",30549,42
"9482",23535,111
"9483",20891,34
"9484",72472,190
"9485",58244,221
"9486",48728,308
"9487",31552,99
"9488",31350,142
"9489",99787,1447
"9490",39515,74
"9491",19758,19
"9492",17816,139
"9493",11839,57
"9494",18390,22
"9495",13029,13
"9496",9808,15
"9497",7849,0
"9498",6775,10
"9499",366513,2635
"9500",257150,1403
"9501",243860,3135
"9502",79973,265
"9503",71471,285
"9504",33437,65
"9505",24022,32
"9506",13443,80
"9507",9931,49
"9508",5904,7
"9509",133007,1804
"9510",107450,1837
"9511",88677,2264
"9512",54958,373
"9513",52274,520
"9514",36987,108
"9515",24807,86
"9516",11565,52
"9517",10644,23
"9518",8363,28
"9519",248344,1601
"9520",137121,639
"9521",72696,2131
"9522",62835,880
"9523",41913,264
"9524",28968,47
"9525",19520,148
"9526",14319,15
"9527",11785,8
"9528",10861,21
"9529",186692,1821
"9530",117430,667
"9531",87956,444
"9532",49359,117
"9533",32927,36
"9534",41699,778
"9535",29443,301
"9536",18223,41
"9537",10551,3
"9538",8236,87
"9539",107143,766
"9540",84849,801
"9541",65398,180
"9542",63385,464
"9543",54154,192
"9544",91860,857
"9545",61934,96
"9546",56723,232
"9547",45718,417
"9548",42213,129
"9549",52116,119
"9550",30089,66
"9551",25975,127
"9552",16871,10
"9553",13268,15
"9554",42598,160
"9555",24790,136
"9556",19874,95
"9557",14038,148
"9558",8492,8
"9559",110213,1582
"9560",54302,271
"9561",40221,649
"9562",19037,141
"9563",13671,138
"9564",76427,750
"9565",67008,270
"9566",7173,18
"9567",7140,40
"9568",5498,44
"9569",308245,791
"9570",113163,337
"9571",60417,183
"9572",37524,134
"9573",33412,64
"9574",148096,1675
"9575",100877,331
"9576",85038,690
"9577",55324,681
"9578",42939,188
"9579",32323,1567
"9580",22643,199
"9581",16852,189
"9582",14948,146
"9583",12435,166
"9584",39471,253
"9585",37134,662
"9586",31365,72
"9587",29191,149
"9588",24065,31
"9589",18742,238
"9590",17244,263
"9591",13186,78
"9592",9718,81
"9593",6026,71
"9594",96389,216
"9595",79123,329
"9596",38051,238
"9598",18371,6
"9599",51148,1973
"9600",17837,254
"9601",13219,63
"9602",11841,283
"9603",11691,78
"9604",25051,0
"9605",14722,0
"9606",6791,0
"9607",6300,0
"9608",5030,0
"9609",135722,1707
"9610",68809,522
"9611",57485,360
"9612",45222,401
"9613",41532,399
"9614",66257,690
"9615",63582,87
"9616",51718,61
"9617",26362,527
"9618",23999,45
"9619",165098,1063
"9620",121886,1040
"9621",43415,496
"9622",38696,238
"9623",30129,265
"9624",138246,57
"9625",113109,46
"9626",107103,32
"9627",90359,21
"9628",55502,2
"9629",44341,339
"9630",24278,56
"9631",22268,39
"9632",17334,18
"9633",7477,32
"9634",113175,827
"9635",62703,549
"9636",55593,182
"9637",49689,1365
"9638",44067,106
"9639",210168,1527
"9640",153282,2006
"9641",90694,1785
"9642",59485,85
"9643",38445,112
"9644",31781,115
"9645",16082,216
"9646",12990,41
"9647",11498,23
"9648",7427,18
"9649",160210,250
"9650",103117,116
"9651",95153,188
"9652",68375,245
"9653",54328,214
"9654",64969,212
"9655",53266,469
"9656",42343,188
"9657",21944,23
"9658",13885,28
"9659",17119,28
"9660",13693,38
"9661",13604,80
"9662",9355,38
"9663",8170,8
"9664",104032,13
"9665",40331,5
"9666",35726,4
"9667",18673,0
"9668",17193,4
"9669",59053,37
"9670",39247,29
"9671",32266,82
"9672",24751,31
"9673",21808,46
"9674",11047,11
"9675",6709,8
"9676",5843,3
"9677",4750,8
"9678",3716,3
"9679",14248,11
"9680",8772,14
"9681",7824,10
"9682",5376,0
"9683",3102,2
"9684",48244,68
"9685",10547,36
"9686",8480,42
"9687",3829,33
"9688",3449,10
"9689",23491,53
"9690",14708,58
"9691",11071,8
"9692",5625,18
"9693",3398,133
"9694",43162,237
"9695",40726,163
"9696",29438,66
"9697",23103,22
"9698",12361,31
"9699",44887,145
"9700",42110,100
"9701",18633,84
"9702",15296,3
"9703",14598,15
"9704",54776,166
"9705",29988,171
"9706",22894,119
"9707",19024,138
"9708",16566,44
"9709",31659,107
"9710",13989,47
"9711",9200,44
"9712",8315,19
"9713",6866,32
"9714",27562,175
"9715",22989,1140
"9716",21111,571
"9717",9809,70
"9718",8562,13
"9719",68132,316
"9720",59925,126
"9721",55396,273
"9722",32829,235
"9723",26641,75
"9724",74059,138
"9725",41763,290
"9726",19709,71
"9727",17507,286
"9728",12547,28
"9729",32933,77
"9730",27620,76
"9731",17159,33
"9732",13342,35
"9733",12384,73
"9734",147299,165
"9735",99577,499
"9736",97454,409
"9737",79433,152
"9738",61886,734
"9739",72089,0
"9740",67581,0
"9741",36558,60
"9742",24240,0
"9743",20631,0
"9744",27181,172
"9745",20020,69
"9746",15035,27
"9747",9997,25
"9748",7881,7
"9749",319631,2586
"9750",90104,234
"9751",89782,314
"9752",64958,891
"9753",46247,54
"9754",63303,307
"9755",31874,99
"9756",28876,97
"9757",18069,34
"9758",16517,7
"9759",63672,181
"9760",44098,492
"9761",23323,45
"9762",16069,84
"9763",13701,12
"9764",292266,2573
"9765",96236,572
"9766",81275,394
"9767",57438,778
"9768",43320,217
"9769",27728,44
"9770",13682,24
"9771",13654,20
"9772",8216,1
"9773",5665,25
"9774",48948,123
"9775",31454,37
"9776",25325,17
"9777",18183,31
"9778",15067,44
"9779",53913,75
"9780",26897,1009
"9781",25619,20
"9782",22394,64
"9783",12560,52
"9784",26688,0
"9785",6524,0
"9786",5970,0
"9787",5263,0
"9788",3708,0
"9789",42790,20
"9790",37684,26
"9791",30832,131
"9792",24806,55
"9793",17860,10
"9794",28573,205
"9795",13764,92
"9796",11314,18
"9797",7400,11
"9798",5855,11
"9799",415294,3100
"9800",324585,1488
"9801",183455,503
"9802",152108,565
"9803",143247,534
"9804",28193,0
"9805",18311,0
"9806",13541,0
"9807",9727,0
"9808",8818,0
"9809",102159,216
"9810",83684,262
"9811",37416,273
"9812",22923,50
"9813",16984,128
"9814",511767,3474
"9815",331568,1556
"9816",158942,842
"9817",124559,681
"9818",114870,445
"9819",34475,0
"9820",24305,17
"9821",15470,3
"9822",14253,1
"9823",11653,0
"9824",170631,199
"9825",53526,73
"9826",50756,77
"9827",41130,90
"9828",36565,806
"9829",82330,958
"9830",51963,508
"9831",46019,167
"9832",38018,190
"9833",34579,87
"9834",148871,633
"9835",147112,492
"9836",95228,775
"9837",71149,637
"9838",67289,163
"9839",25373,139
"9840",18999,178
"9841",17312,35
"9842",12555,14
"9843",11015,2
"9844",260541,2296
"9845",202094,1705
"9846",175038,600
"9847",135099,315
"9848",83976,542
"9849",64228,635
"9850",37078,205
"9851",31876,119
"9852",31185,99
"9853",19466,352
"9854",45302,124
"9855",27128,215
"9856",22739,250
"9857",18462,190
"9858",12090,25
"9859",72792,86
"9860",59877,65
"9861",45337,28
"9862",36037,8
"9863",31231,12
"9864",95839,4947
"9865",75935,521
"9866",70884,651
"9867",39473,221
"9868",28565,149
"9869",217889,1716
"9870",90894,723
"9871",67058,713
"9872",31642,149
"9873",26015,256
"9874",41986,198
"9875",27951,451
"9876",15818,16
"9877",11730,17
"9878",9305,30
"9879",62076,119
"9880",52910,238
"9881",48939,454
"9882",30116,78
"9883",24620,132
"9884",68947,366
"9885",46056,276
"9886",42867,131
"9887",34785,164
"9888",21785,108
"9889",103825,452
"9890",40903,139
"9891",36697,135
"9892",28922,373
"9893",25659,30
"9894",88796,1879
"9895",63651,439
"9896",46668,653
"9897",25370,266
"9898",19833,55
"9899",39263,131
"9900",23265,139
"9901",11661,37
"9902",9278,15
"9903",7071,69
"9904",20385,279
"9905",15744,157
"9906",14937,302
"9907",13709,52
"9908",12913,43
"9909",74563,543
"9910",59805,123
"9911",58757,321
"9912",29278,40
"9914",134330,182
"9915",69157,303
"9916",58827,105
"9917",39255,14
"9918",27747,25
"9919",72383,512
"9920",49802,371
"9921",29780,62
"9922",26684,55
"9923",22965,148
"9924",50312,202
"9925",35549,400
"9926",29214,179
"9927",20710,166
"9928",13184,192
"9929",38576,0
"9930",31108,0
"9931",28040,0
"9932",18392,0
"9933",11692,0
"9934",57425,272
"9935",43565,59
"9936",37928,111
"9937",27415,50
"9938",26665,20
