,userid,commentid,username,content,timeStr,likedcount,hug,replycount
0,1894471710,5905868958,银雾1906,6,3分钟前,0,FALSE,0
1,6413620741,5905772200,摆烂的旅行者啊,有没有看过散兵和流浪者一起跳的。越看越涩,9:32,0,FALSE,0
2,3811137102,5905769848,理想超sky,让我想起了优拉跳舞的画面[18],9:25,1,FALSE,0
3,8558486705,5905764073,许雨-1,是我们没有挺过去别怪时间更别说不适合.,9:11,0,FALSE,0
4,1690241045,5905747468,就把他打死吧,音乐合伙人,8:20,0,FALSE,0
5,8554433280,5905685557,倩倩_urAL,，真心找个男朋友dd,2:04,0,FALSE,0
6,5200270111,5905616704,-Aiule-,大家好，我的宝贝7月9号要过生日，我想征集各地的祝福，给她一个惊喜，麻烦你们用这种格式，“我在xx省祝张芮铭生日快乐”回复我可以吗，求大家帮个忙，谢谢啦！希望收到大家的祝福～求求求各位,0:04,0,FALSE,0
7,3397006113,5905508920,平安_0707,h3r3,昨天21:17,1,FALSE,0
8,2027401838,5905487982,尴尬_UR9G,好听,昨天20:41,1,FALSE,0
9,2027401838,5905482441,尴尬_UR9G,不，不怕,昨天20:35,1,FALSE,0
10,1827583015,5905476853,枫天机雨,把左手把右手大拇指→往这划←大拇指放这里放这里,昨天20:20,1,FALSE,0
11,397941244,5905275095,Tomoyao,就说好像听过，原来第一次听是牛爷爷和胡英俊跳舞的视频?,昨天11:01,0,FALSE,0
12,282407011,5905240452,水贯裕鎮,危险♂派对,昨天09:02,0,FALSE,0
13,7893162236,5905163770,Souris_baby,满脑子都是两个3d模型在跳舞,昨天00:58,2,FALSE,0
14,8188652581,5905155139,陆少桥,互关！互关！互关！重要的事说三遍！你关我回,昨天00:42,3,FALSE,0
0,5123925093,5905789311,明星甲,早安小旭[多多比耶],10:15,0,FALSE,0
1,1428235206,5905773332,xxxx_ormA,血液相融永存寒冬,9:39,0,FALSE,0
2,1816314503,5905532625,秋刀魚永不會過期-,这首歌我就不收藏也不下载了，每当有一个人给我点赞我就回来听一次，就当做是给自己的惊喜吧,昨天22:06,6,FALSE,0
3,8556115345,5905508150,#NAME?,我以为我们都活在回忆里直到你的身边又出现新的人我发现原来只有我活在回忆里,昨天21:19,1,FALSE,0
4,8556115345,5905506306,#NAME?,我以为我们都活在回忆里直到你的身边又出现新的人我发现原来只有我活在回忆里,昨天21:16,1,FALSE,0
5,8269670138,5905476909,欣祎颜,想d一个一起听歌的,昨天20:21,0,FALSE,0
6,5196920731,5905475970,许碎01,这个世界就是这样有人追你千辛万苦你不领情有人还什么都没为你做你却句句我愿意,昨天20:18,1,FALSE,0
7,5196920731,5905475087,许碎01,天气忽冷忽热我们的关系也是,昨天20:18,1,FALSE,0
8,5196920731,5905472677,许碎01,没什么好说的你的世界不会再出现我的痕迹,昨天20:18,1,FALSE,0
9,5196920731,5905473633,许碎01,我总说顺其自然吧可真的顺其自然吗里面有我的无奈有我的不舍我的不甘,昨天20:18,0,FALSE,0
10,5196920731,5905473613,许碎01,当有人懂我的时候那我会破碎的,昨天20:17,0,FALSE,0
11,5196920731,5905475824,许碎01,失去是相互的可难过不是,昨天20:17,1,FALSE,0
12,5196920731,5905474131,许碎01,答案会写在态度里,昨天20:16,0,FALSE,0
13,5196920731,5905470617,许碎01,希望你下辈子不要改名让我好找点,昨天20:15,0,FALSE,0
14,3380956583,5905197941,11_zyx,你记不记得跨年那天我们127点的电话记不记得你2月22那天过的话你说我是小学生也是小公主也是你的老婆大人哈哈哈我真的开心了好久，可是今年的生日你还没有陪我过啊你怎么就那么冷漠！！,昨天03:37,0,FALSE,0
0,1569357451,5905743924,我可以吃盐酥鸡,五月像被励了志，我就这样平静的接受了自己的失败。我记得好多个凌晨三点半头顶的灯光，窗外吹进来的风好冷，我记得咖啡喝了好多好多。此刻记住就好，生活还得向前，大不了下次重头再来。,7:58,2,FALSE,0
1,1883090094,5905668757,csirr_,张澍拥有一整个盛夏,1:08,1,FALSE,0
2,647657751,5905454734,熊z崽,因为我就只有你了，我没有那么多可以倾诉倒垃圾的对象，我的微信不像你一样随时都有人聊天，我不主动找别人聊天的话我死掉都不会有人知道，遇到什么事我就只能自己一个人消化，我只能一直缠着你粘着你希望你什么都告诉我希望你干什么都可以告诉我，如果让你觉得难缠麻烦了，那起码也不要恨我。,昨天19:30,3,FALSE,0
3,1688540664,5905430149,废白余烬,这个夏天的愿望就是成为你夏日意外的那个可能,昨天18:40,1,FALSE,0
4,267067287,5905309765,二区有个吴大师,嘴一个,昨天12:46,0,FALSE,0
5,1441797512,5905243946,十一点_TAlH,听着歌时，我在园区里向外望去，街灯，夜景，还有夏日夜晚的凉意，同事走来问我在干嘛，我只说站会，我这份平静又有点落寞独自享受音乐的心情，她不会懂吧。,昨天09:00,1,FALSE,0
6,641977056,5905236347,哈阿嘿,我朋友说，“但凡她有一点喜欢你，有可能喜欢你，有机会喜欢你，我都不会这么劝你。”,昨天08:47,3,FALSE,0
7,135504395,5905175409,ycc是我的精神寄托,想跟她在520那天去看复合吧前任，可是不敢对她说。真的好想她，好爱她。,昨天01:36,0,FALSE,0
8,2101886933,5904974962,Came11iaqua,希望你好起来,2天前,2,FALSE,0
9,475053123,5904712302,女子清嘉,我又恋爱啦[钟情][星星][亲亲],2天前,1,FALSE,0
10,3245979696,5904564320,阿巴阿巴_nlgm,睁开眼，看见风正穿林而过,3天前,1,FALSE,0
11,1889760713,5903194803,所念皆至安_,以你为名的夏天,5天前,5,FALSE,1
12,1941918841,5903056058,不矢落,澍,6天前,4,FALSE,0
13,428157965,5902914836,浙洵,[强],6天前,0,FALSE,0
14,7834631404,5902899892,ovo爱睡觉-,美好的夏日永远热烈！,6天前,1,FALSE,0
0,333725733,5904910641,枉为学,前奏还以为滚动播放到平克弗洛伊德了,2天前,0,FALSE,0
1,1878341856,5904899272,暴风少女无约而至,听得心醉,2天前,0,FALSE,0
2,444867740,5904045142,喜欢一个坤,初二听陈粒，现在大二了,4天前,3,FALSE,1
3,74628849,5903543831,Hsueh77,希望这首能上现场,5天前,0,FALSE,0
4,74628849,5903536683,Hsueh77,这首代入春夏的话，更温柔了。,5天前,0,FALSE,0
5,548333035,5903525468,17leely,心情不好就单曲循环,5天前,0,FALSE,0
6,288653358,5902829570,是耳朵在右边,温柔的事一定会再发生要相信,6天前,3,FALSE,0
7,1548956219,5902459786,annielcy,任其所想，做其想做,7天前,1,FALSE,0
8,3281584005,5902220087,你我平安就好,温柔会有一点痛，可你好温柔，周.[爱心],7天前,0,FALSE,0
9,258546367,5901690272,一粒宇宙,宝贝明天会更好,5月5日,0,FALSE,0
10,8500014837,5901508415,南安橙,好，我去见你。,5月4日,0,FALSE,0
11,1638332460,5901222568,711ismyhometown,我给女朋友唱了这首歌哦,5月4日,1,FALSE,3
12,1638332460,5901226834,711ismyhometown,某个夏天的午后，我们穿着灰颜色水洗到微微褪色的情侣衫下楼去取快递。回来的时候，房间已被空调吹凉，木地板反射着被白纱帘过滤过一遍的阳光。我要把脸埋在你的肩窝里，深深地，深深地，闻你的味道。太阳落山后，浴室开始滴滴答答响，我心里升腾起你眼前的雾气。在卧室里，我换好我们的被单枕套。,5月4日,7,FALSE,3
13,538671018,5899928053,月亮狐狸_,这首就像浪漫的春日夜晚，走在温柔的春风里，飘过来一阵花香,5月1日,1,FALSE,0
14,3696091449,5899692317,七七_wv,找个男朋友一起听歌,5月1日,2,FALSE,0
0,8554437347,5905718468,琪琪_jK0N,）真心找个男朋友dd,5:11,0,FALSE,0
1,1520782925,5905613773,Dream_m_s,距离高考还有24天希望高考能够上岸加油一定可以不能焦虑！路是崎岖的，可灯永远亮着,0:00,1,FALSE,1
2,386358841,5905593158,快牵阿瑶小手,要先学会不生气，再学会气死人。打游戏气死他们,昨天23:32,0,FALSE,0
3,8554511955,5905541794,小甜甜_SYdx,⊙﹏⊙真心找个男朋友dd,昨天22:13,0,FALSE,0
4,3316480133,5905513701,希望今年好一点吧,上岸，本科.,昨天21:35,1,FALSE,0
5,339192759,5905513999,洪莉平,仅仅只是读了一个标题，我的思绪就飘出了生死的界线，将时间另一边的亲人，用眼泪清洗了一遍。,昨天21:28,1,FALSE,0
6,339192759,5905512215,洪莉平,爸爸身体燃起的烟火，将我的目光引向最远的地方，远得隔着死生的契阔。,昨天21:26,1,FALSE,0
7,342178202,5905502996,美女要睡觉_,你只记得我流眼泪时的沉默不语说话时的阴阳怪气一点就着的脾气喜欢反旧账陪你走过的路你都忘了吗。,昨天21:07,0,FALSE,0
8,8551829589,5905454596,小甜甜_L64k,——真心找个男朋友q我↑↑↑↖↖,昨天19:40,0,FALSE,0
9,8551391992,5905389342,妮妮_QOnE,”真心找个男朋友dd,昨天16:57,0,FALSE,0
10,1754149648,5905236476,抱抱你喽,一定要嫁给爱情一定！,昨天08:50,1,FALSE,0
11,4875275029,5905132028,活该一战上岸,真的很治愈，这一次我会成功！,昨天00:05,0,FALSE,0
12,1753548207,5905111264,钢琴弹英国放克雾曲,距离高考还有27天我也想去看更远的地方,2天前,0,FALSE,2
13,431938544,5905047108,卓卓要努力,会上岸的会出人头地的,2天前,1,FALSE,0
14,1894401527,5904912975,UPHOld2,偷的手机的音乐竟然这么好听,2天前,0,FALSE,0
0,40021474,5707652365,晨曦光廊梦,一到炎炎夏日就想到这首歌，不知不觉燃烧了十五年。,2022/7/20,31,FALSE,0
1,4967731246,5707607800,世间最美好的酒,全天下的渣男，要是一个个让我遇到，尤其是伤过我的渣男听着，只要我有胆子加回你，那么你的号就会被我给封了！黑化过后的我，不再期待爱情了,2022/7/20,10,FALSE,0
2,1387814224,5707536442,简西澜,还在听[可爱],2022/7/20,7,FALSE,0
3,1482980164,5707267471,伯爵猫__UcYO,这首是原唱吧,2022/7/19,11,FALSE,2
4,1482980164,5707266722,伯爵猫__UcYO,越听越好听,2022/7/19,5,FALSE,0
5,1599149953,5707185823,啊芬哒哒,你那该死的温柔，CJ,2022/7/19,5,FALSE,0
6,1896150413,5706863111,保持喜欢z,还在,2022/7/19,1,FALSE,0
7,1956419142,5706469128,小狗呆呆的QwQ,冷暴力不是为了解决问题是为了解决我,2022/7/18,11,FALSE,0
8,360552772,5706436831,sairt_wury,今日推荐第一首[大哭],2022/7/18,2,FALSE,0
9,2009944810,5706281797,心蔷0529,gh,2022/7/18,1,FALSE,0
10,1296236983,5706046399,Yancy_cx,在车上听到这首歌的时候，觉得很好听，姐姐说这是她十几岁的时候喜欢听的歌,2022/7/17,3,FALSE,1
11,1636110585,5705990522,富士山下见好吗,[多多无语]o,2022/7/17,1,FALSE,0
12,5149885575,5705936264,我选择随缘__iD,不会吧，不会有人竟然在22年7月份还在听该死的温柔吧,2022/7/17,18,FALSE,1
13,1866223347,5705932458,L廖敏轩,上次听还是在小学,2022/7/17,3,FALSE,0
14,1557177614,5704928816,#NAME?,学习上我也要和你一样努力啊(′▽`)?,2022/7/17,1,FALSE,0
0,337988093,5905712746,好哇塞啊H,转身就走我不确定这个过程，给她带来的快乐和伤害比重，我还是希望她完整的盛放在别人那里。,3:41,0,FALSE,0
1,8060942691,5905593653,#NAME?,你不让我好过你也别想好过,昨天23:36,0,FALSE,0
2,8060942691,5905595114,#NAME?,我的真心就这么不值钱吗,昨天23:35,0,FALSE,0
3,103768306,5905591053,tc_hei,把我推到风口浪尖，然后不管不顾。我们这么多年，真的白费。,昨天23:30,0,FALSE,0
4,1354840380,5905576617,hxqb7,第一次听还是和哥哥一起，现在一年却见不到哥哥几次,昨天23:15,1,FALSE,0
5,1859385420,5905551418,一只条子,还有2023年在听童话的吗？[呲牙],昨天22:33,1,FALSE,0
6,126351135,5905546559,张超呐呀,为什么评论区有这么多人才,昨天22:30,0,FALSE,0
7,103768306,5905542943,tc_hei,真的很想问你为什么，但是30+的我不敢问，因为答案肯定不好听，我听了肯定会伤心。都是假的？,昨天22:18,0,FALSE,0
8,103768306,5905541973,tc_hei,我也曾经憧憬过，后来没结果。,昨天22:15,1,FALSE,0
9,6475100019,5905424304,风筝飘走了啊,原来真的是骗人的啊,昨天18:28,2,FALSE,0
10,569005496,5905363087,取一个昵称让大家记住你取,第一次听还是四、五岁现在都24岁了,昨天15:35,0,FALSE,0
11,1545481241,5905339870,微风十月Ayao,这是我和她在一起唱的第一首歌也是最后一首但童话终究是童话不是现实,昨天14:13,0,FALSE,0
12,311911796,5905210673,张楠066,童话里的故事本来都是骗人的,昨天06:53,3,FALSE,0
13,4933629410,5905200034,用户4933629410,2023513,昨天04:14,1,FALSE,0
14,482579345,5905182949,玩家数码1,2023回忆杀,昨天01:59,2,FALSE,0
0,8317201840,5905867529,你动情那刻就输了,今天一出门，好冷，下意识掏出手机想叫你多穿点，才反应过来，没有身份了。,刚刚,1,FALSE,0
1,8539511654,5905868307,纯情暴风小兽,给我一个暂停键吧我真的累了.,2分钟前,0,FALSE,0
2,8539511654,5905868281,纯情暴风小兽,等我把事情做绝的时候我不会再多看你一眼.,2分钟前,0,FALSE,0
3,8539511654,5905868988,纯情暴风小兽,我会忘记的忘记我们相识的那天忘记那些腐烂的誓言.,2分钟前,0,FALSE,0
4,8539511654,5905868275,纯情暴风小兽,感谢你捡起破碎的我尽管只有短暂的那一刻然后又将我摔碎.,2分钟前,0,FALSE,0
5,8539511654,5905870938,纯情暴风小兽,那晚的信息究竟是你想我了还是她不理你了.,3分钟前,0,FALSE,0
6,8539511654,5905867329,纯情暴风小兽,我以为陪伴就是爱却忘记了你也在陪别人.,3分钟前,0,FALSE,0
7,8539511654,5905866566,纯情暴风小兽,如果你开心这条路怎么走都没关系.,3分钟前,1,FALSE,0
8,8539511654,5905866560,纯情暴风小兽,我很清醒但我放不下.,3分钟前,0,FALSE,0
9,8539511654,5905868930,纯情暴风小兽,好像身边的人都在幸福只有我在等.,3分钟前,0,FALSE,0
10,8539511654,5905870868,纯情暴风小兽,那我该说舍不得你还是求你不要爱上别人.,3分钟前,0,FALSE,0
11,8539511654,5905868902,纯情暴风小兽,我会忘记的忘记我们相识的那天忘记那些腐烂的誓言.,4分钟前,0,FALSE,0
12,8539511654,5905870849,纯情暴风小兽,我想你了回想起我们牵手我们暧昧的时候了.,4分钟前,0,FALSE,0
13,8539511654,5905868883,纯情暴风小兽,该怎么说呢不想起才是胜利.,4分钟前,0,FALSE,0
14,8539511654,5905870833,纯情暴风小兽,讨厌两面三刀的小狗.,4分钟前,0,FALSE,0
0,1622350775,5905661988,枕頭_1810,那个女孩健健康康没有烦恼,0:59,0,FALSE,0
1,511248412,5905608718,栀子莫违,把委屈和泪水都咽下去，输不起就不要输，死不了就站起来，告诉所有看不起你的人，我很好。,昨天23:59,0,FALSE,0
2,8507672685,5905396231,Z-fovik-R202,小乖你告诉我6怎么回.,昨天17:19,1,FALSE,0
3,2098931808,5905348681,FULLFULLFULLFULL,好听,昨天15:03,0,FALSE,0
4,3583748099,5904953970,LAOLAC,whatagirl唱出来就是我的girl,2天前,1,FALSE,0
5,1742272826,5904815739,南桉sue,平时听什么,2天前,0,FALSE,0
6,1390419355,5904603856,凤源lifei,陶喆的歌这么超前的吗,3天前,0,FALSE,1
7,1870031639,5904527575,o_j8k,什么？？我喜欢的女孩和我喜欢同一种女孩？,3天前,1,FALSE,0
8,5062701605,5904181444,穂穂桉,我来的时候挺可爱的最后却以一个不堪疯子一样的泼妇的形象退场,3天前,0,FALSE,0
9,1422326263,5903976059,你有猪一头吗,会唱歌的男生最让她崇拜,4天前,1,FALSE,0
10,545085688,5903944590,KanyeWestForReaI,66,4天前,0,FALSE,0
11,551914060,5903944871,信橪,你像春天的大雪夏日的清凉秋天的绿叶冬日的花总是这样让人惊喜,4天前,1,FALSE,0
12,573885541,5903370877,狂想Crazy,前半段两个人合唱、相互补充歌词，为后半段是同一个女孩做了铺垫,5天前,1,FALSE,0
13,635780599,5903120959,蘇唯卿,那个女孩对我说：一江烟水照晴岚，两岸人家接画檐，芰荷丛一段秋光淡，无有风雨亦无晴。,6天前,2,FALSE,0
14,5159538209,5902764325,我的愿望全都实现,好甜耶???????,6天前,1,FALSE,0
0,1504625629,5905767317,丞星拉着繁星,明天见！！！,9:22,0,FALSE,0
1,5148323135,5905716602,罼杀技__,→←两手指向中间滑你会发现神奇的一幕,5:18,3,FALSE,0
2,3234340092,5905675770,及时行乐_JHT2,我也好想听你一场演唱会啊,1:23,0,FALSE,0
3,399229277,5905663881,关于JIZHOU-HE,→←两手指向中间滑你会发现神奇的一幕,0:59,1,FALSE,0
4,1299166532,5905459602,Ah_blue,那天我在车站等你时耳机里放的歌,昨天19:53,0,FALSE,0
5,471517994,5905425452,爱吃咸鸭蛋1,张爱玲说过这样一句话:“人家撇下你的那一刻，一定有某个瞬间觉得没有你，他会生活的更好，那一刻，一辈子都不值得原谅.”,昨天18:30,1,FALSE,0
6,3223021335,5905401094,1想见薛之谦,还给我那脆弱,昨天17:30,0,FALSE,0
7,350303229,5905373153,同同同同一个梦想,暧昧我上了头，结果对方相亲去了呵呵呵,昨天16:09,0,FALSE,0
8,3256355970,5905296438,李安好17,“我们无法判断一个瞬间的价值，直到它成为回忆”,昨天12:21,1,FALSE,0
9,2071699997,5905291596,小绵羊quq,我以前跟你打电话老叫你名字你总问我怎么了我说我就叫叫你其实那时候我真的好爱你,昨天12:07,0,FALSE,0
10,1287823388,5905274127,小煜e,→←两手指向中间滑你会发现神奇的一幕，希望你能够快乐,昨天10:55,2,FALSE,0
11,1630308158,5905194671,毛毛驴-,打卡[亲亲],昨天03:48,0,FALSE,1
12,1804763360,5905165291,在意什么啊,2023.05.12晚上在意什么啊。,昨天01:06,0,FALSE,0
13,372490780,5905135292,特假,vip是平台收费，就是你充了钱之后不单只能听薛之谦，还能听其他歌手，单曲购买才叫音乐收费，薛之谦的歌还是免费，只是现在他一直忙开演唱会，版权的问题，等版权买回来以后，就可以了,昨天00:11,0,FALSE,2
14,3256355970,5904424042,李安好17,爱原就是自卑弃暗投明的时刻,2天前,1,FALSE,0
0,7915906614,5905818500,zlf悠悠草,还记得15年的时候，渣反火了多久。18年的时候，羡羡生日惊艳了多少人。19年天官出来的时候，国内国外有多轰动。但为什么渣反被封，魔道被骂抄袭，天官被迫卖版权。墨妈也只有20几岁啊，为什么捐了100万还要被骂呢,11:27,1,FALSE,0
1,387183836,5905779523,塔塔小姐拜托了,这首歌一直在列表里，好几年没听过了，今天随机播到，还是能一字不差的背出来[流泪]一下子把思绪拉到几年前魔道还不火的时候，看完魔道被惊艳的那一刻仿佛就在昨日[流泪],9:58,0,FALSE,0
2,367985902,5905704111,非鱼非子安知我心兮,2023.05.13打卡，转眼好多年！,3:07,0,FALSE,0
3,8532392394,5905361347,罍廳,可是，魏婴是真的护好了江澄,昨天15:37,0,FALSE,0
4,454519888,5905327171,wink-小兰,2023年了还在为魔道落泪[流泪],昨天13:45,1,FALSE,0
5,275946228,5905266861,彤彤bingo,不敢听第二遍,昨天10:26,0,FALSE,0
6,8104522615,5905112763,峪屿裕,就算是听歌也会落泪的程度[多多大哭],2天前,0,FALSE,0
7,275625349,5904914027,都会变成小悔,今夕是何年,2天前,0,FALSE,0
8,299421848,5904755129,风见隼人u,江厌离：阿羡，我马上就要成精了，过来给你看看[蛋仔坏笑],2天前,0,FALSE,0
9,3246479703,5904745951,情字如雨落_,回来看发现旁白魏无羡是赵路江厌离是菊花花金光瑶是杨天翔。。。。真是好久好久之前就遇见过啊，好熟悉的人,2天前,4,FALSE,0
10,1567658170,5904278351,莬蓓,还是忘不了义庄四人组的故事[流泪][流泪][流泪],3天前,0,FALSE,0
11,510142985,5904185048,万千生,高一到大四，17到23哈哈哈好多好多回忆啊,3天前,1,FALSE,0
12,510142985,5904185005,万千生,2023俺还在哈哈哈哈，在我这同道殊途真的群像top1呜呜顶配,3天前,0,FALSE,0
13,575054390,5904109075,愉树快乐,2017看的书，如今仍是历历在目,4天前,3,FALSE,0
14,541598104,5904098339,芒果芋圆豆花,从高三到工作两年了～这首歌陪着我度过难熬的日子。庆幸从未离开过。永远喜欢。[多多大笑],4天前,1,FALSE,0
0,1466151619,5905258187,宫晨沐,如果你喜欢一个人眼里没有光，那这个人就不是你值得喜欢的人！,昨天10:03,0,FALSE,0
1,1704817785,5904846203,温柔困兽__,再听这首歌时还是会想起第一次听是在19年夏天，我和高中的男友分手，听着这首歌哭了一晚上，再听还是会不自觉想起分开四年的前前男友，这大概就是歌曲带给人的回忆吧,2天前,1,FALSE,0
2,1701704166,5900303667,雷老板-,#雾与晨的碎碎念##最后的水族馆##最近一次哭是因为什么？#,5月2日,0,FALSE,0
3,1701704166,5900304574,雷老板-,[外星][圣诞],5月2日,0,FALSE,0
4,1701704166,5900308157,雷老板-,[流泪][流泪][流泪][流泪][流泪][流泪][心碎][心碎][心碎],5月2日,0,FALSE,0
5,602818082,5890550255,w呵呵-不哭,没人可以让我拥抱,4月14日,1,FALSE,0
6,1296228661,5890122824,阿姨今天有晒豆角吗,难做的事和应做的事往往是同一件事,4月13日,1,FALSE,0
7,543579495,5879353061,那个小祖宗呐,时间不断的教会我接受最真实的东西,3月30日,0,FALSE,0
8,3353216770,5878861116,鱼鱼饿了啦,你幸福就好我一个人烂在回忆里,3月29日,0,FALSE,0
9,1608549805,5874292205,YI_F1125,@辣子面的娘口三三我不要忘记你,3月20日,0,FALSE,0
10,1453179095,5867092766,今儿听什么嘞,居然就半年了没有什么忘不掉,3月7日,0,FALSE,0
11,1521493585,5862210743,trrst,我真的要向前看了哦,2月26日,1,FALSE,0
12,487499996,5859588475,懟心-,好久没进网易云啦去看了我的评论又破防了我的意难平啊?,2月21日,0,FALSE,0
13,123526924,5855560145,余升请多多指教,今天是第27个一个人的情人节,2月14日,1,FALSE,0
14,2143383108,5854325696,科科aw,你看恶臭嘛】】,2月12日,0,FALSE,0
0,372490780,5905672664,特假,vip是平台收费，就是你充了钱之后不单只能听薛之谦，还能听其他歌手，单曲购买才叫音乐收费，薛之谦的歌还是免费，只是现在他一直忙开演唱会，版权的问题，等版权买回来以后，就可以了,1:31,1,FALSE,0
1,372490780,5905673602,特假,vip是平台收费，就是你充了钱之后不单只能听薛之谦，还能听其他歌手，单曲购买才叫音乐收费，薛之谦的歌还是免费，只是现在他一直忙开演唱会，版权的问题，等版权买回来以后，就可以了,1:31,0,FALSE,0
2,496187512,5905599585,薛晚风,晚安,昨天23:45,0,FALSE,0
3,1965915339,5905503043,今夜有Aurora,差强人意：勉强使人满意。感觉这里是不是用错了，如果就是这么理解当我没说,昨天21:07,0,FALSE,0
4,3241018749,5905491036,睡了阿狗,→←两手指向中间滑你会发现神奇的一幕,昨天20:45,0,FALSE,0
5,1883372245,5905402313,开心锅包又,是谁明天看演唱会今天在复习歌词,昨天17:39,1,FALSE,0
6,1511232773,5905297850,那是你离开了我内心的生活,和人潮一起偶尔还跃起,昨天12:11,2,FALSE,1
7,1863268723,5905242411,大不了我还给你五毛,薛老师我爱您,昨天09:06,1,FALSE,0
8,372490780,5905135043,特假,vip是平台收费，就是你充了钱之后不单只能听薛之谦，还能听其他歌手，单曲购买才叫音乐收费，薛之谦的歌还是免费，只是现在他一直忙开演唱会，版权的问题，等版权买回来以后，就可以了,昨天00:10,0,FALSE,0
9,372490780,5905135966,特假,vip是平台收费，就是你充了钱之后不单只能听薛之谦，还能听其他歌手，单曲购买才叫音乐收费，薛之谦的歌还是免费，只是现在他一直忙开演唱会，版权的问题，等版权买回来以后，就可以了,昨天00:10,0,FALSE,0
10,1524481636,5904995850,死囚漫步00,好喜欢人民日报这段激励的话：“无人问津也好技不如人也罢你都要试着安静下来去做自己该做的事而不是让内心的烦躁焦虑毁掉你本就不多的热情和定力”,2天前,0,FALSE,0
11,296213095,5904880291,睡不醒的小张__,最后一句真的很许嵩?,2天前,0,FALSE,0
12,3350867630,5904449770,W薛之谦头号假粉W,许嵩薛之谦合作，双厨狂喜！！,2天前,0,FALSE,0
13,635847227,5904792999,想看薛之谦七十七场演唱会,哈哈哈哈哈哈听到“对洁白的自己敬个礼”脑子里全是薛薛被举起来的场景哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2天前,1,FALSE,0
14,1608510672,5904760745,iio源,抢到了老薛连云港5.27演唱会的门票但是去不了因为王源也是5.27在重庆开演唱会想先去看源的因为离我近[流泪]打算抢老薛西安站的演唱会,2天前,0,FALSE,0
0,536821829,5901421604,青之彼岸,不光光是立意，编排也是嵩式风格的集大成者。中西结合，新旧交融，听着非常舒服。,5月4日,2,FALSE,0
1,1607547290,5900395304,12小东西,这不是冷门歌吗，这么多评论,5月2日,1,FALSE,0
2,136427410,5899937509,理想何为,祝全体劳动者五一国际劳动节快乐！,5月1日,17,FALSE,0
3,2090197662,5899869067,傻乐__,我走后，你们就是我,5月1日,9,FALSE,0
4,1874467060,5899547982,鹤飞江,五一国际劳动节快乐！,5月1日,7,FALSE,0
5,4945906325,5899301515,维新之春,所谓八零年代，如唐人咏汉故事,4月30日,11,FALSE,0
6,555281369,5898043332,骨态,第二句歌词真没上传错吗？我还是感觉应该“是美是丑”,4月28日,0,FALSE,2
7,1387690047,5896683729,Dylan-JJ,谢谢你，老古董,4月26日,2,FALSE,0
8,137022980,5896431928,绿筱沦涟,好华丽的编曲！！,4月25日,1,FALSE,0
9,350676516,5895705476,obbac,他说他不过是撑着吧破伞云游世间的孤僧罢了,4月24日,11,FALSE,2
10,1383142616,5895579414,别听我剩下的-,直到我一样和你成为老古董,4月23日,0,FALSE,0
11,536821829,5894418223,青之彼岸,孤单坚守,4月21日,0,FALSE,0
12,1490162134,5893048612,chireeper,谢谢你，老古董,4月19日,1,FALSE,0
13,542945115,5891761130,包子不是包a,许甜甜我来喇[亲亲],4月16日,1,FALSE,0
14,310406812,5891352063,虚妄-幻滅,降温前面那段倒放也有惊喜。,4月16日,0,FALSE,0
0,294701782,5905525287,洛城二十载,日推推的这首歌[呆],昨天21:51,0,FALSE,0
1,8542246677,5905370974,凪诚式郎,有没有人现在听,昨天15:57,1,FALSE,0
2,421908374,5904622113,Kin9g5,5.6天津你瘦了让一堆人咬紧了后槽牙,3天前,1,FALSE,0
3,547598180,5902866606,monkey_6666,[菜狗],6天前,1,FALSE,0
4,1724309584,5902816654,夾心susu,老公继续在喜欢的领域发光吧！！！,6天前,1,FALSE,0
5,1462823494,5902568004,散落漫天花,大仙瘦了！,6天前,0,FALSE,0
6,4874249033,5901403798,HONE希,不会现在都有人听吧哈哈哈,5月4日,2,FALSE,3
7,3696091449,5901263989,七七_wv,找个男朋友一起听歌呀,5月4日,2,FALSE,1
8,8066637904,5901231190,五楼选百里,我再也不想要这么复杂,5月4日,1,FALSE,0
9,270669122,5900606675,卟好笑,不急，吃口药。,5月3日,0,FALSE,0
10,645528139,5889259441,yoshiki元,谢谢你能一路坚持，谢谢你让我们能看到闪闪发光温暖的你，谢谢你,4月12日,1,FALSE,0
11,343256960,5888011098,学渣三思,不会吧不会吧，都2023年了，还有人来听这首歌[多多亲吻],4月10日,9,FALSE,0
12,7895676146,5887509264,京元至伞,太帅了仙,4月9日,0,FALSE,0
13,540386646,5884454773,撒野1221,弟弟们夏季赛加油，期待你们的金色雨,4月6日,2,FALSE,0
14,107097093,5884415779,好运吸铁石呀,胖仙已经减肥了，即将进化史诗皮，自己還有什麼理由不減肥[多多捂脸],4月6日,1,FALSE,0
0,359301260,5905659478,你的佩奇os,好想我的奶奶啊[流泪],1:02,1,FALSE,0
1,288145359,5905620246,要再温柔一点鸭,小王晚安,0:04,2,FALSE,0
2,400051974,5905531395,朱正廷使劲火火火火,写得真好啊毛毛,昨天22:03,1,FALSE,0
3,288145359,5905172363,要再温柔一点鸭,小王晚安,昨天01:25,1,FALSE,0
4,494527476,5905114979,核糖核酸_无U版,又不能来见你了小王我们什么时候再见面,2天前,1,FALSE,0
