,userid,commentid,username,content,timeStr,likedcount,replycount
3,1291060061,5221988562,墨九辰_2kWu,我突然记起一次月考听力–Hello，Jane!Whatareyoudoing?–I'mwaitingforMike.Whataboutyou，John?–Iamwaitingforyou,2021/1/29,58472,504
4,422318182,5456903152,蒋小呢呢,希望每个人都可以跟自己最爱的人，感受最浪漫的场景。,2021/11/12,52786,1141
0,373688216,5337407047,日落摆渡人_Sun,这是我觉得最好的网红模式，有内涵，有文化，能做出贡献[强][强][强],2021/6/20,18942,1169
1,1308327677,5337012503,爱小橘子的喵喵,高原的风，带来了吉祥的礼物，那位来自高原的少年，是风，也是自由的使者，他带着微风吹向祖国的山川湖海、吹向你我心灵。勇敢的少年啊，请看遍这个世界的美好，你一定会创造无限奇迹。让我们一起聆听高原少年的歌声，音乐的力量会给予你我天空下的那份温暖。?,2021/6/20,17822,379
2,1448647284,5337271179,帐号已注销,格聂神山出来的孩子，加油！！！[拜],2021/6/20,16144,1894
3,5056373438,5337268802,云村村民162415445502888,哇塞！这是那个丁真的歌吗？着实让人惊艳啊！不是说他除了脸能看，什么都不会吗？个人觉得这很不错啊,2021/6/20,12869,582
4,321217662,5337920525,imfyx,有一说一，虽然我对丁真无感，但这首歌是真的好听[强],2021/6/20,12169,243
0,1321726131,3317308535,Naviooo,下次遇见喜欢的人记得要勇敢,2020/5/21,247797,7778
1,130228618,3317382714,DizzyQ-,总会有个人陪你过未来每一个夏天。,2020/5/21,170801,1827
2,106429785,3325202271,强泽宇,吴念慈我不知道这次你还愿不愿意回来我只是想说我真的很爱你可能真的是我不配生活真的一直在和我开玩笑而我也一直都达不到你的预期这是你发给我让我听的歌现在也是我最喜欢的歌现在我也只剩这首歌了吧。,2020/5/27,110977,1787
3,1662046566,3318304260,限定肖肖-,一八年的夏天，是全网公认最好的夏天,2020/5/21,70632,2924
4,468610654,3317480675,傲七爷Winn,（一坨歌手爬过）寡某祝大家521快乐,2020/5/21,63905,304
0,328199093,1680945369,王贰浪,希望你是回忆里那个永远不长胖的人～,2019/11/14,276967,2470
1,1478768898,3391157646,一一记得开心,“所以你宁愿错过也不愿主动，对吗？”,2020/7/25,145452,6528
2,543007697,1681062380,夜晚星点灯,Ilikeyou，butjustlikeyou[爱心],2019/11/14,103352,1911
3,599971613,5246848169,曰月曌,这个世界病了，把渣当酷，把深情叫舔。,2021/2/21,75758,1082
4,1818173731,5363729417,注意看这个女人叫小美3,这首歌真奇怪，像告白又像告别,2021/7/17,56225,599
0,1535471338,5184713382,阿旭_942698,听起来可真是，一口德芙一口烟,2020/12/17,188069,1389
1,114642895,5184645380,张起灵叶修jacky,呜呜呜来了来了！！！我原地起飞！！！王嘉尔??林俊杰，两位的神仙合作终于出生了！期待很久了！！！！！???是约定好的中文歌呜呜呜，大?就是我努力的动力吖，我还能继续背书！?又是新曲风，嘉的歌永远带给我惊喜???当我戴上耳机听歌，我的精神和身体就已分离，旁若无人的地步(hhh）快落,2020/12/17,64458,545
2,3296420507,5212351574,SJ世俊,都2021年了，江南的风依然在吹，我们也依然爱听JJ。从《她说》到《可惜没如果》再《过》，悲伤的情歌，总是能分散深夜的落寞。,2021/1/19,56846,16
3,1534833158,5185033047,kr1snu0,王嘉尔的声音用什么烟保养的？,2020/12/17,45963,685
4,304792898,5184656297,Lee_硕,Jacksonwang:Idon'tplayaroundnotthatkindofguy.我不是那种随便玩玩的人。[拜][拜][拜]???????????,2020/12/17,40936,269
0,274038268,5174332413,LANXXXXYU,毕竟一生很短少有圆满,2020/12/5,221035,986
1,1384013991,5175101499,不是半岛铁盒,你一定不懂那种看清了还想继续喜欢的感觉,2020/12/5,199638,5107
2,1644724058,5178811577,与2025有个约定,我总感觉这是一个女孩子唱给另外一个女孩子的歌[呆],2020/12/10,91912,1225
3,333928370,5203302114,大小小小小大王,阿月和星野相识于光遇有天星野上线告诉阿月他要退游了因为生病了很严重的病会暴躁会摔东西再后来阿月知道了他浑身插满了管子肝脏破裂需要手术但是找不到合适的肝源2020.12.3123:46星野抢救无效不幸去世遵逝者遗愿葬于广西北海写给阿月的备忘录里有一句如果有下辈子就带你去看星星吧,2021/1/8,74904,1345
4,500800724,5174699556,W-sily,阿拉斯加湾，是世界9大著名海湾之一，海面呈现两个颜色，由于密度关系，两片海不能融为一体,2020/12/5,74099,316
0,45634829,7940774,青栀丶,如果有妹子对我唱这首歌我一定娶她[牵手],2014/12/31,25240,345
1,9764855,11961784,帐号已注销,谁说男生不可以有少女情怀呢？我最大的梦想是以后能生个小公主。我要把她打扮得漂漂亮亮的，看其他小男孩屁颠屁颠地追着我女儿跑。[大哭],2015/3/5,14116,44
2,12489999,8426029,mini0831,我天词曲都是林一峰，他心里一定住着一个小公主,2015/1/8,10018,136
3,36411087,14625754,Mercaptohexyl,王心凌的honey孙燕姿的honeyhoney萧亚轩的honeyhoneyhoney这三首歌都不错。,2015/4/8,8995,36
4,40729747,9459393,帐号已注销,异地恋金曲排行榜第三名。[大哭],2015/1/26,6783,68
0,378077567,384085145,Lil-9,喜欢说唱的女生应该都很正吧,2017/5/16,108117,1317
1,68775440,564891334,CarryOn669_,如果可以我只要一杯清水一片面包一枝花如果再奢侈些我希望水是你倒的面包是你切的花是你送的,2017/9/23,47620,108
2,334518260,601897804,看那孤独的风景-,现代人太着急了看一眼照片听一段语音道两天晚安就喜欢上了不过讨厌得也很快喜欢了两三年最后因为一个眼神一句话不到一秒就决定放弃了多情又冷酷也挺好的速战速决总是好过暧昧不清就只怕杀伐决断的遇到了藕断丝连情意绵绵的遇上了见异思迁这世上赢的多半还是薄情人。,2017/11/1,40758,137
3,277105854,508266668,DoubleC大宝西,看到你们都爱听很是开心[爱心],2017/8/13,27116,183
4,254933456,380347782,LLL3L3L,你让我如此着迷没有什么不可以?,2017/5/12,15546,34
0,99798699,47122687,CHNssy,我发现庾澄庆的声音和哈林好像！！！,2015/11/16,113874,273
1,117994042,66844496,账尸已注消,对着基友唱了一晚上，他怎么没反应，表达的不够直接吗？[呆][呆],2016/2/1,52689,96
2,79451523,59267298,张小峰丿,每次通知栏显示赞了我评论我都要重温一遍这首歌。。。,2016/1/5,46968,230
3,44480604,8095703,Drave,封面把鼠标都截进去了。。。,2015/1/3,26041,14
4,50297307,13376749,雷声大大,初中喜欢这首歌，对同学说谁要是对我唱这首歌表白，我一定会答应的。结果真的有一个男生一直偷偷练这首歌。中考时他借了同学的P3，后来同学告诉我他一直单曲循环这首歌。后来的后来，他真的对我唱了这首歌，不过是喊我一起唱。如今，他还是单身，但我们是永远不可能了。再好的人，不适合也是枉然。,2015/3/24,16929,12
0,128332375,354764001,你真的很呆,昨天晚上朋友请去ktv，每人都叫了个妞，坐在我身边的那个长得挺漂亮的，中间她摸着我的手玩弄着，一起唱了几首歌，结束时她的脸贴着我的脸说了一句话：！挣点钱不容易，以后这种地方不要来了，看你手上的茧，省点钱给嫂子孩子吧。,2017/4/12,48742,586
1,309916632,212914961,喜豆田,整天评论就是，暗恋，热恋，绝恋，不像我清新脱俗，提前祝大家新年快乐。,2016/9/11,34887,286
2,252872101,323831631,年年的豆瓣酱,单身是会上瘾的，一个人时间长了，久而久之就会变成习惯。会懒得恋爱，对爱情越来越挑剔，对朋友越来越重视，比以前更珍惜亲情，更爱父母，会越来越喜欢听歌，对所有的节日大多没什么期待，觉得日子过得无拘无束自由自在，给单身的自己转一个～,2017/3/5,21047,167
3,36703816,11392359,我有点小坏,同样是过往华健大哥唱出了释怀和些许自嘲小刚的演绎版本却是内疚和无法忘怀同样精彩可能是先入为主这首歌还是喜欢周华健的版本[亲亲],2015/2/25,12311,52
4,47551454,9434477,Q2594570106,小刚，李宗盛，都是才子，唱歌写歌都是一流,2015/1/25,8878,48
0,39752076,7814198,万树梅花月满天,记得第一封情书是上初二的时候。傻傻地我竟将收到的情书都交给了妈妈，而我妈并没有去找这些孩子的家长或老师，而是把它们保存了下来……特别感谢我妈，也特别感激那些个小屁孩儿，谢谢他们在最初情窦初开的年华里，曾经喜欢过那么傻的一个傻姑娘，给她的一生留下了如此纯洁美好的回忆。,2014/12/28,46379,253
1,51720314,54858025,进口萝莉y,今天坐电梯，电梯上一个人打开一包巧克力，每个人分一个，没给我，我就伸手要了一个，他愣了一会给了我一个，到了5楼，他们都下了，我才知道他们原来都认识，哎呀卧槽！我竟然伸手要了一个！[呆],2015/12/19,38992,302
2,3255503,20712157,Anguish,妈的，没写过情书的举手,2015/6/4,36513,113
3,90733506,214792135,缩缩缩缩缩圈中,找不到人表白了，祖国我爱你！,2016/9/14,31966,142
4,2563837,14381711,seliote,看着你们一个个秀情书...我又默默的捧起了我的英语书...[口罩],2015/4/5,20103,39
0,290935979,346757974,成都市帅DP龙猪,这首歌让你们成功恋爱了的有多少人？？,2017/4/4,543420,2519
1,292923088,429884541,筋肉少男,第一次听这首歌也正好遇见了同样爱篮球的你，我178你188，你第一次说喜欢我是用这首歌向我表白，哈哈哈哈哈哈哈，谢谢你爱我就像我爱你。对，我们都是男生。,2017/6/6,453302,3707
2,376423860,349472294,月下东北花泽类,叮当陪了大雄80年在大雄临死前他对叮说:“我走之后你就回到属于你的地方吧！”叮当同意了！大雄死后…叮当用时光机回到了80年前，对小时候的大雄说:“大雄你好，我叫叮当。”每次看到这个段子都好感动，----人生若只如初见朋友也好，爱人也罢，如果累了，我们就回到第一天见面的时候。,2017/4/7,154857,339
3,96422589,341433221,半凉未凉,感觉马上会有女朋友的是你的错觉~[吐舌],2017/3/28,120669,140
4,444641205,364836257,_____这样吧,“放弃一个喜欢的人是什么感觉？”“我不删你好友，不拖你进黑名单，不取消关注，也不删你电话。我要做的就是，不愠不火，不冷不热，不悲不喜。我就是要你看着我的一切我所有的动态，都与你无关却又在你身边不吵不闹阴魂不散。”,2017/4/24,115547,503
0,16851384,7707890,嚻嚻暮雨,曾经赌气的和他分手，后来觉得自己有点任性，隔空的放了这首歌给他，结果，他又回来了，我问他，你肿么又回来了，他说他是球，滚来滚去的，让滚就滚，让滚回来就滚回来，[大哭]那时候的爱就是这样简单。。,2014/12/27,32314,290
1,37601463,9057819,salah666,这个歌就像一个做错事的小孩子一只手抹着哭出来的鼻涕，一只手死死地拉着对方，楚楚可怜的唱给对方,2015/1/19,20788,83
2,96483275,67934639,三十八年梦一场,花儿十周年的演唱会上，观众和他们一起唱着这首歌，唱着唱着，大张伟就哭了，几度哽咽到唱不下去，旁边的郭阳默默地拿出手机对着台下万千观众拍了数张。“我们能不能不分手亲爱的别走”我觉得花儿有一天会回来的吧，因为时至今日，他们的微博名字前还有着“花儿”。,2016/2/4,19120,102
3,103397124,124572235,温里方,贝儿冒险私下里他说我十五岁就想过死亡，韩雪问，那你的歌为什么那么开心，他说，因为我太痛苦了，所以写出来的歌那么快乐。好心疼[流泪],2016/2/28,12379,13
4,50834609,70329566,白無常先生,以前听过花儿的大小孩儿都特么回来了。,2016/2/14,9718,91
0,37637665,9834483,豬扒雞翼番茄湯通粉,一个人是快活，两个人才是生活，你明白吗[哀伤][哀伤],2015/2/1,13139,94
1,9876823,12759383,蓝色天气,不由自主的切换到情歌王节奏中?,2015/3/16,11385,57
2,73553356,21177428,盘琼琳大蠢蠢,我觉得黎明是四大天王里最帅的,2015/6/7,10148,296
3,70247429,19196040,Moijian,这首是哥的拿手，唱了有十年，可还是单身狗,2015/5/23,5933,81
4,3609273,12227516,Smmmt-施,記得初中的時候我的同桌是一個呆呆的男生他完全不是我喜歡的類型不高也不帥但是就是喜歡依賴他直到他唱了這首歌給我聽我才知道原來他也喜歡我那時候的感情真的只是很純粹的什麼也不奢求的感情只是不想和他分開,2015/3/9,3328,23
0,288595760,444142558,唐鸿晓,岁月冗长，人们都说所爱隔山海，山海不可平，但海有舟可渡，山有径可行，只要你愿意，只要，你与我心意相通，山海，亦可平。,2017/6/19,26114,15
1,434504318,468163147,梦到此结束,昨天终于鼓起勇气请自己一直暗恋的女生吃饭，吃到一半时，猛然发现钱包不见了，实在没办法，只好硬着头皮向她开口说话，我吞吞吐吐的说：“我…我…”这时她涨红着脸说：“我也喜欢你。。。”,2017/7/11,25135,34
