"","content","评论时段"
"5278","周杰伦要去布拉格拍婚纱照了，可是新娘不是jolin!心碎！","早期"
"5279","Jolin，我要结婚了，有在布拉格广场拍婚纱照……（我呸！！！）","早期"
"5280","小时候也常写信、收信，给爸妈，给表姐，给好友。从字体、行文习惯，还有常微妙变化的墨水、信封、信纸去感受他们写信时的状态，仿佛一篇小说，因与熟悉的人有关而显得格外生动。一个来回往往要花费一个月的时间，慢，却期待。","早期"
"5281","理想三旬费尽思量，来信烧光云淡天长","早期"
"5282","对《理想三旬》的补完。","早期"
"5283","从前的日子变得慢车马邮件都慢一生只够爱一个人","早期"
"5284","有一个民谣青年曾说：最单纯的喜欢就是，就算你拒绝了我，我对你也永远没有埋怨。但我不会再靠近了。如果你有求于我，我依然会鞠躬尽瘁。从今往后我会把喜欢藏起来，不再招摇过市了，我会努力过得好，希望你也是。","早期"
"5285","最后一声雷把劳资吓到了。。","早期"
"5286","这首歌一直不能睡前单曲循环的原因就是“经常好不容易酝酿睡意，一声雷立刻把老子吓尿”","早期"
"5287","午休，我把一只耳机给前面的女孩，她脸埋进双臂，我知道她在享受这首旋律的感动。然后，一曲临近结尾，我摘下耳机，微笑看着这份甜美，她猛的一下颤抖，然后我被狠狠地挨了两锤！","早期"
"5288","青年问:一声雷是要告诉我世事无常，人应该珍惜身边人么。十三回:只是不想一个人失眠。","早期"
"5289","突然觉得在尧十三之前好像没听过民谣","早期"
"5290","我印象最深的还是有次去音乐酒吧喝酒，兄弟喝醉了靠在沙发上口齿不清的说着我要听再见杰克，坐在他身边的他的女朋友一脸娇羞的冲着老板大喊:老板给我放痛痒的再见杰克。那一刻我以为他们会长长久久的","早期"
"5291","再见，别克，再见我的凯迪拉克。","早期"
"5292","我爸他们玩的乐队，业余的，一帮四十多岁的老男人，看着他们玩很开心。他们唱这首歌的还原度简直吓人你们是不知道啊。。。","早期"
"5293","让我弯了一点，让我弯了一点~[流泪]","早期"
"5294","有一次在酒吧喝酒现场乐队唱完一首歌以后所有人都在欢呼我从黑暗中的一个角落里喊了一声再见杰克然后酒红色头发的女主唱透过闪烁的激光灯看着我然后再见杰克的前奏想起那一刻我觉得我身上有光","早期"
"5300","在德国读书，晚上出来跑步，第一圈被冷风吹成狗的时候，手机放到这首歌，再也没有醉人的暖风。。没有察觉，竟已走远。。突然就想家了呢[爱心][爱心]嗯，明天也要加油，晚安[可爱]","早期"
"5301","，那时学生时代，没钱，我们只去了西湖坐船，给她戴上了耳机播放了西湖，知道她听不见，说了句：我喜欢你，有钱我带你去现场。15年迷笛为她跳了水，下来后对着她：09年我说我喜欢你。[憨笑]","早期"
"5302","这是痛仰最优秀的一首歌。","早期"
"5303","一杯长岛下肚，转身跳进西湖。","早期"
"5304","大一那一年，约喜欢的女生去KTV，她点了一首西湖，我说“这首歌真好听！”她回“这歌你没听过吗，痛仰的，他们好多作品都好好听”。从那开始一点点接触摇滚乐。后来她成了别人的女朋友，摇滚乐成了我的女朋友。","早期"
"5305","男的说分手一般都是女的触到他们的底线，平时怎么闹都可以原谅你，但触到底线，说翻脸就翻脸。而女的则不同，就算触到她的底线，她因为爱也会忍让，但是心里那笔帐早记下了，每次触碰到底线，每次积聚一点失望值，等到了一个临界点，就心冷了。","早期"
"5306","他只知道你的决定却不知道你为它反复了多少次","早期"
"5307","“其实每个人心中都有个忘不掉的人你总会在无聊的时候想他在一个人吃饭的时候想他走在夜晚的大街时想他听着歌想他后来你渐渐发现这个人不管在不在你的身边都不会去改变你的生活你依然会吃会睡会玩你也要谈朋友这时候你就会明白有的人你这辈子也忘不掉但是却不会影响你的生活”","早期"
"5308","最近我发现，我已不记得你的样子，不记得你微笑的样子。我很开心，时间终是救了我。","早期"
"5320","姐，我知道你现在不用网易云音乐听歌。但我希望有一天你会用网易听这首歌，然后希望你能在6400+评论里找到我在今晚留下的这条第6417条评论。明天你就要订婚了，对不起我没能赶回来，远方的我鼻子酸酸的，我唯一的亲姐就快要嫁人了，希望你一切安好，弟弟永远是你坚强的后盾?","早期"
"5321","小宝说听这首歌的一瞬间想起了我，就躲在寝室哭。我对小宝的感情估计母爱大于姐姐的爱。她和我从小一起长大，一直照顾她，看着她从一个小豆丁变成明朗少女，成就感爆棚。我喜欢她贱贱的喊着姐姐，跟我要礼物要零用钱的样子，也感动于我生日那天，她和刚认识的室友用温州话对我说姐姐生日快乐。","早期"
"5322","雷子那时是拉萨的街头明星。每天他一开唱，成堆的阿佳（拉萨藏语，姐姐）和普木（拉萨藏语，姑娘）脸蛋红扑扑地冲上来围着他听。他脾气倔，刺猬一只，只肯唱自己想唱的歌，谁点歌都不好使。　　妮可例外，点什么他唱什么，妮可怕他太费嗓子，每天只肯点一首，点一首他唱三首，谁拦都不好使。　　","早期"
"5323","雷子是个苦孩子，请好好听他唱歌。","早期"
"5324","每个男孩都希望有个姐姐，每个女孩都希望有个哥哥。","早期"
"5326","当年上春晚还超级激动呢！","早期"
"5329","上高二的时候，宿舍里一个特有钱的女生，自己有个手机，然后每个月都有最新的手机铃声，结果有一个月的时间，冬天早上外面还黑黑的，她的手机就想起了“扁担宽，板凳长”的闹铃，搞得我当时特恨这首歌。","早期"
"5331","小学六年级，班里新来的实习英语老师在办公室用那种超级大的录音机听这首歌，那是我第一次听见如此温暖的梁静茹。一转眼梁静茹从被李宗盛骂哭的小女孩变成了人母，我也从没发育的小男生长成了190+的大个子，时间总是一下子就过去了…","早期"
"5332","很久很久以前，在一个村庄里有一只怪物叫做六眼飞鱼，一位叫做“爱”的勇士来到了这个村庄，村民请求勇士除掉这只怪物，勇士答到：“我唯有手握一把叫做勇气的宝剑方能除掉它”，于是村名齐唱：“爱真的需要勇气来面对六眼飞鱼”[大哭][大哭][大哭]","早期"
"5334","大学那会，我是第三者。她选择了我承受了很大压力，有次在ktv两个人合唱勇气的时候都湿润了眼睛。直到现在，她还经常唱歌我们女儿听。。。","早期"
"5335","bgm爱的自杀，再问供养[大哭]","早期"
"5336","这首歌完全是调音师的神作，一般调音师拯救不了杨幂","早期"
"5337","我去！修音都修出电音来了！","早期"
"5338","调音师世界级大师水平","早期"
"5339","此曲担任了b站各大视频的bgm[奸笑]","早期"
"5340","觉得他真的好可惜，当时看到他因先天性心脏病而修养的时候真的觉得好惋惜，觉得tank真的是个很有才的歌手，写的歌都超级好听，人生中第一次参加签售第一次亲眼见到明星就是在他来青岛的时候，人真的很亲切很温暖~即便不再作为歌手出现在我们视野中，也希望作为幕后制作人还能听到他写的歌！","早期"
"5341","Tank的姐姐因为遗传性心脏病过世，过世之前男朋友还跟她求婚。经历了姐姐去世的悲痛，也出于无法掌控自己身体的不安（Tank也有先天性心脏病），Tank以过世姐姐的口吻写了这首歌。有人说这首歌矫情、脆弱，有人说消极、负面，但都是我们站在自己的角度来看的，换作Tank姐姐的角度，可知歌词字字心声。","早期"
"5342","难道评论才是云音乐的精髓吗[呆]","早期"
"5345","不能否认，这首不搭是整张专辑的最美～","早期"
"5346","得了台湾奖的安徽人李荣浩写出了港歌的味道。这首歌像是一勺咖啡伴侣，要就着热水和夜晚服用，不治头痛，但算药物试验中对照人群的安慰剂，有时比药丸管用。","早期"
"5347","乐坛终于出真正的接班人了","早期"
"5348","许多人说李荣浩像陈奕迅，我觉得并不尽然。相比之下，李荣浩曲风多了一些洒脱和潇洒，这首不搭就是很好的代表——随性，同时不乏深情，一种淡然的情绪传递在整首歌曲里，似乎在诉说着自己。","早期"
"5349","一个女神级的同学听了这首歌，说这歌就是装文艺。我说，你一定是爱情里被爱的那个。","早期"
"5355","有谁开始喜欢他是因为理想三旬！！！","早期"
"5356","13年七月，在拉萨，一个乌云密布的小雨天，我们坐着火车环绕山谷，想在途经纳木错时赶上日落，可天色直至暗沉也没有转晴。同行的几个藏民小伙出站后背驮着包消失在雾色里，我们在中转站台外打牌吃薯片，等下一班回程的火车。","早期"
"5357","脑子里冒出了个可怕的念头不然试下考个博…？","早期"
"5358","暮冬时烤雪，迟夏写长信，早春不过一棵树。","早期"
"5359","12年背包走云南，13年各地做兼职，14年，走318骑了两千多公里去西藏朝圣，15年环海南岛，在路上才感觉每一天活的都有价值，孤独成长的感觉，一趟旅程并不期待改变什么…但愿青春是疯狂并满载回忆的！我称它幸福感","早期"
"5360","我感觉他在参加我是歌手之前还是个江湖上的传说，","早期"
"5361","开头我还以为是福尔摩斯片头曲(??ω?)　","早期"
"5362","张宇的歌真的很有味道！男人的沧桑！真男人！[强]","早期"
"5363","张宇成功的取代了费玉清成为新一代年轻人心中的秋名山老司机。。这车飚的根本停不下来","早期"
"5364","台湾词人界的两朵奇葩比女人更懂女人的李宗盛比男人更懂男人的十一郎","早期"
"5381","昨天晚上有人唱这首歌，我安静的听。幸好ktv灯光昏暗，没人看到一个大男人流泪。我想起仓央嘉错一句诗，大概是，这么多年，你一直在我伤口幽居，我放下天地，从未放下你。","早期"
"5382","后来我终于知道，它并不是我的花，我只是恰好途径了它的盛放。","早期"
"5383","我觉得这首歌不一定写的是两个分开的恋人也可能是两个彼此都喜欢的人但是却从来没有在一起过最后由于距离或者生活而互相不再联系过后的那种祝福","早期"
"5384","愿情长的人都有酒喝孤独的人都会唱歌","早期"
"5385","那一年，魏晨还没有被拍到恋情，那一年，朱梓骁还没有被爆出出柜，那一年，俞灏明还没有发生烧伤事故，那一年，张翰还深爱着郑爽。","早期"
"5386","我慕容云海，对着天空，对着彩虹，对着风对着云发誓，这辈子只爱楚雨荨一个人","早期"
"5387","说实话，张翰这首歌真的挺好听","早期"
"5388","刚刚看完了《一起又看流星雨》上快乐大本营，张翰给郑爽打电话，说亲戚病了，要骨髓配型，郑爽爽快的答应了，接着看了在花少，张翰谈郑爽落泪，昨天他公布了新恋情，不是说谁对谁错，只是情深缘浅～","早期"
"5389","看这部电视剧的时候，我还是高中生，曾经一直幻想自己是富豪，找到自己的灰姑娘一般的童话故事。现在我已经上大学了，现在想想，那种犹如童话般的故事也就存在与不真实的时间中。现实其实很简单，就是找到爱你的人。","早期"
"5390","我：李荣浩出新歌了舍友：歌名是什么我：不说","早期"
"5391","三年前，我偶然看到我女朋友手机有一个男生和她说话，很露骨并有见过面，三年的感情啊，我一直在努力跑却发现我带着绿帽子跑，那天晚上她还不知道，她睡了之后，我一直在看她，她好柔弱，我默默掉了一会儿眼泪，第二天我说分手，我说我出轨，她的好朋友都骂我不是人，最后，竟然连她自己都信了，我不说","早期"
"5392","不留不搭不說不將就，好高冷啊[大笑][大笑]","早期"
"5393","荔枝，你又到稻城了吗，这里定位是冲古寺，我向你求婚的地方。抵达这个目的地，我就会对你说：因为是最蓝的天，所以你是天使。你降临到我的世界，用喜怒哀乐代替四季，微笑就是白昼，哭泣就是黑夜。我喜欢独自一个人，直到你走进我的心里。那么，我只想和你在一起，我不喜欢独自一个人。","早期"
"5394","李荣浩的冰箱里多半是杨丞琳的东西[奸笑]","早期"
"5395","就像养了多年的长发，一剪子下去，就断了。果然不是歌曲影响心情，而是心情影响歌曲。?","早期"
"5397","这首歌，特别是单身人士和热恋中吵架的情侣，一个在房间里听，再配上一杯红酒，绝配","早期"
"5398","我寂寞寂寞就好我总会把你戒掉[流泪]?","早期"
"5399","我也是在最好的年华里喜欢着一个人的时候听到哭的一首歌，单曲循环过的歌。但现在已经没了从前的撕心裂肺的哭","早期"
"5400","澳门风云2唯一亮点…40块钱听了首歌…","早期"
"5401","分手的人重新复合的概率是82%但是复合后能走到最后的概率只有3%剩下的97%就会再次分手和第一次分手一样的理由","早期"
"5402","写歌的人假正经，听歌的人最无情，人要是矫情起来，听什么都像在唱自己。","早期"
"5403","看澳门风云觉得顺眼的只有四川强和这首歌[大哭]","早期"
"5404","《东邪西毒》里有段台词：“以前我认为那句话很重要，因为我相信有些事说出来就是一生一世。现在想想，说不说也没有什么区别。有些事情是会变的，我一直以为自己赢了，直到有一天我看着镜子才知道我输了。在我最美好的时间里，我最喜欢的人不在我身边，如果能重新开始该有多好。”","早期"
"5405","05年我在青岛当兵，她来看我，她走的那天，给我唱的这首歌，眼泪根本停不下来。那时候的天空真的很蓝很蓝，现在她已经结婚了。而我还沉浸在回忆了。走不出来。","早期"
"5406","2004年是神奇的一年，那年有周杰伦的七里香，飞儿乐团的我们的爱，张韶涵的寓言，蔡依林的爱情三十六计，林俊杰的江南，梁静茹的宁夏，五月天的倔强，孙燕姿的我也很想他，王菲的旋木，SHE的波斯猫，王心凌的爱你，陈绮贞的旅行的意义，王力宏的心中的日月……都是青春的记忆……","早期"
"5407","[汗]一直举得飞儿乐队发力太猛了。。衰弱得太快","早期"
"5408","04，05是神曲辈出的时代。","早期"
"5409","那年神曲实在太多，泪眼婆娑回眸青春","早期"
"5425","看到这个评论，顿觉老了--","早期"
"5426","上幼儿园时听过，找到了！[大哭]","早期"
"5427","听这首歌的时候在初中，一个人爬上山，从正午坐到黄昏。那是我一个人的天下。","早期"
"5429","张杰的，这首《天下》，很有气势。有种古代那样，豪情壮志凌云的感觉。","早期"
"5430","那时候聊天还喜欢用呵呵，还喜欢装扮自己的空间，喜欢好友买卖，抢车位，在空间留言板聊天，现在那些人，都不见了，我也要结婚了","早期"
"5431","初二认识了一个他校的女生，进她空间发现的这首歌，那时候叛逆抽烟喝酒打架，后来高中在同一所学校，一起入了二次坑，她成了我cp，现在，她在西雅图我在浙江，半个月前我向她告白，我说xxx我喜欢你，当时听到她说xxx我也是的时候整个人都在颤抖，听到这首歌就会想起她，哦对了，我也是女生，祝我们幸福","早期"
"5432","记着初中的时候，文活课上学校广播台可以点歌，当时有同学点了这首吻得太逼真，之后广播台再不能点歌。。","早期"
"5433","竟然也是首备胎之歌[大哭][大哭]","早期"
"5434","你的酸奶是我买的你的辣条是我买的你把我当成什么了","早期"
"5435","抽完最后两支烟我还是回家了太冷也知道等不来谁","早期"
"5450","那时候郑爽还没整容张翰还没有娜扎魏晨还没削骨俞灏明还没烧伤朱梓骁还没消失","早期"
"5451","我慕容云海，对着天空，对着彩虹，对着风对着云发誓，这辈子只爱楚雨荨一个人","早期"
"5452","原来有那么多人和我一样在回忆","早期"
"5453","在评论里看见两个人聊了一百多条。。。我还看完了[大哭][大哭]","早期"
"5454","还记得2009的夏天这部剧很火，那年我初二，如今已经大三了，这部剧真是带来无数的回忆，云海，雨荨，端木磊，叶烁，瑞谦…………而现实生活中云海和雨荨分手，雨荨整容，云海和雨荀各自都找到了他们的真爱，木磊因拍戏受伤，瑞谦因各种绯闻注销了微博，如今已经物是人非，愿回忆停留在那个夏天","早期"
"5455","钢琴伴奏，同步录制，一气呵成，感谢有你陪伴。[拜]","早期"
"5456","初恋女孩今天结婚，一会下班后我去参加她的婚礼，想写首诗给她。“当明白那些苦涩始终都要去尝，开始一边走一边唱一边回头张望。长大后不会大笑也不会再大哭了，从前轻狂绕过时光。或者是今天，或许是梦里，我重新念起曾最爱的诗，为你祝福。我独自一人，感动了所有风和日丽，站在有光的地方。”","早期"
"5457","有人和我说80%的人都是双性恋但迫于一些原因很多人都会去喜欢异性，我只笑笑，直到入伍一年的男朋友告诉我他爱上了一个男兵他说他还会想起我，他说我们坎坎坷坷走过那么多。忘了说，我们从初一开始谈恋爱到现在七年了","早期"
"5458","歌词做出来啦，希望齐一大哥和大家满意?","早期"
"5459","极为冷清的时间戴上耳机蜷缩在被子里听着这首歌被悲伤淹没怪自己没出息又想起关于你的事眼泪不打招呼就溢出来我们我们我们其实你和我从未有过我们只是我太容易被感动晚安","早期"
"5460","妈妈问我为什么听歌把手机拿着转[皱眉]","早期"
"5461","写歌的人假正经听歌的人最无情人要是矫情起来听什么都像在唱自己。","早期"
"5462","三流歌名，二流歌手，一流词曲，顶级编曲。","早期"
"5463","后来某天中午我在教室刷题刷的头晕眼花然后闺蜜突然出现在班门口她一个人从南京坐车来看我复读没有手机她联系不上我只能一个班一个班的来找我给我带了一堆吃的和一张明信片明信片上就是这首歌的歌词我拉着她躲着老班说了十分钟都不到的话就得走我笑着送她下楼后来捏着明信片哭了很久很久","早期"
"5464","跨过多少海洋去看你。听到有点心酸。异地恋可知其中的难过。心中的那个人，惦记的时候，甜蜜的时候，也会落寞着啊。孤单的黑夜，惦记的那个人呐，曾经不说都会懂的时光，在一个人漫长黑夜的时候都被月亮吹走了吧。那些笑容都在孤单的夜晚里慢慢褪色了。但是曾经留在你眼中就够了。","早期"
"5465","明白有些事你只是普通人，你无能为力，但是还是要去努力，这就是倔强","早期"
"5466","刚上高一时进了小班，第一次月考考了全班倒数第一，我把倔强的歌词贴在桌子上，高一分班我考了全校第五，全班第三，现在已经大二了，感谢五月天，让我遇见更好的自己。","早期"
"5467","曾经很爱这类的歌，总觉得自己和别人不一样，后来发现其实自己就是个普通人…还是不要那么倔强，就这样吧","早期"
"5468","不服第一评论。确实，在学校时我总认为有能力超越别人，随着后来踏入社会，我逐渐明白，比我强大的人不是十根手指输得过来的，于是我只能把要求降低，超越自己就算是进步，现实不就是这样？越普通越是坚强，越普通越是倔强，越普通越是坚持，不怕千万人阻挡，只怕自己投降，说的就是你。","早期"
"5470","09年一月，拿着两张电影票站在电影院门口，初恋女友第一次说分手，在电话里。路边唱片店放起这首歌，那种感觉真是不想再经历。","早期"
"5471","或许很多人都不知道，这首歌的鼓点就是心跳的频率。。。不信可以注意一下","早期"
"5472","网易评论有三宝，中学的暗恋，去年的分手，现在的热恋","早期"
"5473","陶王周林。无可超越[强][强][强]","早期"
"5474","真受不了云音乐，整天都得听歌了...","早期"
"5475","不知道这首歌陪了我多少年，删了下，下了删，反反复复，无法自拔！","早期"
"5476","初三，初恋，她转校了，我每天每夜的听这首歌，任凭眼泪打湿了枕巾，痛苦不已……。现在(十年后)，她是我的老婆了，还有一个尚未满月的乖宝宝。或许当初觉得不值得，只是因为自己退缩了。如果一点挫折就自暴自弃，也没有我们的现在。各位，死皮赖脸的追吧………。","早期"
"5477","卧槽！！！！！！！！神曲！！！！！！！！！明明没有听过！！！！但是感觉听过千万遍！！！！！！！可以单曲循环两个星期！！！！可怕！！为什么在听歌不去写论文！！！[流泪][流泪]","早期"
"5478","不介意孤独，比爱你舒服。","早期"
"5479","现女友发现我网易云给前女友的评论，然后现女友成了前女友，这是什么鬼…?","早期"
"5480","虽然他的每一首歌下面都有人说歌手页慎点，但是人家也是认真做音乐的，能不能别拿他的长相说事，这年头，听个歌也要看脸！！！[哀伤]找一群长得好看的来假唱得了，反正脸比较重要！","早期"
"5481","装逼的点了一根烟，外面下着雨，没穿秋裤，好冷。","早期"
"5482","听这首歌是我人生最叛逆的时候有兄弟有女人到了现在烟灭了以后什么都没有了，青春真的就像一杯酒。","早期"
"5485","你若不跟我走，就作死的节奏","早期"
"5486","这首歌是六年前她的手机铃声，六年前没听几句电话就接通了，后来我可以一个人听很久，后来就忘记了。今天忽然想起来，要来写个评论祭奠一下","早期"
"5487","2009年我们在宾馆里面，我16岁她15岁我们俩都是第一次，都很紧张她把她自己交给我之后，然后双抱膝盖再默默的哭泣，我说我会对你负责任，接着我就放了这首歌给她听，当时还不知道手机里有这首歌这首歌也是我们俩第一次听。现在每当听到这首歌，都会想起我们那天晚上这首歌，意义非凡。","早期"
"5489","前脚跟我走，后脚就分手。","早期"
"5495","林俊傑這麼好的曲子都給別人了簡直業界良心","早期"
"5496","最喜欢吴尊了。为了他学这个鸟语现在在鸟国[晕]","早期"
"5498","……想起小学杀马特时期了","早期"
"5499","就像MV里演的那样，四个男生在教室走廊偶遇那个让人终生难忘的转校生，然后每个人都以各自的方式去追求她。这是那年元旦我们班表演的情景剧，而那个转校生就是我的初恋，虽然过去了很多年，但每当听起这首歌思绪都像雨水般不停的冲刷着内心，正如歌中所说只对你有感觉，一见钟情本就是的这样不可思议。","早期"
"5510","无论我考成什么狗样我都相信我前途无量","早期"
"5511","想到大二他追我的时候，我问他，我如果一直不答应呢。他说不答应我就一直追啊。只要你想谈男朋友的时候考虑一下我就好。他说，我等你，如果我35岁你还没答应在一起，那我就跟别人结婚。[爱心]后来我们在一起了。","早期"
"5512","我高中每天下了晚自习就会去她的班门口等她，后来她班里的人都认识了我…高考后，她学医留在北方，我学传媒去了南方，她在的城市面食为主，口味中和，我在的城市火锅串串，口味偏辣…我每天忙碌疲累，关心穿越不了千里，飞不过秦岭淮河去到她的身边，可是我依然相信，我和她一定能走到最后…[爱心]","早期"
"5513","电影里说，“你我之间本无缘分，全靠我死撑，我明白的。”以前觉得这话直抵泪点，现在却觉得，说白了，爱一个人真的就是自己一个人的事儿，得拿出过日子一样的态度。只要还想继续，就大不了哭一场，硬着头皮爱下去。世间什么缘分不缘分，都是撑来的。——七堇年","早期"
"5514","民谣三宝理想姑娘南北方","早期"
"5520","突然很理解老人为什么喜欢他们那个年代的老歌，因为我们也同样喜欢属于自己年代的那些音乐","早期"
"5521","留了很长的头发，剪掉只要五分钟，读了十几年的书，一毕业很多都忘了，当初爱的死去活来的那个人，如今连长相也变得模糊，我相信时间是最好的良药，留下的只是多愁善感的感性而已","早期"
"5522","还是以前的歌好听。现在的歌无病呻吟没有感情的感觉居多╮(╯▽╰)╭","早期"
"5523","很多年前拿著老款諾基亞手機和TA發信息，手機只能存200條。每次到200條都要把信息精挑細選一下，捨不得刪，其中有幾條還拿出來反復回味傻笑。那時候最希望有一個可以收1000條信息的手機。如今，我有了一個最新款的智能手機，可是卻沒有跟我發200條值得回味珍藏信息的那個人了....","早期"
"5524","女孩子经常会被男人感动，以为是被爱了。但过段时间后，却忽然发觉，他其实并不爱你……没错，男人能感动你，却并不一定爱你。感动只是想得到你，而爱却是需要付出自己……不要轻易被感动，因为你需要的不是个感动你的人，而是个能和你在一起的人。","早期"
"5525","ktv唱这个歌的最后一般都分手了","早期"
"5526","同桌老是对我唱?真是基情。","早期"
"5527","上个月你结婚了，新娘和你很般配，嗯。你从当年的小男生长成了大男孩。亲她的时候，我突然想起高二那个中午，你偷亲我，你不知道的是，其实当时我没有睡着。现在我也有了女朋友，准备明年结婚了，祝彼此幸福。","早期"
"5528","蔡依林：DonaldTrumpintheWIhteHouse！！！DTinthehouse","早期"
"5529","大选前留名，如果川普入主白宫，那就真的是“D.Tinthehouse”啦[奸笑]。多年以后，川普回忆往昔，悠悠地说道：“那是在十年前，我还是一个地产商人的时候，某一天我听到了一首来自神秘东方的音乐，冥冥之中仿佛有东西在指引着我…”","早期"
"5531","小学的最最最最最经典单曲，没有之一。","早期"
"5532","当年selinamv里唱请看见我让我有梦可以做这句时涂着黑甲油的手从脸丄滑下来秒杀多少人","早期"
"5533","十多年了。。听到前奏就一阵情绪涌上心头","早期"
"5534","小学的she，初中的周杰伦，高中的清明雨上和艾薇儿，现在欧洲风情","早期"
"5542","去鼓楼下面冻了一晚，就为了拍路过的107路…给你看[图片][图片][图片]?","早期"
"5543","2016年10月11号晚上，离开北京的前一晚，和好友从南锣鼓巷去往鼓楼的路上，我们俩一起哼着“在鼓楼～”然后！我们就在路上碰到了低着头疾步匆匆的雷子！朋友上去蹭了一张合影。[憨笑][憨笑][憨笑]","早期"
"5544","雾霾都他妈让你唱的散开了","早期"
"5545","没人吐槽封面吗[汗]","早期"
"5546","昨天莫名其妙差点分手失眠一个晚上想了很多“爱一个人的感觉就像是在赌，押上你的时间精力和一颗真心，想要她看你一眼，再一眼。你押得越来越多，越来越舍不得收手，有的人赢得衣钵满盆，有的人输得分文不剩。别说你不求回报，上了赌桌的人，没有一个想空着口袋走”","早期"
"5547","打了一堆字，删了。算了。","早期"
"5548","让我当那个提分手的罪人[哀伤]","早期"
"5550","你没记错吧？这歌出来的时候我才初三，现在大三，你这跳级有点厉害吧？","早期"
"5551","[大笑]现在听棉花糖啊、星弟啊、乔洋啊、许嵩啊、汪苏泷啊、徐良啊这些网络歌手，我不会觉得非主流，不会觉得音乐质量，而是会带着微笑静静的聆听，听得不再是曲调曲词，而是当年那种感觉。总会想起那时的点点滴滴，那时的幼稚无知，手机里没什么高冷的歌只有这些非主流名曲。但那都是我逝去的青春啊！","早期"
"5552","记得那时候诺基亚还是很贵的，那时候诺基亚还是手机界的大哥大","早期"
"5553","小伍是至上励合里面最好看的么[大哭][大哭][大哭]","早期"
"5554","初中神曲！到现在听着还很暖啊！","早期"
"5567","人们衣服传来洗衣粉的味道，地铁里的空调吹的让我有点不舒服，我听着这首失恋的歌，却没有什么经历可以对号入座，圣诞节快到了，却又更感觉孤单，我不停的上车下车，感觉像在这个城市迷了路。","早期"
"5570","第一听到是在KFC，推门看见前女友……真是应景啊，遗失的心跳…","早期"
"5571","跟CeFrumoasaEIubirea风格有点相似的","早期"
"5572","简直是鸭姐这几年最好的一首了","早期"
"5573","当初mv刚出的时候就被前奏吸引了","早期"
"5574","萧亚轩一直都走在华语音乐的前面，黑泡流行的时候她都已经玩腻了。总体来说就是大众的接受能力跟不上吧。重低音听得多耳朵也不疼。太喜欢了","早期"
"5576","我觉得这种歌曲很适合夏天，整个人都可以莫名其妙地快乐起来，当儿里个浪……","早期"
"5577","这首歌符合高考作文要求：点题12次以上。结尾升华！[奸笑][奸笑][奸笑]","早期"
"5578","鹏泊真的是最近邂逅的宝！希望你火！我不自私！","早期"
"5579","一个字都没听清楚，开始还以为英文歌。","早期"
"5580","那段上海话和四川话神了","早期"
"5581","袁成杰在薛先森的微博下面评论。这首歌当年彩铃下载量破亿，他和戚薇的收入是……0……","早期"
"5582","偶然发现，我家狗狗在我出门的时候会打掉座机的话筒，然后乱按，后来我把数字拆掉，用胶带粘起来只留重播键，设置免提，重播过去就是我的手机号码，座机现在基本上就是一个摆设，但是我没有停掉，因为每次我在外面的时候，看到来电显示自己家里的号码，接通后它在那头嗷呜嗷呜叫，我就知道它想我了","早期"
"5583","记得第一次听这首歌实在2009年，南昌红谷滩美丽的赣江边上。。落霞与孤鹜齐飞，秋水共长天一色。。","早期"
"5584","戚:“我不知道你在想什么”袁:“你很明白”戚:“我很明白你在想什么”袁:“我不知道”—袁成杰&戚薇《外滩18号》这是一对精神分裂的男女..","早期"
"5590","这个月的21号闺蜜结婚了，之前就有跟她说用这首歌当进场曲，她说会考虑的。没想到那天入场时这首歌就响起来了，当时我眼泪哗哗就下来了，也许哭有两个原因，一个是感动她终于找到幸福，另一个是她采纳我的意见，因为这两三年我们的感情变得很淡，那一刻感动和委屈都有吧[流泪]希望她永远幸福！","早期"
"5591","“突然发现和自己聊的很来的男生也在和其他女生暧昧；突然发现处得很好的舍友也会和别人在背后议论你；突然发现以前很讨厌的人却在跟别人夸奖你；突然发现你不曾说过话的同学却默默为你擦干了满是水渍的桌子。是的，别把谁想的太好，也别把谁想的太坏，因为，多得是你不知道的事。”","早期"
"5592","为毛你们都有故事，，而我只是觉得好听。。。。","早期"
"5593","刚上大学的自己一个人在偌大的沃尔玛超市里买完东西看着推车里满满的东西不禁惆怅，和男友是异地恋，这种不得不一个人生活一个人照顾自己的时刻很多时候都会崩溃。在我想要打电话过去抱怨的时候超市里放了这首歌，听到副歌的时候莫名的震撼和感动，结了帐拎着东西回学校，打电话给他说，嘿，我很想你。","早期"
"5594","初恋女友在KTV唱给我听.现在..断了跟她的所有联系.不打扰祝幸福.","早期"
"5610","学校门口卖早餐的一个爷爷叫女孩都叫丫头！这个花心大萝卜","早期"
"5611","终于找到那个人了，他不叫我丫头，叫我胖子，但是我的心里暖暖的","早期"
"5612","08年高三复习备考的时候，学校广播里放的这首歌，我们年级主任知道我听的歌非常多，突然凑过来问我知不知道这歌叫什么名字？我说不知道，后来过了没几天早自习他突然过来跟我说到我办公室来一趟，我还以为咋啦？然后打开电脑对我说找到了这首歌，叫《丫头》你回教室把MP3拿过来我拷给你，我汗呐…","早期"
