,userid,commentid,username,content,timeStr,likedcount,ip,time,ishug,replycount
2,52606395,41310461,苏问,"今夜我又来到你的窗外，
你的WIFI密码却怎么也试不出来",2015/10/17,16300,,1.44508E+12,FALSE,139
3,2866260,3967521,帐号已注销,作为90后小时候经常听到这首歌,2014/8/24,14555,,1.4089E+12,FALSE,75
4,32844981,11707000,最不屑与故事相似,茕茕白兔，东走西顾，衣不如新，人不如故,2015/3/2,12581,,1.42523E+12,FALSE,168
0,293633830,432025663,再飞打断你的腿,你也只活过一次 凭什么说我的路是错的？,2017/6/8,65240,,1.49685E+12,FALSE,254
1,273281799,482631875,老外-daiwei,俄罗斯方块教会了我们: 如果你合群就会消失.,2017/7/24,31117,,1.50083E+12,FALSE,170
2,137447944,513420525,NaChoBoi,"看到自己的歌能有这么多人喜欢,真的好开心啊 [开心][开心][开心]",2017/8/17,30865,,1.50295E+12,FALSE,415
3,106726358,444933119,5000Feet,酷的像风，野的像狗，不招人爱，倒也自由,2017/6/20,21892,,1.49789E+12,FALSE,15
4,120271739,511737363,帐号已注销,愿你我成功的速度超过父母老去的速度。,2017/8/16,13756,,1.50284E+12,FALSE,27
0,311286945,313858339,化学DS物理_拾荒,其实一开始没想过这首歌会火 其实想的很简单  没人听就自己听 说着心里话而已 没想到能引起这么多听众的共鸣  和buzzy真心的感谢喜欢这首歌的朋友,2017/2/20,32093,,1.48758E+12,FALSE,126
1,267226097,288478314,Quebec余生,身体虚弱 精神抑郁 三观尽毁 情感淡漠  无一技之长 扛着一身病痛  苟延残喘 有放不下的人 对世界本身没有留恋 看淡生死 很多年了没找到活着的意义  留恋过去什么都有的时候美好 二十岁感觉已经过了一生 一日一梦 嗯,2017/1/16,27110,,1.48455E+12,FALSE,160
2,306980165,278812791,老怪烟盒空了, 是挺尴尬的 遇见想给她全部的人才发现没什么能给的,2017/1/3,15560,,1.48339E+12,FALSE,20
3,117755090,292081494,成子一一,今年我25岁了，父母各种催我，让我找一个，连亲戚都发动了起来，同事也帮我物色。每次我都委婉拒绝，父母也很着急，说我笨，连个女孩子都找不到。只是我没告诉他们，在我心里永远住着一个女孩，我在等她，等着拥她入怀。,2017/1/21,13573,,1.485E+12,FALSE,89
4,383705697,510009892,好心的市民,我告诉我最爱的人这是我最爱的歌,2017/8/14,7537,,1.50271E+12,FALSE,12
0,98995960,51091490,树下赏蝶,我家楼下新开了家饭馆，老板是一个光头。街上的地痞见新开了家饭馆，天天来寻事，老板都忍了。一天半夜这些地痞又来寻事，结果听到饭馆里一阵哀嚎，接下来听到救护车的鸣笛声….之后很久没见到那些地痞。有一次我路过饭馆见几个少林僧人对老板行礼：“大师兄，最近可好？”,2015/12/3,110870,,1.44915E+12,FALSE,289
1,43613099,55842304,侬恰恰_,这个节目其实挺不错的，只不过河南台这几年确实影响力太小了，希望加油努力！,2015/12/23,44383,,1.45085E+12,FALSE,172
2,622151804,687725343,家有爱逗,今天和我爸掰手腕，生平第一次赢了老爸，所以超级高兴，不过我笑着笑着就笑不起来了，我好像明白了什么…,2018/1/28,43435,,1.51715E+12,FALSE,168
3,61006806,54163970,韵律随风,节目很好看，可惜不出名。孩子都萌萌哒，师傅们都帅帅哒。师父，还收徒弟吗？上大学的那种,2015/12/16,34636,,1.45027E+12,FALSE,34
4,395545342,420405049,十五煮月亮,二年级武校寄宿，那时很辛苦，每天六点起床习武，学不好还被打，上过舞台上过电视，初一弃武从文，才发现自己文化课落后这么多，期间爸妈离婚，抑郁过，初三复读，上重点高中，如今大一，我想，我的未来还有很多路要走。回过头才发现，我回不去了，我的童年，我的武校……,2017/5/27,29848,,1.49588E+12,FALSE,75
0,54365375,12117467,SHareUU,成佛真的好么？我还是最喜欢那个无法无天的妖猴。虚心学艺的孙悟空，大闹天宫的齐天大圣最后终于变成了那个瞻前顾后的孙行者，无欲无求的斗战胜佛。这不是那只猴子，而是每一个屈服于现实的自己。,2015/3/7,84827,,1.42574E+12,FALSE,365
1,128686032,66147140,易燃易爆林一默,大街上，有个小男孩吵着要买棉花糖。妈妈指着他手里的小糖人，说：“刚买的孙悟空还没吃呢，怎么还要？”小男孩不听，赖在原地，非要买棉花糖不可。妈妈没办法，只好同意了。小男孩终于拿到了棉花糖，开心地对小糖人说：“大圣你看，你的筋斗云来了！”—————看了莫名心酸~~,2016/1/29,48379,,1.45407E+12,FALSE,141
2,48840269,136879990,背上书包炸学校,之前大圣归来出来时，外国人不懂为什么会有这么多成年人去看动画片。不知是谁说了一句:你们的英雄有很多，而我们，500年来就这一个[强][强][强],2016/4/2,45007,,1.45957E+12,FALSE,364
3,45828377,14524881,Eureka-yz,人生，就是不停的错位，整个故事，充满了错位—当他是至尊宝时，他没有法力救回自己的娘子；当紫霞爱他的时候，他爱500年后的娘子白晶晶；当他开始爱紫霞的时候，紫霞却已经离开他被牛魔王所困；只有当他恢复法力有能力去救紫霞的瞬间，没有错位，他爱她，她也爱他，可是，他们却失去了相爱的权利。,2015/4/7,39758,,1.42838E+12,FALSE,31
4,32645352,51535701,除夕i,“大圣，此去欲何？”  “踏南天，碎凌霄” “如若一去不回……？” “便一去不回！”                                                         -这才是我心中的孙大圣。,2015/12/5,36902,,1.44931E+12,FALSE,115
0,87650939,180579268,why玉米玉米me,红毯 你年年走。演戏 你收放自如。 评委 你点评得当。春晚 你唱响蜀绣。 创作 你也拿手。 你演唱会成为品牌。 你没有绯闻。话剧 你也尝试。关键你还有一副好嗓子。李总说怎么不爱你,2016/7/9,12469,,1.46803E+12,FALSE,41
1,40369488,180551315,最瘦瘦瘦瘦,李宇春最新中国风歌曲，天天向上的主题曲。给人积极向上的力量，她的声音真是具有力量，让你静心去做眼前的事。[爱心],2016/7/9,6573,,1.46803E+12,FALSE,1
2,301639884,180505358,万岁少女桃蹊,春春唱歌给人感觉是游刃有余得心应手毫不费力的，特别治愈特别温柔。想和你一起看天涯共明月啊~[爱心],2016/7/9,4980,,1.46803E+12,FALSE,1
3,40369488,180586213,最瘦瘦瘦瘦,李宇春的声音好酥，这首歌浓浓的中国风，非常适合她唱。,2016/7/9,4127,,1.46803E+12,FALSE,0
4,18849202,180741006,樱桃味小太阳,中国风很适合李宇春，而她每一次的演绎都「恰到好处」?千年游，俊秀又不失温婉，潇洒又不缺内敛～高山流水白云间，清风拂岸，看天涯共明月，与你同游五千年???,2016/7/9,3465,,1.46805E+12,FALSE,1
0,441271779,673991520,帐号已注销,这个声音适合哄我睡觉,2018/1/16,155599,,1.51609E+12,FALSE,990
1,455725329,1335305233,江辰-OnlyJ,你是我的半截诗 不许别人改一个字,2018/12/23,124482,,1.54554E+12,FALSE,1186
2,1317500866,683115493,安陆市颜值担当,女生真是感情动物。喜欢的时候就天天围着转，不喜欢了就潇洒转身。只喜欢回忆被拒绝时的感伤，而那些心被伤透了的男生从不会再出现你们的记忆里。,2018/1/24,115124,,1.51679E+12,FALSE,1297
3,499316650,704334865,MorLicia,还有个love在你这里呀,2018/2/13,95022,,1.5185E+12,FALSE,397
4,628620939,678116236,狠毐,成为你的宝贝我还要走多少步 一步登天可不可以,2018/1/20,40252,,1.51638E+12,FALSE,73
0,105112381,346516643,帐号已注销,到底经历了什么 才能写出这种歌,2017/4/3,21925,,1.49123E+12,FALSE,70
1,266932774,374486766,_俩夢,说起来是故事 说到底都是命,2017/5/5,12374,,1.49399E+12,FALSE,17
2,83104922,503000525,_长亭外古道边,争吵声，打架声，惨叫声，警车声，抓人声。从出生到现在，父亲一直都在吸毒，被保出来几次，被关了几次。这两年不吸毒开始酗酒，父亲从来不工作，一直靠着母亲养大我和弟弟。每次都说我妈出轨然后打砸家具，大半夜趁大家都睡觉了把房间门关了在房间偷偷打我妈。看见我妈哭的样子我当时就想砍死那个男,2017/8/9,8925,,1.50224E+12,FALSE,206
3,411856584,449495394,时间都会善后-,错人错配偶错婚 错有我,2017/6/24,5409,,1.49828E+12,FALSE,20
4,126612156,438911503,笨笨鸡-,hiphop就是用来讲一些真话[爱心],2017/6/14,4314,,1.49742E+12,FALSE,4
0,44108569,6802309,-AiRain-,我说我第二句听成了“六马是二逼”你们能信么……[憨笑],2014/12/7,73677,,1.41795E+12,FALSE,1224
1,7338027,8536528,iflower,记得当年霸占排行榜第一名十几周，每个有mp3的都有这歌[奸笑],2015/1/10,56737,,1.42089E+12,FALSE,937
2,69633878,36596616,忒诺阿尔,你们不知道这首歌当年是有多火,2015/9/18,52951,,1.44258E+12,FALSE,1445
3,35740537,16799759,带带大大卷,仔细分析“只挂掉我们七万个兄弟”。七万，一个很大的数字，却用了一个“只”字，为何？。七万兄弟，死于一夕，而这对于上位者来说不过是一个数字而已。以弱胜强之战，军功表上当然可以自豪地写“大胜，只折七万人”，而对于战场上的小兵来说，却是看着“七万个兄弟”死去。全句话看似冷血，实则悲凉。,2015/4/30,32743,,1.4304E+12,FALSE,626
4,73160437,24887177,你不知道的紫界,想当年，高一元旦晚会，唱了一首三国恋，被奖励两支笔；高三，唱了一首三国杀，连根笔芯都没给我?,2015/7/4,29029,,1.43597E+12,FALSE,185
0,27500658,8434000,wu-jun1990,我的舍友是个有故事的人，他听立秋的时候我知道他恋爱了，听短发的时候我知道他失恋了，他的大学四年笑过，哭过，我的大学四年好像一阵风，嗖的一下没记得留下什么，用此歌先给我大学四年的舍友，以及我们未知的未来,2015/1/9,26824,,1.42078E+12,FALSE,66
1,20153668,6385219,SunshineCbp,最怕有才气的流氓。一个敏感忧郁的人爱上他注定悲剧。,2014/11/27,10689,,1.41709E+12,FALSE,27
2,7032602,123753360,冷在晴天_,高的原话：我后来结婚了，她也有了新的男朋友，是一位优秀的摇滚歌手。我当时想她有了公司力捧，又有优秀的音乐人男友，音乐道路上没什么问题了，加之我已婚，今年只通过一次电话，很平静说了说工作，说她和新男友很好。我当时想我和她之间就像千千万万年轻人一样，曾经好过，又各自走上自己的生活道路,2016/2/26,7570,,1.45646E+12,FALSE,65
3,119467803,162961478,莫小铮,大二时候曾经前去拜谒筠子，几经辗转之后才在陵园的一个不起眼的小角落里发现她小小的墓碑，甚至比普通人的还要小，花开在周围，风一吹，像极了她在歌唱。墓碑上刻着汪峰的悼词，还有《青春》里的一句歌词。我坐在墓旁，听着《立秋》，自顾自地说着话，我想她是听到了。,2016/6/1,6687,,1.46473E+12,FALSE,28
4,41133164,5456596,木子熙,我达达的马蹄是美丽的错误 我不是归人 是个过客,2014/11/4,5183,,1.41509E+12,FALSE,9
0,17564562,16574279,帐号已注销,我对二 你对王 我要不起你别狂[发怒],2015/4/28,42933,,1.43022E+12,FALSE,71
1,51142809,17476904,小金刚不坏,奶茶对强东，子怡对汪峰,2015/5/7,21951,,1.43098E+12,FALSE,82
2,6726999,16601269,晏岛,江东云雨催新绿，岭北风雪霁酒红。一客行处颜巷陋，两鬓霜里阮途穷。佛陀涅槃须九夏，苍生渡化又三冬。今朝愁中为野叟，何日梦里复溪童。,2015/4/28,19722,,1.43023E+12,FALSE,39
3,126398,36646517,赵照音乐人,佛陀对苍生  他们是一样的,2015/9/18,13759,,1.44259E+12,FALSE,154
4,18287919,16842556,我的名字叫爱马,云对雨，雪对风，晚照对晴空。来鸿对去燕，宿鸟对鸣虫。三尺剑，六钧弓，岭北对江东。人间消暑殿，天上广寒宫。两岸晓烟杨柳绿，一园春雨杏花红。两鬓风霜，途次早行之客；一蓑烟雨，江边晚钓之翁。,2015/5/1,10842,,1.43044E+12,FALSE,20
0,389930550,540135510,哎呀脑瓜腾,这首歌不适合走路的时候听  不然会拽的跟个二五八万一样,2017/8/30,145054,,1.50407E+12,FALSE,558
1,41539811,443514928,帐号已注销,很早以前我就跟泥鳅说想做一首这样的歌，因为很想致敬一下Bettye LaVette的I Can't Stop，毕竟那个和声进行我个人太喜欢了...,2017/6/18,64513,,1.49779E+12,FALSE,428
2,334351948,551822439,Dvisu讨厌写hook,安全着陆后就可以起飞了,2017/9/9,55280,,1.50495E+12,FALSE,73
3,433097439,484412168,SouthRose,个人简介 性别女 爱好你,2017/7/25,48890,,1.50097E+12,FALSE,76
4,314728104,629951745,k1ii,有没有一种可能 氧气是一种慢性毒气 需要70-100年来毒死我们,2017/12/2,30719,,1.51218E+12,FALSE,356
0,61886674,176366275,富土康二号流水线主管郑狗蛋,黄渤：劳资唱歌你们不听，劳资演电影成功了你们又让我唱歌[发怒][发怒][发怒],2016/6/30,42267,,1.46725E+12,FALSE,54
1,106479468,175235694,its-LD,看极限挑战，看到无法自拔，经历了人的一生，这辈子说长也长，说短也短，好好珍惜自己爱的人。如果有一天你觉得你活着没有意义了，一定是你身边你爱的人和爱你的人都不在了，活着的意义不是大富大贵，而是，你能够一直看到你爱的人一直都健康幸福的生活着。,2016/6/28,18381,,1.46708E+12,FALSE,38
2,39218240,175291616,柴犬尾巴卷,谁是Tony ？出来,2016/6/28,14392,,1.46708E+12,FALSE,93
3,48595825,176340637,逝去的旧时光QAQ,郭德纲的幽默+刘德华的情商+梁家辉的演技+周星驰的低调+成龙的人缘+张杰的唱功+王迅的毅力+鹿晗的人气+张学友的名声=黄渤。,2016/6/30,13379,,1.46726E+12,FALSE,130
4,273304276,176225711,梁朝伟是个形容词,还没听呢就觉得好听的肯定不是我一个人。,2016/6/30,7896,,1.46722E+12,FALSE,3
0,396457403,325231555,李宗南,"谢谢大家喜欢 和支持 我会和团队中的大家一起触摸传统艺术和现代流行音乐的交接点 给你们带来更多的感觉 
一切兴趣使然 承蒙关照",2017/3/7,107542,,1.4889E+12,FALSE,244
1,72111237,325240063,一棵小葱丶,大家好，这位是这首歌的歌手；中国戏曲学院的小生：李宗南  承蒙关照！,2017/3/7,83121,,1.4889E+12,FALSE,108
2,378218126,607370377,北海与森林丶,[cp]那年他不学无术，江湖武艺均不如眼，有他父亲的三十万北凉铁骑，天下不惧，何须再吃苦学武！那年他拔刀问剑，凡人眼中的纨绔世子，负伤累累，一句苦都未曾喊出，这一切，就只为那个陪他走了六千里的老马夫！ ???[皱眉],2017/11/6,41288,,1.50998E+12,FALSE,1033
3,395323696,699574157,叫我阳阳就好了啊,"读一本雪中满纸荒唐语，
看江湖百态流尽辛酸泪。
一把泪为那牵马老黄面北而坐思公子。
二把泪为那羊皮裘老头大雪坪唤剑来。
三把泪为那木剑游侠折剑断臂出江湖。
四把泪为那红衣飞升莲花峰上再兵解。
五把泪为那呵呵姑娘拦路蚍蜉撼大树。
六把泪为那武当剑痴身死器断剑不退。",2018/2/9,28601,,1.51813E+12,FALSE,389
4,263796892,598417790,煋輝,这首讲的是南宋名将辛弃疾。一心抗金。志在，了却君王天下事，赢得生前身后名。可当时南宋朝廷都是投降派。辛弃疾是主战派。在人生最风光的时刻。被罢官免职，贬为庶民。未曾得志，便马放南山，怀抱一生遗憾。,2017/10/28,28001,,1.50919E+12,FALSE,92
0,10705148,4975677,少年如你,以前总因为他快男出身就各种嫌弃，其实想想自己挺可笑的，如何出道只是一种走入公众视线的方式，音乐，才华，才是能征服人心的利剑。为你鼓掌，华晨宇。,2014/10/18,667240,,1.4136E+12,FALSE,2621
1,739256,10406155,雰川水也,这货算是所有快男选手里唱功最强之一的了，神经质歌手，台风一流，曲风前卫。[强],2015/2/9,453234,,1.42347E+12,FALSE,3146
2,90374540,638179559,致华晨宇,当初你cover版我留言说网易云买了这首歌的版权我就买年费会员，时隔近一年，网易云做到了，我也有承必诺，虽然于我而言会员没有那么实用，但是为了承诺，也为了曾经的情怀，出于自己对于网易云音乐的支持，华晨宇的支持，我也做到了。加油，网易云音乐！！！,2017/12/11,296148,,1.51292E+12,FALSE,2196
3,3016270,5477459,黝黑蜗壳_,最后假声高音好似腾空的烟火！,2014/11/5,226933,,1.41516E+12,FALSE,913
4,260832646,727954318,自渡喵,"“什么时候最孤独”
“盛世烟火由你而放，他们都在看烟花，无人想起你”",2018/3/7,219287,,1.52038E+12,FALSE,885
0,388175725,367737546,高高-525,我下了个模拟人生4。我捏了个和前女友很像的小人，给她起了个前女友的名字，放在社区里。然后我又捏了个自己，也搬进了同一个社区。盖房子，找工作，赚钱，然后在公园里碰到了她，谈恋爱、结婚，快乐地生活在一起，生了一大堆孩子，一起变老。最后我在屋子后面建了个花园，里面是两个墓碑。,2017/4/28,58065,,1.49331E+12,FALSE,166
1,416774416,516779067,帐号已注销,初三上半学期因和老师顶嘴打老师而被开除，那时候老师说我，我以后的前途没有了，但我觉得，并不是只有学习一条路可以走，所以，去了技校，三年在本地两年在外地，今天军训，希望老铁们给我个面子，我想在五年后回来再看看评论有没有沉，有谁给我了力量，谢谢你，陌生人??,2017/8/20,40770,,1.50319E+12,FALSE,670
2,374613645,368928235,silly-gg,“你可以回头看看我吗”“我真的就快要放手了”,2017/4/29,39314,,1.49344E+12,FALSE,123
3,270047797,388947467,千柏葉,"夏洛这样的混人很多，可是马冬梅这样的笨蛋很少。她也许长的很粗糙，但是她的爱很精致。她必然不是最好的，但是她会给你她最好的。
如果遇到了这样又傻气却又爱着你的人，请千金不换。",2017/5/21,29458,,1.49537E+12,FALSE,90
4,335680278,435542581,小肆er-,终于等到了999+ 嗯 值得。,2017/6/11,28053,,1.49711E+12,FALSE,133
0,91472739,55106681,帐号已注销,现在颜控也真是够了 歌手长得好不好看真的有那么重要吗 听歌是听声音的 而不是肤浅的外表 看到照片就在喷也真是无理取闹 更何况没有人是完美的 要求不要太过分好吗 如果只是单纯看外表的话 那出门右转不谢[大笑],2015/12/20,57054,,1.4506E+12,FALSE,263
1,250891520,142761713,pujojodn,从没玩儿过剑三却听了这么多歌，门派都认全了[大哭],2016/4/17,37168,,1.46087E+12,FALSE,385
2,31817869,26237830,被风刮跑的闪电,伦桑低沉带点磁性的声音简直醉瞎我[色]无法抵抗啊,2015/7/13,31542,,1.43679E+12,FALSE,21
3,26467191,129585566,入巢莳菜,本来只是单纯觉得伦桑声音好听，看了伦桑的真容后表示  总攻音和萌萌哒小胖这种反差萌真是圈粉利器[钟情],2016/3/14,19026,,1.45797E+12,FALSE,27
4,74570432,34280051,樱桃猫www,伦桑下边到处撕也是醉…反正我专业路人职业听歌(￣▽￣),2015/9/2,18904,,1.44118E+12,FALSE,12
0,38513033,7058768,涡伦真是太强大了丶,好奇怪。爱周杰伦都爱燕姿。爱听燕姿也爱听周杰伦。,2014/12/13,29723,,1.41846E+12,FALSE,272
1,99121571,69339961,Lily-Long-,”我可能喜欢怀恋你而多于得到你‘’,2016/2/10,17966,,1.45509E+12,FALSE,87
2,41133164,7416335,木子熙,我常常想起一些人。没有想念那么黏，没有想见那么热，只是稀薄的想起。,2014/12/21,13242,,1.41914E+12,FALSE,10
3,79915596,58281920,李氏情人,以前我总在想，如果有一天我结婚了你一定要来当伴郎，因为我们总算一起踏上了红毯；后来我又想，来参加我的婚礼吧，来砸我的场子吧，来抢我吧，因为我一定会跟你走；最后我又想，你还是别来了，我怕我看见你，你什么都没做，我却想跟你走  。,2016/1/2,10813,,1.45167E+12,FALSE,72
4,30371412,7245252,骑着蜗牛环游世界,我喜欢一边听歌，一边看你们写的故事,2014/12/17,7690,,1.41883E+12,FALSE,15
0,65230706,167389776,静如Chu,妈蛋，不要再私信我让我介绍我姐姐了！！！！！,2016/6/11,33880,,1.46562E+12,FALSE,434
1,64426924,69754677,大叔爱民谣,虽然我爱的那个姑娘是个胸小的姑娘，但是在我心中她是我心中胸最大的姑娘……,2016/2/12,24177,,1.45522E+12,FALSE,124
2,65230706,69841414,静如Chu,中午吃饭姐姐的胸碰倒了桌上的稀饭，我感到了深深的恶意。。。。。,2016/2/12,21956,,1.45526E+12,FALSE,247
3,74713468,137626947,市丸银的奇妙旅行,这歌太虐心了吧，可惜好多人都听不出歌曲唱出的悲凉，我爱姑娘早已不在身边，但我还是爱着她，所以一直都没有结婚，等到把她忘了再找人结婚吧，不知道姑娘过得好不好，有没有结婚嫁人，关于她的一切只剩下满满幸福的回忆和一张有着大胸的照片，，，[大哭],2016/4/4,15697,,1.45974E+12,FALSE,60
4,283217190,466591232,小小的太阳_vvOK,这首歌是他推给我的  分手第26天  我心里再明白过他不喜欢我更别说爱   现在凌晨三点半 ，哭得无法自理，我讨厌这种无可奈何，我也保证明天起来好好生活,2017/7/10,5959,,1.49963E+12,FALSE,34
0,53145646,23272929,村长大喇叭,你的酒窝没有酒，我却醉的像条狗,2015/6/23,26396,,1.43504E+12,FALSE,60
1,18338250,8760347,PYLuv,你就是我最想要的鸭头事为数不多的赞美食物的歌曲,2015/1/14,12771,,1.42125E+12,FALSE,70
2,11087543,8167962,Quentin_RZ,最热三个评论依次代表了男文青由嫩到老的文艺观。,2015/1/4,8973,,1.42038E+12,FALSE,32
3,99237990,44449774,情话与狗丶l,喜欢一个姑娘，她和我同样的90后，同样的爱听老歌，喜欢网易，网易云。爱看评论，很多相同的爱好，唯一不同的是。他不认识我。我也不认识她。,2015/11/3,7679,,1.44652E+12,FALSE,39
4,56184790,20388745,Miaopath,这个逼装的可以，我喜欢[奸笑],2015/6/1,5843,,1.43317E+12,FALSE,10
0,31966839,138241371,独木音乐,"我想和你吃个饭
再到南门转一转
[可爱]",2016/4/5,15842,,1.45987E+12,FALSE,50
1,113627237,232459382,五五花肉,看到作者，很想我在军校的男票。你那边的天气怎么样，我知道北京雾霾很重。你今天心情怎么样，有没有像我一样哈哈大笑。今晚的饭菜呢，你是点的你最爱的甜点吗。训练的强度大吗，和你的室友又有什么好玩的事。最重要的是，你有没有像我一样挂念你。,2016/10/19,8020,,1.47689E+12,FALSE,57
2,247166402,243140188,5000万的调音师,我想和你吃个饭，再去如家转一转！[狗],2016/11/8,7545,,1.47858E+12,FALSE,50
3,371254359,465601977,我可不是傻子,"我们都有一个通病：和爱的人吵架，却和陌生人讲心里话。
",2017/7/9,7205,,1.49957E+12,FALSE,28
4,116341944,377785008,无人之境7,分手一个星期的前女友和自己的兄弟今天在一起了。,2017/5/9,3527,,1.4943E+12,FALSE,63
0,137246274,244666487,a_sick_man,当初来俄罗斯，我最好的朋友 我的父母 都在嘲笑我，都说没用的没用的没用的 你不会翻盘的。现在的我每天记很多俄语单词，读很多俄语文章。我不知道我这样坚持下去是否能得到我要的结果，或者说真的应验他们诅咒过我的话。现在是莫斯科18:06，生活还在继续，除了努力学习，我别无选择。,2016/11/10,68062,,1.47879E+12,FALSE,1187
1,41558544,279327002,菠萝和派,我刚开始练二胡的时候同学嘲笑我说这玩意有什么用呢以后在路边看见你我会给钱，我刚开始当班长的时候大家嬉笑说多了一条老师的走狗，我刚开始跑步的时候朋友嘲讽说跑步有什么用还不是这么慢……现在，我学二胡十年二胡十级；初二开始到大二当班长七年；从刚开始的五公里四十分钟到现在二十四分钟。,2017/1/3,44726,,1.48344E+12,FALSE,314
2,437610330,330712182,potea127,来美国前，我是一个坏女生，什么坏事我都做，但我不会对家人做不孝顺的事。后来来美国和从没见过的亲妈住一起，偶尔一次看到亲姑妈和我妈说我不懂事 没她儿子有出息，可笑的是 我亲妈也在吐槽我，我当时发了条信息给我姑妈 “我以后一定会比你儿子有出息” 。现在我考上美国伯克利大学。,2017/3/15,37333,,1.48955E+12,FALSE,290
3,271716845,299576898,FloatYuly,16岁，还在读书，以后想做rapper，说不定哪天我的歌就进了你的日推！加油吧！,2017/2/2,28153,,1.48601E+12,FALSE,456
4,90751099,298677383,Finn_Yes,你看我越是穷途末路 越是势如破竹,2017/2/1,21909,,1.48589E+12,FALSE,46
0,268056337,280179761,霍先森4580,我想追上尚雯婕，大家帮忙啊[流泪],2017/1/4,50882,,1.48354E+12,FALSE,101
1,264414020,328459634,uuuuuuuuuuugg,“爸爸，我去参加妈妈婚礼了”   “去吧……早些回来,2017/3/12,22079,,1.48929E+12,FALSE,78
2,319635828,287240710,if-4U,我只有一点点喜欢你了，我很乖了。我没有闹了，我也没有和别人提到你了。我想了一千遍一万遍，我们在一起的样子。又觉得，这辈子都不要和你在一起了。我喜欢你，死不悔改，认真又怂。,2017/1/14,19258,,1.48438E+12,FALSE,41
3,414538018,303179235,喵喵星大王,“你可以爱一个人到尘埃里，但没有人会爱尘埃里的你.”,2017/2/6,14967,,1.4864E+12,FALSE,16
4,380761878,293053510,断珩_-,“这一杯我敬你，敬你漫不经心进入我的生命，又不动声色的毁了我的生活，干了这杯酒，关于爱情我们只字不提?。”,2017/1/23,13772,,1.48514E+12,FALSE,1
0,367212234,669815682,无人知吾归,真正的rapper不用吸毒，真正的嘻哈不用脏话,2018/1/12,328143,,1.51575E+12,FALSE,2587
1,576371130,628872189,Stan就是牛逼,这首歌是吕大叶写给新疆烤串大叔的，他小的时候家里很穷，吃不起烤肉，只能天天蹲在饭店门口看别人烤串，然后回家自己烤苞米，功夫不负有心人，他打动了烤串大叔，送给了他两串腰子，后来他一吃腰子就想起了那个曾经篝火旁的烤串大叔。,2017/12/1,209535,,1.51206E+12,FALSE,971
2,622184555,644235720,人从众饮尽风霜,考研加实习我真的累了，没有任何支撑，偷偷在厕所哭完回来继续读书，我呀死撑也要走完这段路,2017/12/17,89960,,1.51351E+12,FALSE,1815
3,252917386,614785883,马子林Broma,希望爱313的你们能重回儿时的篝火旁 ，以梦为马，不负韶华！@吕大叶 @陳lynne 我爱你们,2017/11/15,53118,,1.51071E+12,FALSE,120
4,252917386,668986868,马子林Broma,"我大虎扑的各位兄弟姐妹们 万万没想到你们这么热情~果然破街上的都是一家人
步行街bxj  很黄  但是也很暖",2018/1/11,39782,,1.51567E+12,FALSE,148
0,12906024,9489925,帐号已注销,白色的蜡笔画一场婚礼，那跟没画有什么区别,2015/1/27,24057,,1.42229E+12,FALSE,165
1,61565295,32044239,你心如野马丶,啊啊啊～，七夕，你比无锡多两夕，啊啊啊～，七夕，你比巴西少一夕。[流泪][流泪],2015/8/20,11722,,1.44007E+12,FALSE,39
2,125370699,131443808,LEEMINE,貌似这个刘佳有点牛啊，左手右手一个慢动作好像就是他写的曲?,2016/3/19,6985,,1.45838E+12,FALSE,90
3,269438588,221205035,走_走啊,开头的狗叫和车铃意思是不是“单身狗快让开”[大哭],2016/9/28,5735,,1.47504E+12,FALSE,24
4,256958533,138068240,西瓜吃了夏天5,有点甜12年发行的，爱很美11年发行的，所以不是这首歌跟有点甜很像，是有点甜跟这首像。,2016/4/5,5216,,1.45983E+12,FALSE,14
0,75287546,22704501,帐号已注销,就记得小时候家里播放这种音乐的光盘都是女的穿着内衣在海边走来走去。。,2015/6/18,67664,,1.43464E+12,FALSE,224
1,50266587,58214933,小胡子chaplin,这首歌选的绝了，医院火拼那叫一个带感啊哈哈哈哈,2016/1/1,26249,,1.45166E+12,FALSE,19
2,9294985,11122164,小贝的海,爸爸放在车上的歌，我能说我这个90后居然喜欢这种风格么，不要对我吐口水。没办法，耳朵就是有感觉。?,2015/2/20,19241,,1.42444E+12,FALSE,74
3,127669850,65813290,用户127669850,唐人街探案让这首歌又一次火了,2016/1/28,14751,,1.45397E+12,FALSE,13
4,84002331,58556544,好看就把眼珠扣出来看一下,房间整洁没异味，不是伪娘就是GAY…[大哭][大哭],2016/1/3,11281,,1.45176E+12,FALSE,15
0,39598736,6545361,蛊惑人间的妖精,05年，17岁，永远忘不了的旋律！！！刚恋爱时候听得，05年有特别多风靡一时的歌曲！那会的初恋就是现在的老公，马上就十年了…心里也酸酸的…真的要老了！,2014/12/1,17895,,1.41744E+12,FALSE,150
1,5723742,5115822,小志在听歌呀,05年的时候全世界都是这首歌,2014/10/24,12271,,1.41412E+12,FALSE,67
2,41428612,140145176,安静的时候歌会比较好听,张馨予、张予曦、张雨绮、张雨馨、张歆艺、张艺馨、张艺兴、张韶涵、张含韵、张雨涵   傻傻分不清[哀伤],2016/4/10,12195,,1.46028E+12,FALSE,177
3,41241258,5859932,lycliyichi,那时候觉得张含韵好漂亮,2014/11/16,8641,,1.41613E+12,FALSE,19
