,userid,commentid,username,content,timeStr,likedcount,ip,time,ishug,replycount
0,3291743001,5428603245,玛卡巴卡在阿巴阿巴,不行啊！这歌也太让人快乐了！洗澡的时候我直接扭成龙卷风！！！,2021/10/1,95696,,1.63309E+12,FALSE,1688
1,267627817,5427142964,皮崽-承蒙厚爱,这派对也太危险了，男孩子在外面玩一定要好好保护自己[惊恐],2021/9/29,68626,,1.6329E+12,FALSE,468
2,428956762,5419339232,保久伽壹,“右手托住你的心跳” 怎么……托?,2021/9/17,61605,,1.63181E+12,FALSE,2304
3,1984646294,5446242912,阿泽潮音,你说你大姨妈走了 让我晚上去你家 宝  守灵这活哥真干不了啊 ,2021/10/27,44294,,1.63531E+12,FALSE,629
4,287711061,5420069620,等X的新歌,托住你的心跳这句可太高情商了,2021/9/18,37328,,1.63194E+12,FALSE,221
0,47774029,9074483,胖了一整个盛夏,"开头金润吉的那几句简直好听炸！！！！！！！！！！
",2015/1/20,27461,,1.42172E+12,FALSE,134
1,67404460,128604071,小白不会很白,阿里郎这个名字起的俗，不然能火[大哭]是这样的吗,2016/3/12,18958,,1.45771E+12,FALSE,209
2,128843665,339992770,若凤求凰,有人问我思念到极致是什么感觉。 我曾经发了句晚安给她，一晚上醒来六、七次看手机信息。  就是那种可怕的朦朦胧胧的意识，梦里都梦到她好像回了我信息 然后意识带我从梦境里挣扎出来立马去翻看手机。你看，这大概就是思念深入骨髓 竟连梦境都不愿放过了吧。今天很冷，你现在怎么样呢？,2017/3/26,16670,,1.49054E+12,FALSE,322
3,122700987,135827338,你我皆凡人_,今天2016年03月30号。这首歌会火！,2016/3/30,13078,,1.45932E+12,FALSE,1603
4,4022472656,5627762154,圈钱公主,如果你刷到我 愿你嫁给爱情,2022/4/3,9039,,1.64892E+12,FALSE,312
0,474348590,5324462466,夏日入侵企画,"经常在夏天深夜出门散心。
平缓流淌的街灯和温暖的晚风，被熟悉的气味和环境唤醒回忆，很容易让人安静下来。
这首歌的概念起源于在东京台场遛弯，最后一句歌词写成于北京穿过五四大街面对北海的瞬间。
感谢音乐和互联网让我们天涯共此时。很想知道听到这首歌的各位，此刻正走在哪里呢",2021/6/5,19374,,1.62282E+12,FALSE,758
1,1338726532,5324547833,灰鸿啊,"乐队的第一部长篇「夏日黄昏三部曲」的终章。
讲完了一段感情从「挽回」到「告别」再到「释然」的三个故事。
最终也一个人去了约定要一起去看的花火大会。
啊，没什么了不起的，只是觉得好热。",2021/6/5,11944,,1.62282E+12,FALSE,266
2,75685933,5324532998,沐梓忻,摇滚人是燃着温柔之火的极端浪漫主义者,2021/6/5,9620,,1.62282E+12,FALSE,44
3,1831790043,5346915564,小蛇仙天天开心,分享欲就是赤裸裸的告白,2021/7/2,6360,,1.62517E+12,FALSE,158
4,542077732,5327159696,蛙蛙_7777,夏天的歌还是得交给夏企,2021/6/8,4986,,1.62312E+12,FALSE,31
0,80303269,3392540986,谢白点,"这个周末一起早起打扫卫生吧，我愿意洗床单，你只需要在旁边拆好你的快递，收拾干净后洗个香香的热水澡，然后趁着时间还早，追着晚风去吃一顿大餐。 

虽然已经度过了缠绵的热恋期，但我仍旧赞扬你是世界最美丽。",2020/7/26,8802,,1.59575E+12,FALSE,93
1,84242841,3392524168,小含含_,"三十而粒，你写世界正中。
在足够漫长的时光中解构出自己生活的艺术，拥有过锋利的漂亮，要温柔地和生活和解。想要热气腾腾的爱，在夏天傍晚，为爱再跌痛一次。
祝你在人生中一直拥有悠长假期，做春天的梦，吹夏天的风，收获秋天的果实，申请冬天的雪。很多世俗，不必烦恼，而生命一直是一条流动的河。",2020/7/26,8766,,1.59575E+12,FALSE,66
2,494841338,3394884358,少年柴柴,感觉她又和小女孩谈恋爱了。,2020/7/28,7657,,1.59591E+12,FALSE,364
3,80303269,3392562085,谢白点,上次粉丝说想和二十岁的陈粒谈恋爱，她说“师傅 我现在也还可以的。” 嗯 真的很可以,2020/7/26,6393,,1.59575E+12,FALSE,45
4,284313777,3394695262,1MWATCHINGU,高考成绩估570出来600，真有我的，这波啊，这波爷在世界之中,2020/7/28,3319,,1.59589E+12,FALSE,140
0,7811353507,5695587968,帐号已注销,我看的最远的地方就是，平安回家！ 回到妈妈的身旁。父亲是烈士，我重启父亲警号，干了缉毒警。 每次出任务，每次抓人的时候，我都是对自己说，我干这行的，我知道怎么做。总要有人去做的嘛。隐姓埋名好几年了，我想家了。,2022/7/2,16046,,1.65678E+12,FALSE,2573
1,1494202911,5677351824,她的现任,祝各位考生高考大捷，和自己喜欢的人一起去那远方,2022/6/6,11943,,1.65452E+12,FALSE,83
2,1777082129,5677099953,永远的二零三,演唱会的现场版已经被我听了无数次，在每次因考试成绩崩溃时，我都会翻出演唱会的视频再听一遍，想着一定要坚持下去。明天就要高考了，当昨天的我看到了，你要重新唱这首歌时我真的很想哭。我觉得一切都是冥冥之中的，冥冥之中自有天意，今天这首歌发布，而我明天就要高考。,2022/6/6,10640,,1.65449E+12,FALSE,756
3,1752383264,5678537123,毛卜易yi,考试前:看得最远的地方，考试后:像我这样的人,2022/6/8,5599,,1.65466E+12,FALSE,73
4,7809907302,5703687964,TheCrossingg,正在听歌的那位，没错就是你，你以后绝对会有出息真的！,2022/7/14,5163,,1.65778E+12,FALSE,354
0,18590405,6931728,YSHY1丶,手机铃声下载请发送短信到168xxxxxx[大哭],2014/12/10,64301,,1.41821E+12,FALSE,305
1,18545834,7422591,突然发现手机里只有一个音乐软件,想当年坐在学校的围墙上唱这首歌，老牛逼了。后来墙塌了。,2014/12/21,50922,,1.41916E+12,FALSE,215
2,18986628,6769250,雪源_L,该死的温柔，秋天不回来，香水有毒，不怕不怕，当时的神曲啊！！！,2014/12/6,41571,,1.41787E+12,FALSE,337
3,69247130,27066316,为往圣而继绝学,那年从西安回武汉，在火车上面遇到一个漯河的女生，当时自己身上没有手机，女孩把自己的MP3借我听了一晚上，大晚上还在我肩膀上睡着了，走的时候我想问一个联系方式来着，但是最终还是没有说出口，我已经不记得女孩什么样子，但是一定很美，是这样的。,2015/7/19,33136,,1.4373E+12,FALSE,189
4,121953443,60314861,追忆那年秋,感觉对马天宇的记忆除了这个古早的该死的温柔就直接跳到古剑奇谭了……中间这么多年去哪了？,2016/1/9,30557,,1.45234E+12,FALSE,234
0,415974922,716926950,帐号已注销,喜欢了她七年 给她以前唱的歌 现在我们在一起,2018/2/24,57705,,1.51948E+12,FALSE,1308
1,2059439,7962709,一粒馒头,曾经一首童话唱哭了多少早恋的人。,2014/12/31,44144,,1.42003E+12,FALSE,1861
2,39441587,5929860,乖心儿,听这些老歌就会发现好多同龄人，都是一群90初的小伙伴........真的好怀念那些年的过往，可是时间回不去了啊，有些人注定是我们人生的过客,2014/11/17,37008,,1.41623E+12,FALSE,1296
3,31238729,7537077,_缄箴,十年前，我听到这首歌时我还是小学生，当时听到只是觉得旋律好听，当时的我哪知道十年后我会听着这首歌趴在桌上流泪。,2014/12/23,19488,,1.41935E+12,FALSE,197
4,58978292,43988550,文娜mwn,一直很喜欢这句歌词：“也许你不会懂 从你说爱我以后 我的天空星星都亮了。"这大概就是遇到对的人后被爱的滋味。,2015/10/31,13517,,1.44628E+12,FALSE,92
0,1755978650,5165621062,秋刀鱼_1996,我是侯万军，我发誓这辈子一定要娶郝嘉璐，我会一点一点努力给她一个家.,2020/11/24,82916,,1.60621E+12,FALSE,5009
1,3864169274,5165589574,郝嘉璐是大魔王,侯万军，我想和你在一起很久很久，我爱你。,2020/11/24,73044,,1.60621E+12,FALSE,2894
2,486274527,3587207410,ZzHpf,今天一出门，好冷，下意识掏出手机想叫你多穿点，才反应过来，没有身份了。,2020/10/24,22003,,1.60347E+12,FALSE,262
3,603979509,5224179540,妳還是失约了-,我宁愿相信妓院有处女 也不相信爱情里有真情.,2021/1/31,17608,,1.61207E+12,FALSE,474
4,1944615402,5178591549,尤咏慈__-,一群未成年 故事比你爹都长的多.,2020/12/10,16206,,1.60753E+12,FALSE,742
0,30905679,6998451,灬死亡之翼灬,其实这首歌是两个备胎被那个女孩伤心后决定在一起的故事,2014/12/12,39666,,1.41834E+12,FALSE,153
1,3360235,9403158,Jasmine_Yuqi,两个备胎没追到女孩，居然还能欢乐地一起总结，也是醉了,2015/1/25,33232,,1.42216E+12,FALSE,157
2,31735416,4847969,Anno33,歌名应该是《那个女孩的备胎》,2014/10/12,13136,,1.41311E+12,FALSE,27
3,273182140,202798524,ZdiscoveryZ,她的身上有种淡淡的韭菜盒子香,2016/8/21,10496,,1.47179E+12,FALSE,96
4,3592708,9573458,藝術館假期,备胎还能唱的这么欢快。,2015/1/28,8108,,1.42241E+12,FALSE,12
0,277962003,191429332,风pdd,薛之谦：专辑你就不要买啦，网上都可以免费听，买了也没什么意义…许嵩：新专辑在各大平台都可以免费听，实体唱片的话可以不买阿…搞得跟是电视销售节目推销一样…海蝶音乐：我特么招谁惹谁了签了这俩败家玩意儿！[大哭][大哭],2016/7/31,245340,,1.46995E+12,FALSE,814
1,41127627,5641383,Double___two,会写歌，能逗比，会做生意，能开店，人也帅。[色],2014/11/10,204305,,1.41559E+12,FALSE,1092
2,124063058,131358133,黑白薄荷,Stay here，很是意外，方圆几里一半是认真的雪，一半是黄色枫叶。突然我想起你了，我知道你都知道，为了遇见你，我甘愿做个绅士的演员，做个深深爱过你的丑八怪，不管世上有几个你，其实，我们爱过就好。你过的好吗只是句敷衍，我终于成了别人的女人，你还要我怎样。下雨了小孩，等我回家。,2016/3/19,127831,,1.45835E+12,FALSE,199
3,39354530,6750215,wongtian,薛之谦是个努力有梦想又帅的好歌手。 快火起来,2014/12/6,85152,,1.41785E+12,FALSE,729
4,9380452,8780064,幻梦_,薛之谦唱歌这么好听为什么不红[流感],2015/1/15,65857,,1.4213E+12,FALSE,1429
0,397990828,284488362,帐号已注销,全书最直的人穿一身基佬紫[大哭],2017/1/10,307930,,1.48404E+12,FALSE,1619
1,274680692,287266832,-朝柳-,江厌离道：“你要跟我说什么事？” 魏无羡笑道：“没什么事呀。我就进来打个滚。” 说着，真的在地上打了个滚，江厌离问道：“羡羡，你几岁呀？” 魏无羡道：“三岁啦。”,2017/1/14,191291,,1.48439E+12,FALSE,354
2,117301041,290449922,酒精塊w,蓝二哥哥醉酒时wifi问：“江澄如何？”皱眉：“哼。”魏无羡：“温宁如何。”冷淡：“呵。”魏无羡笑眯眯指了指自己：“这个如何？”蓝忘机：“我的。”“……”蓝忘机盯着他，一字一顿，清晰无比地道：“我的。”,2017/1/19,161331,,1.48481E+12,FALSE,539
3,360943737,294487726,春杪望野,全书死了那么多人，哪怕是晓星辰，也留下了几缕魂魄残存，但是，若是论灰飞烟灭，恐怕只有温情阿姐了吧。,2017/1/25,141098,,1.48531E+12,FALSE,582
4,395981951,282344337,将语未歇,“是！蓝曦臣，我这一生，杀父杀兄杀妻杀子杀师杀友，什么坏事没做过！”他倒吸了一口气，仿佛肺部被刺穿，“可我独独没有想过要害你……”心疼瑶妹QAQ,2017/1/7,113240,,1.48379E+12,FALSE,379
0,292132980,1531350053,梁歌沫痕,忘记了拥抱，忘记了微笑，可我依旧忘不了你,2019/6/22,32976,,1.56113E+12,FALSE,348
1,553925693,1531357964,难借,白天可以原谅所有人，但晚上不行 ???,2019/6/22,23892,,1.56113E+12,FALSE,183
2,471776903,1531344117,情感文字君,直到后来看到他恋爱的样子才知道自己没有被他爱过,2019/6/22,14597,,1.56113E+12,FALSE,246
3,326537170,1531386994,FFFFYer,十年前，他的房间门上贴着潘玮柏的海报，所以我跟着他学会了潘玮柏的每首歌。如今，我的房间门上贴着Sunnee的海报，他却不会再来陪我听歌了……我要忘记我们曾那么那么好，却忍不住来听这首歌……哥哥再见啊,2019/6/22,12876,,1.56113E+12,FALSE,320
4,397714050,1531384131,神秘北极圈LC,这首歌很难唱，sunnee气息控制的很好，低沉的地方像在诉说着故事，高潮的部分像在宣泄着年少时的懵懂。这个版本让我感觉到了一个少女回忆初恋的感觉,2019/6/22,10853,,1.56113E+12,FALSE,194
0,97122187,1558495182,李小楚,"因为慢半拍，一开始动心的人是你，结果越陷越深的是我。
因为慢半拍，所以你走了，我还爱着你。
有人说，慢热是怕被辜负，因为每一次都太全情投入。
所以，如果你终究要离开我，请不要来爱我。
毕竟，就连忘记，我都学得很慢。",2019/7/17,208813,,1.56331E+12,FALSE,742
1,1510161428,1558218461,温拿ic_,"我爱他，只是因为他是最好的薛之谦。
说好一辈子，我先爱为敬！
老薛生日快乐",2019/7/17,93790,,1.56329E+12,FALSE,1108
2,1732279932,1558242099,you-are-my-moon,"什么叫重蹈覆辙？
就是数年后
在陌生的城市
陌生的街道
我依然一眼就能认出你的背影
而我却发现
没有理由去追
也不必追。",2019/7/17,88034,,1.56329E+12,FALSE,1445
3,345860007,1558265685,木尧大兄弟,两位对音乐纯粹追求的音乐人的第一首合作作品。慢半拍的老古董，天涯里自会相逢。??,2019/7/17,83106,,1.56329E+12,FALSE,792
4,125989633,1558271544,路以南,一向慢半拍我也能在你发歌的时候准确到达,2019/7/17,43872,,1.56329E+12,FALSE,112
0,272553450,1116830400,帐号已注销,32岁许嵩新专辑《老夫聊发少年狂》主打歌曲《老古董》率先上线，专辑以“老”为主题，收录了包含许嵩的职业《老医生》《老厨师》《老程序员》《老歌手》《老摄影师》，微博透露已久的择偶标准《老伴需要D》，玄学问题《老忘记微博密码》和最后一首《老铁们是我瞎编的》。,2018/5/14,65797,,1.52627E+12,FALSE,224
1,117563744,1116859858,一米阳光615,"2009年 我初一  你发了《自定义》
2010年 我初二  你发了《寻雾启事》
2011年 我初三  你发了《苏格拉没有底》
2012年 我高一  你发了《梦游计》
2014年 我高三  你发了《不如吃茶去》
2016年 我大二  你发了《青年晚报》
2018年 我毕业  你发了《老古董》
嵩哥你真的是陪伴我一路青春的人。生日快乐?",2018/5/14,57384,,1.52627E+12,FALSE,278
2,325082184,1116862608,用户325082184,为了一件满意的艺术品，整天埋头制作，日渐沧桑，蓄起了长发胡须，甚至徘徊在被逼疯的边缘。经过多次失败、推倒重来，终于一举成名。功成名就之后，剪掉长发，刮掉胡须，换上白色礼服走进博物馆，亲手摔碎老古董。因为，自己就是“老古董”,2018/5/14,23858,,1.52627E+12,FALSE,24
3,96652556,1116840305,夏蝉冬雪53672,"老古董他曾受万人追捧
老古董说失传之前道声珍重
老古董他今年32岁了
可他什么都不懂，甚至连专辑抬价都不懂
十二年，小古董们也都长大了
已经过了听热闹的年纪
小古董们什么都不懂，独独懂你
终有一天，我们也会和你一样成为老古董",2018/5/14,21896,,1.52627E+12,FALSE,34
4,345860007,1116849950,木尧大兄弟,“音乐太主观了，懂的人自然懂你，不懂的人，我也没有试图让别人懂，一知半解我觉得是最可怕的，最好就是不懂就完全不懂，懂的人懂就很舒服了。”——许嵩,2018/5/14,17485,,1.52627E+12,FALSE,32
0,311434097,2036006900,荣耀张大仙z,看到有粉丝给我说，想我10万?，我不是专业歌手，但被这么好的你们爱着，真是太！幸！福啦！哈哈哈调音师真棒，仙友太好啦[可爱],2019/12/3,90634,,1.57531E+12,FALSE,2956
1,282739413,2035743211,Andrew_xx,"他不想粉丝老花钱
他现在胖了
他是射手保护协会会长
他现在有着脱坑三招 仙声 大仙不闹好多节目
他写小说，主角游戏ID 不羡仙
他会和仙友说好好学习
他说十年后哪怕自己不直播了，仙友和朋友聊天时会发现，你当年也看大仙！
他以前叫阿发，现在叫张大仙
他一直在努力
他是我们最好的张大仙！",2019/12/2,47212,,1.57529E+12,FALSE,842
2,1548458075,2035800498,#NAME?,大仙：“如果有一天我没直播了，王者荣耀也不火了，但是你无意间喊出妖怪吧，有人认出你的话“诶你是仙友吧”，然后你们就在一起聊很多以前我直播的时候的事，这会是多好的回忆，虽然不知道你们是谁 来自哪里，但是能遇到你们真的很好！”,2019/12/2,20547,,1.5753E+12,FALSE,249
3,348033971,2035652122,好看且可爱,张大仙，撒浪嘿呦，祝大仙千千万订阅，祝今天生日的妖怪，生日快乐。,2019/12/2,15745,,1.57529E+12,FALSE,50
4,311434097,2039155640,荣耀张大仙z,居然10万?了！从来没有想过非专业歌手的我发歌能享受这一刻呀！非常非常感谢大家的支持?我！太！幸！福！了！仙友太感人了[流泪],2019/12/6,14920,,1.57561E+12,FALSE,359
0,384513075,3127578332,JAREDI,"相隔两个时空
自己与自己的对话 自己与自己的和解 
我们都有过想要回头抱抱那个曾经的自己的瞬间
小王小王 不慌不忙",2020/1/24,29317,,1.57987E+12,FALSE,92
1,2063585202,3124972987,无论是谁_,晴天总比雨天多。——毛不易,2020/1/22,27051,,1.57962E+12,FALSE,180
2,647748068,3124916712,写蘑菇的小菇凉,"如果我在角落里遇见她，
我会告诉她:其实你很棒啊，要自信、勇敢，
可我不会再遇见她；
如果我在角落里遇见他，
我会说出那句话，
可我也不会再遇见他。",2020/1/22,13530,,1.57962E+12,FALSE,65
3,104982737,3125015310,北方易先生,毛毛的新歌小王，舒缓的旋律没有什么起伏，不刻意收敛，也不哗众取宠，像一股清流从心上缓缓流过，毛毛自然而独特的为尾音，责是心里的小石头，轻轻敲打在心间，其实及其像极了他的个性.,2020/1/22,12108,,1.57962E+12,FALSE,25
4,343519579,3124942548,想夏了夏天,"小王小王
我是小王
再说一遍
我是小王",2020/1/22,11517,,1.57962E+12,FALSE,868
0,16191190,3154746557,斯鲁莉安sky,啊啊啊啊啊啊斗牛！太炸了！都去看视频啊！一得要看视频啊！这是什么神仙表演！,2020/2/14,92458,,1.58169E+12,FALSE,1353
1,480795712,3154818557,xiaoyu20170507,"主歌描绘了一场传统完整的斗牛赛，参与包括：主斗牛士，长矛手，花镖手，助理斗牛士。过程则是：

1.	请牛出栏，是一项非常庄严重要的仪式。

2.	助理斗牛士先上场，负责逗引、激发公牛的怒气，令公牛绕场奔跑。

3.	长矛手次登场，把矛插入公牛的脊背，令牛放血，牛更加被激怒，也更加危险。",2020/2/14,67269,,1.58169E+12,FALSE,871
2,258426186,3154844546,Lydia-Abracadabra,"“华晨宇只会飙高音”
ET：不好意思，人家的低音你也学不来╮(￣▽￣)╭",2020/2/14,52641,,1.58169E+12,FALSE,1280
3,18656784,3154860069,光不要的那片银河,"他从来不救人。他只相授他天生的直觉、灵感。然后引你，渡你。
一顰一动，一神一思。“神仙”二字也无以形容。
也正因为他只是凡人，一切才更弥足珍贵。",2020/2/14,24626,,1.58169E+12,FALSE,117
4,121128168,3154822332,千面阿藏yu,"大家记得去看视频！！！
真的超绝他的台风和现场的互动感！！！
有缘可以现场感受下
我两年前第一次在全国最大的体育场鸟巢听到的时候听到他一开口真的震住了。
就是我想到他厉害但没想到他那么厉害！！
当然19,20年的他更厉害惹～
谢谢你跟我们分享你的作品@华晨宇yu
期待华晨宇更多新歌的发行?",2020/2/14,22595,,1.58169E+12,FALSE,127
0,455573267,1685467120,乞力马扎罗的雪felicity,《想见你》中许光汉用手指捂住眼睛又拿开时笑容满面的样子实在是帅惨了,2019/11/19,297929,,1.57413E+12,FALSE,2438
1,121981369,1688061114,sense王,看完《想见你》，突然觉得这首歌有点上头,2019/11/22,222383,,1.57442E+12,FALSE,1856
2,346231491,1691151352,Jelly0815,有谁是〈想见你〉找过来的！[爱心][爱心][示爱][示爱],2019/11/26,166228,,1.5747E+12,FALSE,1681
3,85692573,2063116326,酋长8479,“从来没有王诠胜，一直都是李子维。”,2019/12/27,111218,,1.57743E+12,FALSE,1067
4,1420500388,1686009329,阿文的银河系,"从想见你来的
听到这首歌的时候，也像陈韵如一样忍不住跟着哼唱，只是抬起头来没有李子维在我面前

所以我也想暂时把你的眼睛闭起来，把你化进我的胸怀[爱心]

加油啊哥哥，以后也要继续发光[爱心][爱心]",2019/11/20,73836,,1.57418E+12,FALSE,209
0,454633214,3124985812,我的上铺住着愚蠢的女汉子,我也常常向世界对抗，关于朋友，关于家人，关于其他。大家口中的成年人的世故也好，人之常态也罢，少了几分能力去接受。找个角落躲起来，去想去思考去悲伤，只是因为有些事情自己才会懂吧。,2020/1/22,77271,,1.57962E+12,FALSE,423
1,2139188002,3162694291,小雨小姐姐的雨伞,“找对象就要找那种看不上你的 你就可劲儿追 一但他回头你就是他的命.”  --- 小王,2020/2/20,77182,,1.58213E+12,FALSE,1506
2,557702274,3162590751,解几何,希望所有烦恼都离王维家先生远一点,2020/2/20,49793,,1.58213E+12,FALSE,465
3,396444878,3162652457,星星袋子,一直在想小王日记是什么样子，以为可能是小王自己的内心独白，没想到是倾尽所有的温暖。,2020/2/20,43016,,1.58213E+12,FALSE,239
4,1356180086,3162646085,感受生活的旅行家,最初他以歌曲记录生活，后来他走上舞台，把自己的生活唱给听众，安慰了茫茫人海无数心灵。现在听他的歌成了我们的生活，而他也继续唱着自己的故事。毛不易只要你唱，我们就一直听。,2020/2/20,30669,,1.58213E+12,FALSE,85
0,392064378,3215283141,一颗大草莓呐,神树是末日审判 降临是神的庇佑,2020/3/20,51040,,1.58471E+12,FALSE,355
1,1493960061,3215232762,夏遇yu,“降临与神树，一个鸿蒙之初，一个末日之后，互为阴阳，毁灭后的重生，重生后的更迭，就像一对双生子一般，循环往复，生生不息。”,2020/3/20,39848,,1.58471E+12,FALSE,206
2,352942291,3215267433,帐号已注销,"毁灭孕育重生
［神树］明明有着星系陨落般的荒芜感 却澎湃着向死而生的希望
［降临］既有辰曦携带万顷福祉自天角倾泻的圣洁肃穆 又有裹挟罪与罚的禁忌感，想到宫廷礼乐又想到唱诗班

该怎么形容这种惊艳的宇宙感呢？
当一个人思想格局和实力都光速成长的时候，他的创作简直像四维空间在三维世界的投影",2020/3/20,28006,,1.58471E+12,FALSE,232
3,1941998913,3215267440,杨小艳hhh,《神树》《降临》阴阳双生！我觉得超好听,2020/3/20,22127,,1.58471E+12,FALSE,119
4,1992098475,3215255620,Witshadow,以生命之始，奏圣洁之乐。 以世间之爱，重塑新生，重宥痛错。 “la vi ah vi ah vi”古老的歌谣，悠悠飘远，穿过密林，迎着朝阳，缓缓盛沐这片大地上每一个生命，予以祈佑。,2020/3/20,18130,,1.58471E+12,FALSE,58
0,311296272,3228179807,08042號星星,"Say it's a new world
沉醉这风光讲究，明暗是假象
告别这星光黯淡，来去是假象
坐拥这掌声散去，起落是假象
笑对这冷眼观望，天地是假象",2020/3/27,41422,,1.58531E+12,FALSE,898
1,507637016,3228163966,我的周周不是粥qvq,"大哥吐字清晰：
沉醉这风光讲究明暗是假象
告别这星光黯淡来去是假象
坐拥这掌声散去起落是假象
笑对这冷眼观望天地是假象
我：%@$*:-)# 是假象(卑微)",2020/3/27,40528,,1.58531E+12,FALSE,1158
2,2046603241,3228139342,LUCAP0G,"华晨宇《新世界》

歌词亦人生。

沉醉风光讲究，告别星光黯淡；
坐拥掌声散去，笑对冷眼观望。

开场有多喧闹，结尾就有多寂寥，
?不如下山，笑看万物是假象。

转身矗立山峰的时候，即是新世界到来。

ET开启疯狂打榜的技能吧！！！
快来为《歌手·当打之年》最爱的歌助力 《歌手·当打之年》线上投",2020/3/27,23511,,1.58531E+12,FALSE,216
3,1409693939,3228153161,挣脱宇宙厄日的热寂,毁灭（《神树》）后重生（《降临》）进入新世界（《新世界》）@华晨宇yu?bro厉害,2020/3/27,19054,,1.58531E+12,FALSE,223
4,1435160875,3228105719,镀上,"“站上舞台、手握话筒的那一刻，他就成为了主宰音乐世界的王者，仿佛不止音乐，连现场的灯光也都一起掌控。”
-欢迎来到  华晨宇创造的新世界-@华晨宇yu",2020/3/27,18404,,1.58531E+12,FALSE,134
0,108642126,722430195,奇然Iiya,听说来这首歌每日打卡的人，都能得到幸福?[爱心],2018/3/1,204055,,1.51991E+12,FALSE,3650
1,353208188,658878353,银杏树下的寒墨忘清eve,"虽然歌词还是一样的，不同于原版，原版真的给人空荡荡的感觉，是没有相遇之前，这个版本的却感觉就算一脚踏空也有彼此依靠，是相遇之后。
不知道是不是我的错觉，总觉得散发出了一种恋爱的酸臭味，但是都很好听！高举我丞飞大旗！丞哥我是你的小迷妹啊啊！
希望我们都能像对方一样勇敢！",2018/1/2,191039,,1.51486E+12,FALSE,2866
2,364083212,658871684,粉涩小王子,不是昂……你们知道我一个男的把撒野全看完了是什么感觉嘛？！[生病][生病],2018/1/2,139831,,1.51487E+12,FALSE,5528
3,303572751,658911899,故人從此不在,“我有句话还是想正式说一下，虽然我好像已经说过一次了。”                                                                          “我很喜欢你，”顾飞说，“我会一直喜欢到你不再需要我喜欢你为止。”,2018/1/2,90678,,1.51487E+12,FALSE,335
4,388234459,658862962,温故知心wz,“我不喜欢那个小破城市，也看不上钢厂那个破地方的人，”蒋丞说，“但我还是很舍不得那里，那个城市，那个钢厂，因为我在那儿把你挑出来了。”,2018/1/2,89538,,1.51487E+12,FALSE,200
0,95076,275978475,简弘亦,这个时候肯定都睡了没人给我点赞了，那么我来了，大家好，我是简弘亦，你们是我的男朋友和女朋友[奸笑],2016/12/30,263321,,1.48303E+12,FALSE,570
1,95076,275049695,简弘亦,给我发过私信要求唱这首歌的男朋友和女朋友快来认领一下，高冷的我已经满足了你的愿望[圣诞],2016/12/28,190329,,1.48292E+12,FALSE,239
2,315484569,323141039,舆眾生為悪,分手后第二年，我依然单身，她发来一条信息：你看过，抚摸过我身体的每一寸肌肤，确唯独看不到我穿婚纱的样子。那一个晚上我抱着手机，看着那条信息，整整抽了一包的烟，最后回复了一句：一定要过得比我好，只是不要再让我知道了。,2017/3/5,112830,,1.48864E+12,FALSE,500
3,338620089,285054706,未休止,"我 对 你 的 感 觉 大 概 就 是 ?
就 算 我 们 很 久 不 说 话 不 聊 天 ?
或 者 哪 天 直 接 就 没 了 任 何 联 系 ?
我 还 是 会 觉 得 你 是 我 非 常 非 常 重 要 的 人",2017/1/11,78524,,1.48411E+12,FALSE,200
4,392615859,296670770,窜天猴儿x,人这辈子最怕突然听懂一些歌词,2017/1/28,60298,,1.4856E+12,FALSE,92
0,1368460273,1167763793,晗晗呀毛毛,我的妈妈她有点世俗，有点贪小便宜，有点做作，甚至有时候有点虚假，但她却努力教我所有美好的品质，她想我成为好的人，一切的不堪她都一个人承受，只是因为我是她的女儿。,2018/7/3,150838,,1.53055E+12,FALSE,1045
1,1356195628,1167702794,说故事的未成年,"你传的照片，是我离家时的床铺
你说好久了，屋子都没人住
我总有办法打断你的叮嘱
多数是不耐烦，少数是想哭

我总说自己要减轻你的辛苦
要自己去闯自己的路
以为自己足够光彩夺目
却被你一眼看穿艰辛苦楚

传说上帝无法亲力亲为所有守护
派仙女下凡，做人间的公主
从此，
一切美好，在柴米油盐中驻足",2018/7/3,118503,,1.53055E+12,FALSE,835
2,268228555,1167700738,__何妨__,"海味山珍比不过一荤一素
油盐酱醋是她细密的叮嘱
她用双手编织你远行的路
然后笑着送别，站成一棵树
她知道你受万人瞩目
也知道你多辛苦
好好睡吧，让她亲亲你渗出的泪珠
别不开心，她喜欢你嘴角上扬的弧度",2018/7/3,61855,,1.53055E+12,FALSE,272
3,559332138,1274999060,agatha921,"毛不易真是一个哲学家，《奇遇人生》里面说了好多经典语录：1.四十岁就是新的二十岁
2.内向不是性格的缺陷只是性格的一种
3.人的本质不是喜欢钱，而是钱予人的自由
4.不想说的话我可以不说，但是我尽量保证说出的话都是真的
5.快乐是赏赐，悲伤是考验，不快乐也不悲伤，是生活的常态 ???",2018/10/17,48328,,1.53977E+12,FALSE,496
4,599900028,1167764226,睫毛不易,"我慢慢地、慢慢地了解到，所谓父女母子一场，只不过意味着，你和他的缘分就是今生今世不断地在目送他的背影渐行渐远。你站在小路的这一端，看着他逐渐消失在小路转弯的地方，而且，他用背影默默告诉你：不必追。

——龙应台 目送",2018/7/3,42334,,1.53055E+12,FALSE,487
