,key,value
261,二,18
262,青年,10
263,晚报,1
264,2018年,15
265,毕业,32
266,老古,1
267,董嵩哥,1
268,陪伴,39
269,路,53
270,青春,89
271,生日快乐,9
272,一件,26
273,满意,13
274,艺术品,1
275,整天,10
276,埋头,1
277,制作,31
278,日渐,1
279,沧桑,3
280,蓄,1
281,长发,10
282,胡须,2
283,徘徊,3
284,逼,8
285,疯,4
286,边缘,2
287,多次,5
288,失败,13
289,推倒,2
290,重来,3
291,一举成名功成名就,1
292,之后,85
293,剪掉,2
294,刮掉,1
295,换上,5
296,白色,9
297,礼服,1
298,走进,12
299,博物馆,1
300,亲手,11
301,摔,5
302,碎,7
303,受,24
304,万人,5
305,追捧,2
306,失传,1
307,之前,29
308,道声珍,1
309,重老,1
310,今年,61
311,不懂,21
312,连专辑,1
313,抬价,1
314,十二年,2
315,古董们,2
316,长大,58
317,热闹,10
318,年纪,24
319,懂,35
320,终,24
321,成为,84
322,主观,2
323,自然,14
324,试图,3
325,一知半解,1
326,完全,21
327,很舒服,9
328,粉丝,46
329,10万,3
330,专业,13
331,真是,28
332,太幸福,4
333,调音师,1
334,真棒,3
335,仙友,4
336,太好啦可爱,1
337,花钱,3
338,胖,9
339,射手,1
340,保护,21
341,协会,1
342,会长,2
343,有着,17
344,脱坑,1
345,三招仙声,1
346,大仙,3
347,闹,13
348,好多,22
349,节目,19
350,写,148
351,小说,10
352,主角,3
353,游戏,25
354,ID,10
355,羡仙,1
356,学习,25
357,十年后,4
358,直播,17
359,朋友,141
360,聊天,40
361,当年,17
362,阿发,1
363,张大仙,3
364,努力,153
365,撒,4
366,浪,3
367,呦,3
368,千千万,1
369,订阅,1
370,生日,21
371,妖怪,5
372,居然,16
373,从来没有,15
374,非专业,1
375,享受,13
376,这一刻,5
377,非常,74
378,感谢,133
379,支持,94
380,感人,7
381,流泪,58
382,想见,15
383,许光汉,1
384,手指,2
385,捂住,2
386,眼睛,36
387,拿开,1
388,笑容满面,1
389,实在,12
390,帅,21
391,惨,5
392,看完,17
393,有点,39
394,上头,2
395,过来的爱心爱心示爱示爱,1
396,王诠胜,1
397,都是,264
398,李子维,2
399,想见你来,1
400,陈韵,1
401,如一样,1
402,哼唱,3
403,抬起头,2
404,来没有,1
405,面前,34
406,也想,13
407,暂时,6
408,闭,4
409,化,6
410,进,51
411,胸怀,1
412,爱心,272
413,加油,85
414,继续,43
415,发光,8
416,听说来,1
417,每日,2
418,打卡,3
419,能得到,6
420,幸福,69
421,不同于,3
422,原版,13
423,空荡荡,3
424,相遇,33
425,脚踏空,1
426,也有,47
427,依靠,8
428,不知道,139
429,是不是,47
430,错觉,4
431,总,116
432,散发,5
433,酸,8
434,臭味,1
435,很好听,22
436,高举,2
437,丞,1
438,飞,10
439,大旗,1
440,丞哥,1
441,小迷,1
442,妹,7
443,希望,314
444,勇敢,24
445,昂,2
446,男,37
447,撒野,1
448,生病,6
449,有句话,1
450,正式,16
451,说过,30
452,很喜欢,51
453,顾飞,1
454,不再,51
455,小破城市,1
456,钢厂,2
457,破,11
458,蒋丞,1
459,舍不得,17
460,挑,6
461,分手后,8
462,第二年,3
463,单身,25
464,一条,29
465,抚摸,3
466,身体,21
467,一寸,4
468,肌肤,2
469,确,5
470,唯独,14
471,看不到,13
472,婚纱,7
473,一个晚上,5
474,抱着,19
475,条,31
476,整整,8
477,抽,27
478,一包,4
479,烟,28
480,回复,15
481,一定要,49
482,很久,48
483,说话,35
484,直接,14
485,没了,17
486,联系,40
487,重要,26
488,这辈子,27
489,听懂,10
490,妈妈,66
491,世俗,8
492,贪,1
493,小便宜,1
494,做作,2
495,有时候,32
496,虚假,5
497,教,16
498,美好,64
499,品质,1
500,她想,1
501,不堪,4
502,一个人,237
503,承受,8
504,女儿,11
505,传,16
506,照片,18
507,离家,7
508,床铺,1
509,屋子,6
510,住,23
511,办法,14
512,打断,2
513,叮嘱,3
514,多数,1
515,不耐烦,2
516,少数,1
517,哭,152
518,减轻,1
519,辛苦,21
520,闯,5
521,足够,16
522,光彩夺目,1
523,看穿,11
524,艰辛苦楚,1
525,传说,5
526,上帝,13
527,无法,49
528,亲力亲为,1
529,守护,24
530,派,5
531,仙女,11
532,人间,38
533,公主,6
534,柴米油盐,3
535,驻足,2
536,海味,1
537,山珍,1
538,一荤,1
539,一素油盐酱醋,1
540,细密,2
541,双手,3
542,编织,2
543,远行,2
544,笑着,39
545,送别,3
546,站,44
547,成,79
548,一棵树,2
549,瞩目,2
550,睡,56
551,亲亲,46
552,渗出,1
553,泪珠,2
554,开心,88
555,嘴角,5
556,上扬,2
557,弧度,1
558,毛,20
559,不易,17
560,哲学家,1
561,奇遇,1
562,人生,82
563,里面,42
564,经典,5
565,语录,1
566,1四十岁,1
567,二十岁,11
568,内向,4
569,性格,12
570,缺陷,2
571,本质,4
572,钱,70
573,钱予人,1
574,自由,32
575,想说,19
576,尽量,5
577,保证,3
578,说出,8
579,快乐,69
580,赏赐,2
581,悲伤,32
582,考验,4
583,生活,172
584,常态,5
585,慢慢地,3
586,了解到,1
587,所谓,12
588,父女,2
589,母子,1
590,一场,51
591,只不过,9
592,意味着,2
593,缘分,10
594,今生,3
595,今世,1
596,不断地,1
597,目送,1
598,渐行渐远,5
599,小路,3
600,一端,1
601,逐渐,6
602,消失,10
603,转弯,1
604,默默,40
605,告诉你,31
606,龙,4
607,应台目送,1
608,长,90
609,like,4
610,you,13
611,but,1
612,just,3
613,说唱,33
614,女生,62
615,应该,98
616,正,20
617,一杯,14
618,清水,3
619,一片,24
620,面包,11
621,一枝花,2
622,奢侈,6
623,我希望,11
624,水,34
625,切,4
626,花,61
627,送,53
628,现代人,4
629,太着急,3
630,一段,38
631,语音,6
632,两天,15
633,讨厌,25
634,很快,7
635,两三年,3
636,眼神,20
637,一句话,42
638,不到,24
639,一秒,10
640,决定,36
641,放弃,62
642,多情,8
643,冷酷,3
644,挺好,17
645,速战,3
646,速,3
647,决,4
648,总是,83
649,暧昧,11
650,清,13
651,杀伐,3
652,决断,3
653,遇到,70
654,藕断丝连情意绵绵,1
655,遇上,9
656,见异思迁,3
657,世上,18
658,赢,11
659,多半,3
660,薄情人,3
661,爱听,2
662,着迷,9
663,昨天晚上,4
664,ktv,4
665,每人,2
666,妞,1
667,坐,60
668,身边,94
669,挺,32
670,漂亮,50
671,中间,16
672,摸着,2
673,手,52
674,玩弄,2
675,一起唱,2
676,几首,6
677,结束,21
678,脸,55
679,挣,3
680,点,80
681,不容易,13
682,这种,57
683,来了,18
684,手上,7
685,茧,3
686,省,2
687,嫂子,1
688,孩子,49
689,上瘾,3
690,时间,114
691,久而久之,1
692,就会,62
693,变成,68
694,习惯,35
695,懒得,10
696,爱情,98
697,越来越,41
698,挑剔,6
699,重视,2
700,珍惜,24
701,亲情,1
702,父母,32
703,节日,2
704,大多,6
705,期待,79
706,日子,41
707,无拘无束自由自在,1
708,转,11
709,成功,27
710,第一次,71
711,正好,10
712,遇见,73
713,同样,31
714,篮球,2
715,178,1
716,188,1
717,表白,62
718,谢谢,119
719,就像,73
720,男生,77
721,叮当,5
722,大雄,7
723,80年,1
724,临死前,1
725,叮说,1
726,回到,25
727,属于,36
728,同意,10
729,死后,1
730,时光机,2
731,80年前,1
732,小时候,36
733,你好,24
734,段子,7
735,感动,45
736,如初见,2
737,爱人,10
738,累,34
739,第一天,4
740,见面,24
741,马上,12
742,女朋友,60
743,吐舌,6
744,删,30
745,好友,24
746,拖,5
747,黑名单,1
748,取消,5
749,关注,27
750,电话,40
751,不愠不火不冷,1
752,热,20
753,悲,5
754,喜,5
755,就是要,3
756,动态,7
757,无关,9
758,吵不闹,1
759,阴魂,1
760,不散,5
761,岁月,26
762,冗长,2
763,隔山海山海不可平但海有舟可渡山有径可行只要你愿意只要你与我心意相通山海亦可平,1
764,昨天,39
765,鼓起勇气,3
766,暗恋,23
767,吃饭,22
768,一半,20
769,猛然,4
770,钱包,3
771,不见了,6
772,没办法,10
773,只好,6
774,硬着头皮,2
775,开口,20
776,吞吞吐吐,1
777,我我,28
778,涨,5
779,红,37
780,这是等你的第五年了吧,1
781,期间,5
782,乏,3
783,追过,2
784,尝试,19
785,接受,18
786,去除,1
787,割掉,1
788,心,85
789,了断,1
790,没心没肺的活着我想爱我所爱恨我所恨,1
791,注定,13
792,不爱,24
793,没关系,33
794,风,59
795,听说,20
796,隔山海山海,3
797,不可平,2
798,嗤之以鼻,1
799,海,11
800,舟可渡山,1
801,有路可行,2
802,翻山,1
803,海山海亦可平,1
804,坚信,4
805,郎心,1
806,自有,1
807,双脚,1
808,隔,13
809,山,9
810,归来,19
811,跋山涉水,2
812,渡海越岭,1
813,早,17
814,失散,3
815,不复,1
816,隔山海山海不可平山海亦可平难平,1
817,人心,11
818,别慌,1
819,在这里,13
820,枕头,11
821,口水,4
822,长大后,7
823,泪水,13
824,心情,31
825,表情,3
826,笑,82
827,羡慕,24
828,杀戮,1
829,盛放,2
830,黎明,5
831,花朵,2
832,夜叉子的思念你的怀念我的回念爱心,1
833,求,22
834,爱过就是爱过错过就是错过爱情的故事,1
835,最终,19
836,选择,36
837,结局,22
838,心碎,35
839,大手,1
840,大脚,1
841,平时,14
842,一有钱,2
843,买,83
844,衣服,19
845,裤子,1
846,鞋子,5
847,演唱会,21
848,音乐节,3
849,门票,4
850,放假了,1
851,出去,23
852,旅游,3
853,平日,2
854,根本,35
855,存,7
856,悄悄,13
857,告白,22
858,火车票,2
859,准备,27
860,回来,76
861,老侯,1
862,辽宁,2
863,用尽,10
864,奔向,3
865,周笔畅,2
866,内陆,1
867,少见,2
868,实力,25
869,唱将,1
870,看见,52
871,私信,8
872,红心就好,1
873,没有人,23
874,孤单,22
875,大男人,4
876,竟然,22
877,刷,16
878,学,29
879,放,58
880,暑假,7
881,家长,1
882,理解,28
883,坚持,59
884,瞬间,23
885,泪,13
886,崩,4
887,特别,94
888,二次元,2
889,琴,1
890,唱歌,70
891,我喜欢,13
892,古风,15
893,理,16
894,东西,101
895,民乐,1
896,坚守,4
897,刚刚,26
898,车上,7
899,打开,39
900,网易云,64
901,边上,2
902,女孩,88
903,歌单相,1
904,视一笑,1
905,脸红,4
906,歌呢歌名太长太难说了那就说前几个字吧我喜欢你,1
907,胜过,9
908,削,4
909,水果,7
910,周末,5
911,零食,4
912,延后,3
913,死线,3
914,冰镇,4
915,西瓜,16
916,一口,19
917,肆无忌惮,3
918,赖床,3
919,名,26
920,空调,2
921,房,17
922,盖,4
923,棉被,2
924,不敢,49
925,告诉,50
926,不谢,1
927,有没有,20
928,滚动,3
929,作者,13
930,简洁,1
931,到头来,4
932,删掉,2
933,一个字,2
934,妹子,11
935,六年,8
936,看来,7
937,好朋友,12
938,交,10
939,几任,1
940,约,5
941,几次,5
942,基本,8
943,躺,12
944,只能,58
945,男人,28
946,作,16
947,贱,4
948,22,5
949,23,1
950,三十,5
951,未婚,2
952,未,23
953,嫁,8
954,答应,17
955,名字,81
956,来由,1
957,真幸运,1
958,好看,29
959,房东,6
960,猫,26
961,下去,29
962,更可爱,1
963,热夏珠海场,1
964,提前,8
965,两小时,1
966,过去,68
967,飞奔,1
968,马路,8
969,隐隐约约,1
970,彩排声,1
971,一股,5
972,莫名,8
973,力量,19
974,进去,15
975,找到,50
976,入口,1
977,前排,7
978,坐下,2
979,打扰,19
980,傻傻,5
981,多年,9
982,未见,3
983,老朋友,2
984,养料,1
985,孤幻,1
986,踽踽独行,1
987,孑然,4
988,慢慢,34
989,有苦自咽,1
990,未来,101
991,情人节,10
992,少,35
993,对不起,39
994,感激,6
995,结婚,63
996,伴郎,1
997,算是,15
998,走红,1
999,地毯,3
1000,砸,9
1001,场,4
1002,抢,6
1003,脱下,3
1004,高跟鞋,4
1005,私奔,2
1006,仔细,6
1007,想想,16
1008,算,35
1009,别来,1
1010,不做,5
1011,举杯,2
1012,妈,67
1013,房子,13
1014,请假,1
1015,开,60
1016,一天一夜,1
1017,车,36
1018,她家,3
1019,附近,3
1020,车队,3
1021,想象,19
1022,不差,4
1023,后面,17
1024,一个多小时,1
1025,外面,15
1026,敲锣打鼓,2
1027,声音,100
1028,收到,16
1029,一刹那,2
1030,忍住,6
1031,秒,3
1032,轮回,7
1033,想要,103
1034,爱意,12
1035,无能为力,5
1036,不知所措,3
1037,痛痒,1
1038,资格,11
1039,醋,5
1040,最惨,10
1041,余生,29
1042,难忘,10
1043,女孩子,60
1044,爸妈,23
1045,认识,62
1046,第一年,1
1047,就结,1
1048,婚,7
1049,很多人,29
1050,闪婚,1
1051,十八岁,8
1052,恩恩,1
1053,爱爱,4
1054,羡煞,1
1055,前两个月,1
1056,录取,1
1057,通知,5
1058,查,6
1059,当时,48
1060,玩,32
1061,爸爸,50
1062,很兴奋,2
1063,打电话,24
1064,崽崽,1
1065,快,61
1066,通知书,1
1067,一大桌,1
1068,好吃,8
1069,开饭,1
1070,爱吃,6
1071,性别,6
1072,爱好男,2
1073,干,25
1074,伤天害理,2
1075,社会,22
1076,善待,7
1077,这世界,8
1078,有很多,16
1079,理性,5
1080,看待,3
1081,公平,5
1082,去处理,1
1083,面对,21
1084,始终,16
1085,束手无策,1
1086,什么时候,16
1087,不知,28
1088,情话,18
1089,微甜,1
1090,奔波,3
1091,忙碌,7
1092,而今,1
1093,另一半,6
1094,听众,13
1095,歌手们,1
1096,抑郁,10
1097,女同,1
1098,接近,4
1099,人群,12
1100,爱的人终成,1
1101,眷属,1
1102,祝福,38
1103,主动,41
1104,方向,14
1105,几步,5
1106,走过来,6
1107,迎接,3
1108,意思,26
1109,停下来,7
1110,世界上,38
1111,艰苦,3
1112,奋斗,10
1113,两个人,47
1114,势均,2
1115,力敌,2
1116,平等,2
1117,但愿,5
1118,拼,16
1119,你死我活,2
1120,世界,99
1121,一份,10
1122,不用,47
1123,刚刚好,10
1124,不舍,8
1125,完成,26
1126,满足,10
1127,分开,28
1128,比较,14
1129,早就,15
1130,下次,15
1131,发明,4
1132,人间疾苦,3
1133,这种人,6
1134,生历劫,1
1135,愿望,19
1136,快进,2
1137,看看,29
1138,掉好,1
1139,推,26
1140,掉,23
1141,玫瑰,9
1142,口袋,5
1143,蔷薇,1
1144,三十岁,7
1145,辆,3
1146,大越野拉着我心爱的姑娘,1
1147,孙雪骐,1
1148,沙漠,13
1149,星星,53
1150,笑起来,7
1151,模样,31
1152,帐篷,3
1153,对着,23
1154,片,11
1155,想你,48
1156,天上,7
1157,掉落,3
1158,一粒,4
1159,沙子,1
1160,形成,3
1161,撒哈拉,1
1162,一生,64
1163,当中,2
1164,无疾而终,3
1165,感情,87
1166,推移,1
1167,可能会,16
1168,放下,21
1169,再次,22
1170,每个人,45
1171,不同,29
1172,怀念,25
1173,更多,44
1174,却是,22
1175,超级,40
1176,尊严,7
1177,怪,14
1178,偏偏,18
1179,等待,30
1180,幻想,13
1181,例外,4
1182,好歹,1
1183,五月,6
1184,充满,22
1185,月份,2
1186,MayI,1
1187,love,3
1188,翻译,14
1189,一百件,1
1190,留住,1
1191,一千件,1
1192,留不住,2
1193,难过,49
1194,平淡无味,1
1195,间隙,5
1196,想一想你,1
1197,此刻,12
1198,张小娴,1
1199,爱得死去活,1
1200,放手,10
1201,节骨眼,1
1202,清醒,5
1203,过来,18
1204,过期,4
1205,依恋,3
1206,男朋友,31
1207,正在,20
1208,变得,37
1209,棒,56
1210,可爱们,1
1211,沉腻,1
1212,一点点,13
1213,很难过,6
1214,喔,11
1215,偶尔,23
1216,好久,16
1217,诶,6
1218,最喜欢你了么么来自最爱你的你未来的女朋友,1
1219,啤酒,5
1220,上面,11
1221,一层,3
1222,泡沫,4
1223,看似,9
1224,庞大,2
1225,抿,3
1226,空气,7
1227,阿虾,3
1228,入,19
1229,坑,3
1230,盛夏,7
1231,果实,1
1232,忽然之间,3
1233,女儿情,1
1234,流行,9
1235,民谣,31
1236,弹吉他,1
1237,喝啤酒,2
1238,抽烟,12
1239,住在,12
1240,大理,3
1241,猫打耳洞,1
1242,北京,23
1243,拥有,41
1244,少年感,1
1245,烟嗓,3
1246,来日可期,2
1247,屏幕,15
1248,坚强,14
1249,可爱,97
1250,善良,27
1251,向前,5
1252,永不,7
1253,回头,41
1254,究竟,4
1255,有多喜欢,1
1256,才会,19
1257,温柔,114
1258,有资格,6
1259,嫁给,13
1260,平易,3
1261,近人,3
1262,大大,15
1263,啤酒肚,4
1264,地中海,3
1265,似,23
1266,光头,5
1267,鸡毛蒜皮,4
1268,计较,4
1269,小心眼,3
1270,莫名其妙,12
1271,爆发,4
1272,坏,18
1273,脾气,15
1274,运动,4
1275,男子,11
1276,气,17
1277,走调,4
1278,哭笑不得,3
1279,捧,7
1280,娶,28
1281,福气,3
1282,牵手,9
1283,高考,62
1284,张亚东,1
1285,张碟,1
1286,下午,11
1287,上课,15
1288,班里,7
1289,同学,25
1290,大声,2
1291,喊,24
1292,家,48
1293,王菲,12
1294,新歌,55
1295,更大,5
1296,45秒,1
1297,戴上,8
1298,耳机,33
1299,听听到,1
1300,38秒,1
1301,摘,16
1302,纯音乐,2
1303,试,8
1304,很多次,5
1305,改,22
1306,不改,2
1307,配,40
1308,分享,52
1309,网易云听,1
1310,很容易,6
1311,露馅儿,1
1312,刚才,9
1313,睡觉,35
1314,发给,3
1315,我以为,13
1316,肯定,30
1317,听不到,4
1318,抱,21
1319,关机,5
1320,赶紧,7
1321,消息,27
1322,別人,1
1323,贊,1
1324,情敌,4
1325,鸡,7
1326,小姐,23
1327,姐,27
1328,魔鬼,3
1329,头,29
1330,贼,5
1331,厚着脸皮,1
1332,羞没臊,1
1333,另一个人,9
1334,概率,10
1335,高中,42
1336,最喜欢,37
1337,童话,8
1338,宿舍,8
1339,唱到,6
1340,王子,14
1341,三个字,4
1342,错过了,8
1343,朝霞,1
1344,晚餐,1
1345,秋天,9
1346,活,40
1347,孤独,103
1348,家乡,9
1349,小城镇,1
1350,谈,21
1351,繁华,6
1352,落后,2
1353,行为,1
1354,文雅,1
1355,男人们,1
1356,手指甲,1
1357,剔牙,1
1358,女人们,2
1359,敞开,3
1360,怀,3
1361,喂奶,1
1362,云南,1
1363,昭通,1
1364,乌蒙高原,1
1365,明珠,3
1366,四季,15
1367,秋,5
1368,故名,1
1369,秋城,1
1370,3分,1
1371,55秒,1
1372,真好听,3
1373,好听,90
1374,萨克斯,2
1375,昆汀塔伦蒂洛,1
1376,一期一会,1
1377,日本,10
1378,茶道,1
1379,语,1
1380,字面,2
1381,际遇,2
1382,文化,16
1383,提醒,8
1384,眼前,5
1385,莫,7
1386,失去,37
1387,追悔莫及,1
1388,半天,4
1389,等不及了,1
1390,上传,14
1391,好紧张,1
1392,能不能,20
1393,审核,3
1394,一如既往,7
1395,跪,4
1396,注意,11
1397,错过,31
1398,太多,42
1399,愈加,1
1400,周深,9
1401,卡布,1
1402,更加,16
1403,收放,1
1404,自如,3
1405,浓情,1
1406,转淡,1
1407,锋芒,2
1408,暗藏,2
1409,半年,7
1410,时光,34
1411,再度,2
1412,突飞猛进,1
1413,吾辈,1
1414,俗人,5
1415,膜拜,1
1416,一个周,1
1417,深,19
1418,未闻,1
1419,花名,1
1420,轮到,1
1421,毕业季,3
1422,半夜,17
1423,眼泪,33
1424,这些年,4
1425,搂着,2
1426,肩高歌,1
1427,碰,7
1428,壁,1
1429,杯,5
1430,天高,1
1431,海阔,1
1432,意气风发,1
1433,误解,2
1434,苛责,1
1435,一并,1
1436,一笑而过,1
1437,遗憾,48
1438,从来,25
1439,离身,1
1440,走在路上,1
1441,避免,5
1442,尴尬,18
1443,拿出,6
1444,时不时,2
1445,摆弄,1
1446,解锁,3
1447,滑冻,1
1448,几下,4
1449,桌面,1
1450,锁屏,2
1451,几分钟,2
1452,重复,4
1453,一遍,23
1454,尝,3
1455,强,39
1456,扭,2
1457,瓜,4
1458,到底,25
1459,苦,25
1460,有些人,20
1461,光,36
1462,赚到,2
1463,一点,79
1464,目光,9
1465,躲闪,2
1466,人潮,2
1467,身后,16
1468,伸手,6
1469,犯错缩手,1
1470,叹,5
1471,口气,2
1472,栽,5
1473,愿意,65
1474,原来,72
1475,互相,25
1476,惦念,3
1477,忘不掉,5
1478,祝眉目舒展顺,1
1479,冬安,1
1480,撩人,2
1481,第一个,25
1482,不够,17
1483,过年了,2
1484,串烧,3
1485,蹦,3
1486,写给,16
1487,黄淮,6
1488,可能否,1
1489,孤独她呀云烟成雨蜜蜂你是年少的欢喜纸短情长盗将行往后余生,1
1490,距离,26
1491,119天,2
1492,白驹过隙,1
1493,胜利,3
1494,考,22
1495,四川,8
1496,静,10
1497,太难,11
1498,平安,8
1499,个人,47
1500,翘首以盼,2
1501,惊喜,24
1502,就该,8
1503,白日,1
1504,誓师,1
1505,初心,12
1506,志气,1
1507,川大,1
1508,踏踏实实,2
1509,剩下,21
1510,考上,18
1511,新大,1
1512,陈雪凝,7
1513,做不到,6
1514,成都,11
1515,刚,53
1516,回家,48
1517,999,15
1518,脑子,10
1519,讲,48
1520,经历,46
1521,某天,3
1522,穿戴,1
1523,身上,28
1524,厚重,2
1525,盔甲,2
1526,奢望,6
1527,都会,82
1528,挫,1
1529,勇,2
1530,申请,4
1531,haha,1
1532,疼爱,3
1533,小事,7
1534,委屈,21
1535,哭鼻子,2
1536,娇气,3
1537,大发,3
1538,声,38
1539,好气,2
1540,哄,11
1541,好麻烦,2
1542,好想,12
1543,麻烦,13
1544,体会,8
1545,在床上,1
1546,哭泣,6
1547,发出,3
1548,难受,19
1549,鼻子,6
1550,堵住,1
1551,一边流,1
1552,流,7
1553,欺骗,6
1554,万般,3
1555,舍得,9
1556,输,20
1557,三年,31
1558,零4个月,1
1559,你好心碎,1
1560,生疏,3
1561,后悔,22
1562,散,14
1563,留言,17
1564,唯一,37
1565,可以说,12
1566,心里话,4
1567,成长,28
1568,妥协,12
1569,两难,2
1570,东野圭吾,2
1571,解忧,4
1572,杂货店,4
1573,林深时见鹿海蓝时见鲸梦醒时见你可实际林深时雾起海蓝时浪涌梦醒时夜续不见鹿不见鲸,1
1574,不见,16
1575,鹿,4
1576,踏,3
1577,而来,7
1578,鲸,9
1579,涌,9
1580,知,14
1581,不在可,1
1582,鹿见人,1
1583,惊,5
1584,林深鲸,1
1585,踏浪,2
1586,搁浅,2
1587,于浅滩,1
1588,见,47
1589,如碌,1
1590,如惊,1
1591,鹿惧,1
1592,潮,3
1593,退,8
1594,失眠,15
1595,做梦,12
1596,几个月,5
1597,烦恼,5
1598,线,13
1599,输液管,2
1600,听音乐,3
1601,点滴,5
1602,治愈,7
1603,过程,20
1604,就好,41
1605,王小帅,1
1606,有本事,6
1607,本事,8
1608,杨绛,1
1609,义无反顾,3
1610,撞,18
1611,南,10
1612,墙,4
1613,黄粱一梦,1
1614,空欢喜,2
1615,一下十年,1
1616,小孩,16
1617,很熊,1
1618,老公,3
1619,工作,28
1620,工资,9
1621,不见增长,1
1622,老板,11
1623,日常,12
1624,挖苦,1
1625,下班,6
1626,闻,11
1627,洗发水,1
1628,沐浴露,1
1629,味道,19
1630,丑陋,2
1631,出轨,2
1632,会不会,7
1633,歌者无意听者有情默默翻着你们的评论,1
1634,颠沛流离,3
1635,心酸,22
1636,宠,10
1637,处,10
1638,漫长,16
1639,完结,2
1640,行驶,1
1641,列车,4
1642,站台,2
1643,亲密无间,1
1644,旅伴,1
1645,旅途,6
1646,事情,53
1647,遗忘,6
1648,上学到,1
1649,将它,1
1650,记,13
1651,间,17
1652,前程,9
1653,锦,3
1654,一列,1
1655,开往,4
1656,坟墓,2
1657,路途,2
1658,自始至终,1
1659,陪着,13
1660,走完,1
1661,下车,5
1662,心存感,1
1663,激然,1
1664,挥手,7
1665,道别,1
1666,B站,3
