,key,value
1705,接力,1
1706,要死,1
1707,肝癌,1
1708,晚期,4
1709,对不起,15
1710,爸爸妈妈,1
1711,原谅,1
1712,离开,8
1713,想开,1
1714,一家,4
1715,酒吧,1
1716,店里,1
1717,开店,1
1718,打烊,1
1719,激荡,1
1720,水果茶奶茶,1
1721,民谣,2
1722,酒,4
1723,喝下,1
1724,吐,2
1725,客人,1
1726,年少,1
1727,路过,1
1728,店,3
1729,门口,1
1730,停住,1
1731,脚步,2
1732,店名,1
1733,就叫,1
1734,流浪客,1
1735,今年,4
1736,18,1
1737,23岁,1
1738,开开,2
1739,四川,1
1740,打电话,1
1741,信息,3
1742,立场,1
1743,不再,2
1744,特别,6
1745,难过,4
1746,表达,6
1747,不满,2
1748,晚一点,1
1749,儿孙满堂,1
1750,没必要的你说爱我我就说爱你,1
1751,女孩,14
1752,莫文蔚内,1
1753,朴树,2
1754,缺点,1
1755,钱,3
1756,猫,2
1757,付,2
1758,版税,1
1759,大家伙儿,1
1760,编曲,3
1761,老,5
1762,怀表,1
1763,转,2
1764,王心怡,1
1765,二十一世纪,2
1766,向往,2
1767,盘尼西林,1
1768,房东,1
1769,陈婧霏,1
1770,抢,3
1771,拍,3
1772,没了,2
1773,才是,1
1774,灵魂,1
1775,2020年11月19号,1
1776,血栓,1
1777,瘫痪,1
1778,住院,1
1779,第五天,4
1780,医院,5
1781,陪护,1
1782,在家,2
1783,接送,2
1784,外甥,1
1785,学,4
1786,做饭,5
1787,送饭,1
1788,第五天晚上,1
1789,抱着,4
1790,被子,1
1791,爸妈,3
1792,卧室,1
1793,床上,1
1794,蒙头,1
1795,有点,6
1796,辛苦,4
1797,早点,1
1798,康复,1
1799,段,4
1800,太上头,1
1801,出歌,2
1802,刘思余,1
1803,条,3
1804,文案,4
1805,喜糖,1
1806,13岁,2
1807,桑稚,4
1808,20岁,3
1809,段嘉许,5
1810,18岁,1
1811,25岁,1
1812,27岁,2
1813,互相,4
1814,迁就,1
1815,最长久,1
1816,双向,2
1817,奔赴,2
1818,够晚,1
1819,蹲,1
1820,少女,3
1821,征途,1
1822,星辰,1
1823,大海,5
1824,不该,2
1825,死于,1
1826,宝,2
1827,现实,2
1828,书,3
1829,十五岁,3
1830,重,1
1831,读好,1
1832,麻麻,1
1833,曲风,2
1834,芭比,1
1835,小声,1
1836,请问,1
1837,夸夸,1
1838,画,1
1839,封面,2
1840,公主,8
1841,王子,1
1842,吻醒,1
1843,醒,2
1844,尿,1
1845,憋,1
1846,森林,1
1847,小鹿,6
1848,遇到,7
1849,麋鹿,1
1850,汗汗,1
1851,高冷,1
1852,女巫,9
1853,捡到,1
1854,顶着,1
1855,鹿角,1
1856,蹦蹦跳跳,1
1857,缠,1
1858,魔法,1
1859,玩,8
1860,听说,2
1861,唔,1
1862,干嘛,1
1863,轻,2
1864,咬,4
1865,耳朵,3
1866,吵吵闹闹,1
1867,作文,3
1868,编,2
1869,从小到大,1
1870,送伞,3
1871,搞不明白,1
1872,感慨,2
1873,一边,1
1874,直,2
1875,嚷嚷,2
1876,卧槽,3
1877,吴青峰,1
1878,七月,1
1879,韩商言,1
1880,八月,2
1881,魏无羡,1
1882,九月,1
1883,蓝忘机,1
1884,十月,1
1885,范闲,1
1886,十一月,1
1887,梁又年,1
1888,十二月,1
1889,曾小贤,1
1890,一月,1
1891,陆绎,1
1892,二月,1
1893,元宋,1
1894,三月,1
1895,陆一白,1
1896,四月,1
1897,黎语冰,1
1898,爱上,3
1899,丁禹兮,1
1900,妲己,3
1901,大王,3
1902,妖纣,1
1903,王孤,1
1904,狐狸,1
1905,纣王宝贝,1
1906,妖,1
1907,孤爱,1
1908,公狐狸,1
1909,性取向,2
1910,决定,3
1911,很喜欢,3
1912,老师,12
1913,心墙,2
1914,网易云,3
1915,帮助,3
1916,机会,7
1917,获得,5
1918,呼下,1
1919,学期,1
1920,父母,4
1921,眼里,2
1922,发脾气,1
1923,自卑,1
1924,变得,4
1925,优秀,3
1926,算是,1
1927,郭静,1
1928,青春,10
1929,成熟,5
1930,凝望,1
1931,眺望,2
1932,方向,4
1933,谈,8
1934,从未,3
1935,成年,3
1936,订婚,2
1937,咩,1
1938,咳咳,1
1939,前天,1
1940,周五晚上,1
1941,夺,1
1942,初吻,2
1943,不曾,2
1944,想过,2
1945,爸,1
1946,牵手,1
1947,骑车,1
1948,小电驴,1
1949,抱我我还记得,1
1950,凉,1
1951,嘴唇,1
1952,味道,2
1953,甜,6
1954,初二,1
1955,一度,2
1956,有没有,6
1957,表现出,2
1958,在我心里,2
1959,男朋友,6
1960,新版,2
1961,集美们,2
1962,清理,2
1963,正式,3
1964,太紧张,1
1965,认清,1
1966,成全,2
1967,陈先生,3
1968,第1024天,1
1969,燥热,1
1970,巷子,1
1971,接吻,5
1972,嘴里,2
1973,桃子味,1
1974,饮料,2
1975,我还记,1
1976,承认,3
1977,暗示,1
1978,潜台词,1
1979,无动于衷,1
1980,欲情,1
1981,小学,1
1982,懵懵懂懂,1
1983,毕业,4
1984,面,1
1985,进行,4
1986,家长,1
1987,挨骂,1
1988,高三,3
1989,九年,1
1990,大学,2
1991,提,1
1992,分手,4
1993,肺癌,2
1994,你走,1
1995,从不,1
1996,勾搭,1
1997,懒得,1
1998,追求,2
1999,不肯,1
2000,将就,1
2001,有时候,3
2002,挺好,2
2003,到底,3
2004,从小,1
2005,色盲,1
2006,女朋友,8
2007,绿色,1
2008,初恋,2
2009,钟情,3
2010,依旧,3
2011,血缘关系,1
2012,上天,3
2013,送给,6
2014,求婚,3
2015,手抖,2
2016,大哥,5
2017,火箭,1
2018,很明显,1
2019,学校委,1
2020,屈,1
2021,课,1
2022,不懂觉,1
2023,不够,4
2024,人际,1
2025,见到,3
2026,读书,2
2027,落幕,1
2028,无光,2
2029,草莓哥,1
2030,讨论,1
2031,诞生,1
2032,环节,1
2033,学到,1
2034,变,2
2035,属于自己,1
2036,颗,1
2037,要知道,1
2038,前途,2
2039,逆风,1
2040,翻盘,1
2041,准备好了,1
2042,清早,1
2043,镜子,3
2044,油头,1
2045,花香,1
2046,擦,1
2047,花粉,1
2048,口点,1
2049,胭脂,1
2050,花红,1
2051,半年,1
2052,国风,2
2053,电子,1
2054,鸽,1
2055,尝试,5
2056,挺,9
2057,满意,1
2058,好久,6
2059,新,8
2060,wuli,1
2061,阿涵,1
2062,hook,2
2063,七吖,1
2064,鬼脸,4
2065,今日,8
2066,作业,12
2067,汇报,1
2068,数学,3
2069,提交,9
2070,语文,2
2071,英语,4
2072,地理,1
2073,历史,2
2074,道德,1
2075,物理,1
2076,赶紧,2
2077,词,6
2078,爵士,1
2079,乌鸡,1
2080,天下,1
2081,鲜,1
2082,悄悄,1
2083,屁,2
2084,风能,1
2085,前面,1
2086,蛮好,1
2087,有点呆,1
2088,风儿,2
2089,不错,1
2090,拉,2
2091,垮,1
2092,3分钟,1
2093,吹掉,1
2094,一半,1
2095,大哭,12
2096,熊二熊,1
2097,鱼,3
2098,熊,1
2099,嗯嗯,1
2100,烤,1
2101,好吃,2
2102,光头,2
2103,要不然去,1
2104,钓鱼,1
2105,熊二熊大你看光头强在钓鱼熊,1
2106,大可恶,1
2107,欺负,1
2108,小动物,1
2109,六月,1
2110,南方,1
2111,暴雨,2
2112,困,2
2113,教室,1
2114,里面,7
2115,很久以后,1
2116,三个月,2
2117,一首歌,9
2118,观众,2
2119,鞠躬,1
2120,听见,3
2121,落下,2
2122,忽然,2
2123,电,1
2124,闪雷鸣,1
2125,原来雨,1
2126,停,4
2127,食堂,2
2128,饭菜,1
2129,试卷,1
2130,淋,2
2131,雨,5
2132,临别之际写,1
2133,心意,1
2134,李润祺,3
2135,心心念念,2
2136,复旦大学,1
2137,说和,1
2138,地告,1
2139,推,2
2140,被迫,1
2141,大人,3
2142,倒回,1
2143,那时候,3
2144,去年,3
2145,毕业时,1
2146,一腔,1
2147,热忱,1
2148,顺顺,1
2149,利利,1
2150,人大法学,1
2151,系,4
2152,改变,6
2153,社会,1
2154,职高,2
2155,虚度,1
2156,光阴,3
2157,混日子,1
2158,顶端,1
2159,宿舍,1
2160,打着,1
2161,被窝,1
2162,抽噎,1
2163,抽,2
2164,中考,1
2165,代表,7
2166,输,2
2167,轻松,3
2168,手心,1
2169,余温刚好,1
2170,首次,1
2171,空间站,1
2172,宇宙,7
2173,银河,2
2174,星斗,1
2175,仓皇,1
2176,追赶,1
2177,日落,3
2178,静待,1
2179,漫天,1
2180,繁星,1
2181,盛大,1
2182,亲爱,1
2183,放在,1
2184,耳边,1
2185,硝烟,1
2186,散,1
2187,重逢所以说,1
2188,恨,1
2189,奇怪,2
2190,早早,1
2191,腐烂,1
2192,入土有,1
2193,刻骨,1
2194,两千,1
2195,三百一十二天,1
2196,寒风,1
2197,朔雪,1
2198,初见,2
2199,重逢,1
2200,秦究,1
2201,真实,1
2202,警告,1
2203,声,4
2204,网友,1
2205,火歌手,1
2206,心理,1
2207,疾病,1
2208,极其,2
2209,富有,1
2210,天赋,1
2211,主导,1
2212,遇上,1
2213,白裙子,1
2214,心脏,1
2215,不受,1
2216,控制,1
2217,办,1
2218,清醒,1
2219,状态,3
2220,策划,1
2221,谋杀,1
2222,那个女孩,1
2223,杀,1
2224,隔,1
2225,岸,1
2226,云里雾里分不清,1
2227,听完,4
2228,阿巴巴阿巴巴,1
2229,上去,1
2230,心动不一定要,1
2231,男女,1
2232,喔,2
2233,皮筋,1
2234,Dr,1
2235,城市,6
2236,汤汤粉粉日料,1
2237,西餐,1
2238,火锅,1
2239,路边,2
2240,串串,1
2241,早餐,2
2242,早饭,1
2243,爽,3
2244,广东,3
2245,骄傲,2
2246,phoneproject,1
2247,结局,4
2248,beat,1
2249,Ar,1
2250,担旗,1
2251,广州,1
2252,大团结,1
2253,大家好,2
2254,参赛选手,1
2255,粤语,1
2256,生仔,1
2257,未必,1
2258,福,1
2259,抱,1
2260,分屋老屋飞,1
2261,入,4
2262,外来,1
2263,雁鸡,1
2264,鸭,2
2265,眼碌碌,1
2266,公婆婆,1
2267,客堂,1
2268,发慌,1
2269,大红花轿,1
2270,ILOVEYOU,1
2271,怕,14
2272,日日,1
2273,煲,1
2274,靓汤南腔北调一锅粥,1
2275,诈傻,1
2276,扮,1
2277,懵,2
2278,够,1
2279,醒目,1
2280,求家,1
2281,万事兴,1
2282,乌龟,1
2283,头,4
2284,缩缩,1
2285,吴YF,1
2286,不好意思,2
2287,fansclub,1
2288,监狱,1
2289,club,1
2290,成功,3
2291,代替,1
2292,蜜雪冰城,4
2293,主题曲,1
2294,女声,2
2295,第一句,1
2296,干掉,1
2297,几句,1
2298,男,5
2299,地位,1
2300,凤凰传奇,1
2301,曾毅,1
2302,放空,1
2303,三分钟,1
2304,兄弟,5
2305,噪音,1
2306,烦,3
2307,答应,2
2308,减少,1
2309,上网,1
2310,按时,1
2311,写完,3
2312,长辈,2
2313,置于,1
2314,忙碌,1
2315,发呆,1
2316,好孩子,1
2317,一笔,1
2318,一划,1
2319,真正,6
2320,不正,1
2321,人人,2
2322,夸赞,1
2323,翻身战,1
2324,赢,1
2325,木头,4
2326,追到,3
2327,粘贴,1
2328,板,1
2329,丧,1
2330,桃花,1
2331,踩,2
2332,稀巴,1
2333,烂,4
2334,有事,1
2335,吼,2
2336,越来越,6
2337,务必,1
2338,删掉,1
2339,好友,1
2340,空间,1
2341,腾出,1
2342,6个,1
2343,夏林希,1
2344,蒋正寒,1
2345,江明一中,1
2346,一班,1
2347,倒数,1
2348,第一,7
2349,现京,1
2350,计算机,1
2351,大一,1
2352,新生,2
2353,今后,1
2354,我希望,1
2355,仅有,1
2356,丈夫,1
2357,批准,1
2358,适合,4
2359,明显,1
2360,公布,2
2361,恋情,1
2362,薛之谦,3
2363,好歌,1
2364,多多,7
2365,耍酷,2
2366,好害怕,1
2367,喝醉,1
2368,酒红,1
2369,眼眶,2
2370,kissyou,1
2371,第520条,1
2372,loveme,1
2373,家伙,1
2374,带丧,1
2375,一听,1
2376,脑子,2
2377,帅哥,3
2378,美女,1
2379,下首歌,1
2380,类型,3
2381,今夜,1
2382,暂时,2
2383,住在,2
2384,前奏,2
2385,强吻,1
2386,11天后,1
2387,发挥,1
2388,超常,1
2389,2021届,1
2390,全都,1
2391,upupup,1
2392,很乖,1
2393,刘姐,1
2394,好久不见,1
2395,听得,1
2396,写歌,1
2397,不见,1
2398,当你,1
2399,感叹号,2
2400,卡点,1
2401,藏不住,1
2402,桑延温以凡,1
2403,江忍孟,1
2404,偏偏,2
2405,宠爱,1
2406,谢辞,1
2407,许呦,1
2408,梨涡,1
2409,许星,1
2410,纯,1
2411,雪梨,1
2412,风热,1
2413,吻,1
2414,陆嘉珩,1
2415,栀,1
2416,可爱,6
2417,一斤,1
2418,沈倦林语惊白日梦我傅斯珩安歌你乖不乖秦孑陈恩赐银河之上的你章峥岚,1
2419,萧水光,1
2420,桥上,1
2421,风景,2
2422,从无到有,1
2423,路,5
2424,颠簸,2
2425,坎坷,1
2426,好在,1
2427,始终,2
2428,一人,3
2429,不离不弃,1
2430,苦,1
2431,累,2
2432,溢满,1
2433,幸福感,1
2434,瞎,1
2435,裁判,1
2436,眼睛,3
2437,腹肌,1
2438,长大,3
2439,白天,1
2440,正经,1
2441,上班,1
2442,傍晚,1
2443,接,3
2444,下班,1
2445,香,2
2446,慢热,1
2447,慢冷,1
2448,预热,1
2449,没戏,1
2450,懂得,2
2451,慢,2
2452,唠唠叨叨,1
2453,说话,6
2454,找找,1
2455,话题,1
2456,尴尬,1
2457,活泼,1
2458,够了,2
2459,忘记,5
2460,甜蜜蜜,1
2461,意思,4
2462,喝,6
2463,105,2
2464,水,2
2465,下水,1
2466,沸点,1
2467,100,1
2468,左右,1
2469,实验室,1
2470,变成,3
2471,固态,1
2472,冰,1
2473,纯正,1
2474,理工男,1
2475,一枚,1
2476,阿肆,2
2477,翻唱,2
2478,大赛,1
2479,第二名,1
2480,这件事,2
2481,99遍,1
2482,只能,7
2483,再见,2
2484,考试前禁曲1两只老虎爱跳舞2,1
2485,热爱,4
2486,105度,1
2487,感觉人,1
2488,破碎,1
2489,用尽,1
2490,力气,1
2491,anyway,1
2492,一点点,1
2493,治愈,3
2494,心满意足,1
2495,三冬暖春,1
2496,寒,1
2497,天黑,1
2498,伞,2
2499,释怀,2
2500,照片,1
2501,删,6
2502,保存,1
2503,云端,1
2504,丢,3
2505,装进,1
2506,箱子,1
2507,提醒,1
2508,忘记你,1
2509,整理,1
2510,差别,1
2511,照样,2
2512,并列,1
2513,一辈子,4
2514,嘻嘻哈哈,1
2515,渐渐,2
2516,稳重,1
2517,素颜,1
2518,坦诚,2
2519,精致,1
2520,难忘,1
2521,三年后,3
2522,有钱,1
2523,人妻,1
2524,一有钱,1
2525,男子,2
2526,生,3
2527,女儿,5
2528,无能无力,1
2529,已然,1
2530,看得出来,2
2531,法老,8
2532,太阳,6
2533,肯迪仔,1
2534,哥哥,4
2535,烤串,1
2536,花太阳,1
2537,击倒,1
2538,biu,3
2539,三个,3
2540,app,1
2541,用上,1
2542,情,3
2543,单词,1
2544,康姆士,5
2545,做到,2
2546,原本,2
2547,渣男,3
2548,害羞,1
2549,老实,1
2550,懂事,2
2551,单纯,1
2552,专,2
2553,害,1
2554,翘,1
2555,舌音,1
2556,算,5
2557,看完,3
2558,表白,3
2559,在一起啦,1
2560,照亮,3
2561,COMZ,1
2562,牛顿,1
2563,万有引力,1
2564,吸引力,1
2565,破阁楼,2
2566,城堡,2
2567,正规,1
2568,重做,1
2569,作,2
2570,词曲,1
2571,问题,5
2572,更正,1
2573,就好,3
2574,一波,1
2575,黄磊,1
2576,正常,3
2577,15岁,3
2578,早恋,3
2579,恋爱情,1
2580,窦初开,1
2581,这个词,2
2582,混蛋,1
2583,什么叫,1
2584,绝对不会,1
2585,更好,6
2586,现,1
2587,篮球赛,1
2588,班,2
2589,落后,2
2590,20分,1
2591,响,3
2592,急,3
2593,跳投,1
2594,3分,2
2595,干拔,1
2596,带领,1
2597,队友,1
2598,30分,1
2599,为啥,2
2600,gai哥,1
2601,vx,1
2602,代入感,3
2603,NBA,1
2604,总决赛,1
2605,crossover,1
2606,晃,1
2607,飞,3
2608,艾弗森,1
2609,周延谢,1
2610,老板,2
2611,身份证,1
2612,紧,1
2613,赚,2
2614,五年十年,1
2615,老子们,1
2616,视野,1
2617,vibe,1
2618,手底下,1
2619,rapstar老子,1
2620,摆,2
2621,future,1
2622,老子,3
2623,谢老板,1
2624,谈到,1
2625,说唱,10
2626,绕不开,1
2627,三尊,1
2628,大神,1
2629,技术流,1
2630,天花板,1
2631,梦幻,1
2632,联动,1
2633,技术,3
2634,交流,3
2635,完事,1
2636,分工,1
2637,明确,1
2638,谢帝,1
2639,揭穿,1
2640,空壳,3
2641,贝贝,1
2642,碎,1
2643,AR,1
2644,收,2
2645,尸,1
2646,祷告,1
2647,中间,1
2648,英文,1
2649,那段,2
2650,傻,1
2651,Lipstheangel,1
2652,在床上,1
2653,躺着,1
2654,外星,1
2655,早上,1
2656,吃着,1
2657,身上,8
2658,残留,2
2659,昨晚,2
2660,气息,1
2661,厨房,1
2662,墙壁,1
2663,热吻,1
2664,融为,1
2665,一体,1
2666,相爱,6
2667,赌气,1
2668,能不能,2
2669,别让,1
2670,掉头发,1
2671,从小到大都,1
2672,短短,1
2673,妨,1
2674,大胆,1
2675,攀,1
2676,山,1
2677,2020725,1
2678,周深,8
2679,出道,5
2680,六周年,2
2681,14年,1
2682,初次,1
2683,化身,3
2684,鲸,4
2685,入睡,1
2686,居然,2
2687,六年,1
2688,不忘初心,1
2689,起点,1
2690,想象,2
2691,有很多,4
2692,困难,2
2693,时刻,2
2694,生米们,2
2695,走下去,1
2696,美梦,2
2697,更高,2
2698,拼盘,1
2699,Live,1
2700,收听,3
2701,场地,1
2702,越来越多,1
2703,卡布,3
2704,unravel,1
2705,认识,9
2706,泪泪泪,1
2707,生物,1
2708,题,1
2709,全世界,3
2710,亿个,1
2711,细胞,1
2712,为你,1
2713,眼中,2
2714,春,2
2715,秋,1
2716,胜过,1
2717,爱过,2
2718,山川,1
2719,河流,1
2720,一只,2
2721,蓝鲸,2
2722,中游,1
2723,越来,1
2724,越多,1
2725,所说,2
2726,鱼虾,2
2727,身,1
2728,侧,1
2729,穿行,1
2730,飞鸟,2
2731,背上,1
2732,人群,1
2733,围绕,1
2734,当成,1
2735,整个,3
2736,人称,1
2737,小妹妹,1
2738,宝宝,1
2739,姐姐,6
2740,看见,2
2741,百般,1
2742,电话那端,1
2743,嘻嘻,1
2744,一笑,1
2745,说好,1
2746,wow,1
2747,我的歌,1
2748,骂,2
2749,小伙,1
2750,骑,1
2751,鬼火,1
2752,弟弟,1
2753,珠穆朗玛峰,1
2754,别闹,1
2755,野心勃勃,1
2756,贬义词,1
2757,总算,1
2758,别再说,1
2759,长时间,1
2760,不发,2
2761,化为,2
2762,夜空,2
2763,一抹,2
2764,月影,1
2765,我愿,2
2766,化成,2
2767,深海,3
2768,星月,1
2769,孤独,9
2770,久居,1
2771,海底,1
2772,三块,3
2773,直播,4
2774,不和,1
2775,主播,1
2776,PK,1
2777,前排,1
2778,宝藏,5
2779,越来越好,4
2780,扩列,1
2781,全校,1
2782,张嘴,1
2783,教,1
2784,服了唱,1
2785,也敢,1
2786,跪下来,1
2787,被骗,1
2788,抄,2
2789,新华字典,1
2790,查,1
2791,都一样,2
2792,只不过,3
2793,顺序,1
2794,打乱,1
2795,这家伙,1
2796,淘汰,1
2797,叫做,1
2798,脱离,1
2799,小情,1
2800,小爱,1
2801,走向,2
2802,讽刺,2
2803,有力,2
2804,新时代,1
2805,下午,1
2806,一觉,1
2807,火了其实,1
2808,资料,1
2809,搜集,1
2810,本来,3
2811,长文,1
2812,懒,1
2813,闲适,1
2814,午后,1
2815,一不小心,2
2816,抨击方,1
2817,提供,1
2818,无偿,1
2819,混音,1
2820,土地容,1
2821,污蔑,1
2822,刚,2
2823,钓,1
2824,rapper,1
2825,不用,3
2826,吸毒,2
2827,嘻哈,1
2828,专业,2
2829,爱好者,1
2830,专业队,1
2831,喷,2
2832,萌,2
2833,周淑怡,1
2834,药水,1
2835,比较,1
2836,抒情,2
2837,平常,2
2838,尊重,4
2839,慢慢,1
2840,额,1
2841,进步,3
2842,公园,1
2843,鸡蛋,2
2844,之路,1
2845,公屏,2
2846,也许,3
2847,根本,3
2848,刘波,2
2849,鹰,2
2850,留恋,2
2851,地平线,2
2852,云层,2
2853,路途,2
2854,距离,1
2855,隔着,2
2856,一副,1
2857,Dontcrymy,1
2858,babe,1
2859,头等舱,1
2860,经济舱,1
2861,落地,1
2862,竞技场,1
2863,何尝,1
2864,展开,1
2865,翅膀,1
2866,飞向,1
2867,天空,3
2868,火了那,1
2869,说说,3
2870,起因,1
2871,一个故事,3
2872,辛辛苦苦,1
2873,结束,3
2874,工作,1
2875,马路,1
2876,十七岁,1
2877,衣袖,1
2878,注重,1
2879,细节,1
2880,毁,1
2881,好多,4
2882,差点,1
2883,自杀,1
2884,友友们,1
2885,推荐,1
2886,归暑,1
2887,差不多,1
2888,大街,1
2889,音乐人,2
2890,droptop,1
2891,井盖,1
2892,王源,1
2893,autotune,1
2894,不听,1
2895,80,1
2896,frowned,1
2897,换,3
2898,搜,3
2899,线,3
2900,处男,2
2901,马思唯,2
2902,年代,2
2903,海贼王,1
2904,连载,1
2905,进来,2
2906,别站门,1
2907,姐妹,2
2908,错,2
2909,伤心,1
2910,流眼泪,1
2911,怪,4
2912,爱吃,2
2913,豆瓣酱,1
2914,开,3
2915,邻居,2
2916,Toyota,1
2917,车祸,1
2918,读后感,1
2919,放学,1
2920,交,1
2921,办公室,1
2922,三十,3
2923,这些天,1
2924,很大,2
2925,三十nb,1
2926,大笑,1
2927,催裂,1
2928,鬼,2
2929,这几天,1
2930,遭受,1
2931,wc,1
2932,2分,1
2933,38秒,1
2934,喘,2
2935,好欲,1
2936,半段,2
2937,解释,1
2938,好不容易,1
2939,美,2
2940,船,1
2941,靠岸,1
2942,病倒,1
2943,妹妹,3
2944,撑,3
2945,痴情种,1
2946,皆是,2
2947,负心人,1
2948,茫小,1
2949,补习班,1
2950,课余,1
2951,器乐,1
2952,道路,1
2953,试,5
2954,藏进,1
2955,抱有,1
2956,年纪,1
2957,独有,1
2958,憧憬,2
2959,满腔,1
2960,孤勇,1
2961,渴望,2
2962,绽放,1
2963,远赴,1
2964,异国,1
2965,生涩,1
2966,显得,3
2967,兴奋,1
2968,迷茫,4
2969,职教,1
2970,普高班,1
2971,在这里,2
2972,周围,1
2973,谈论,1
2974,好看,2
2975,处谈,1
2976,复习,1
2977,罪过,1
2978,嘲讽,1
2979,质疑,3
2980,并不,2
2981,善于,1
2982,交际,1
2983,致命,1
2984,打击,1
2985,大声,3
2986,宣读,1
2987,宣言,2
2988,得不到,2
2989,面前,2
2990,静音,1
2991,无数个,1
2992,戴着,1
2993,万家灯火,1
2994,路人,2
2995,问一下,1
2996,15岁时,1
2997,很好听,2
2998,有线,1
2999,安全感,3
3000,无线,1
3001,狗,2
3002,奶茶,4
3003,百香果,1
3004,双响炮,1
3005,十杯,1
3006,CoCo,1
3007,送,7
3008,底下,1
3009,撒娇,2
3010,察觉,2
3011,榜,1
3012,coco,1
3013,额外,1
3014,有空,1
3015,冬,1
3016,我以为,2
3017,定律,1
3018,痴情,1
3019,出租车司机,1
3020,牌,1
3021,亮起来,1
3022,一分,1
3023,意外,1
3024,熬夜,2
3025,经历,6
3026,无法,3
3027,说出来,1
3028,无法身同,1
3029,脾气,1
3030,笑容,3
3031,假,1
3032,放过,1
3033,无聊,1
3034,聊聊天,1
3035,长期,1
3036,很糟糕,1
3037,信任,3
3038,胡思乱想,1
3039,伞雨,1
3040,落到,1
3041,肩上,1
3042,心如死灰,1
3043,像极了无理取闹,1
3044,逼,5
3045,迟暮,1
3046,霞光,1
3047,笑意,1
3048,光,4
3049,买菜,2
3050,好高冷,1
3051,没感觉,1
3052,目光,3
3053,夹杂,1
3054,爱意,3
3055,闭,1
3056,宇航员,1
3057,终,5
3058,月亮,4
3059,周静静,1
3060,逼问,1
3061,消息,2
3062,这种歌,1
3063,不经意,1
3064,路上,5
3065,甜甜,1
3066,HLH,2
3067,LXY,2
3068,碎碎,1
3069,念念,1
3070,岁岁年年,1
3071,走路,1
3072,地球,1
3073,单独,2
3074,约会,1
3075,双,2
3076,去找,3
3077,单,2
3078,陌路零听天由命,2
3079,仅,1
3080,你可见,1
3081,futurebass,1
3082,男声,1
3083,吕帅,1
3084,陆怡雯,1
3085,制作人,2
3086,共同,1
3087,甜美,1
3088,电音,2
3089,流行,1
3090,单曲,4
3091,滴,1
3092,平行,3
3093,我相信,1
3094,爱不到,1
3095,耐心,1
3096,某年,2
3097,某月某日,1
3098,某月,1
3099,某天,1
3100,平行世界,1
3101,是否,4
3102,还会,4
3103,放不下,4
3104,想爱,1
3105,唯独,3
3106,诗,1
3107,玩家,1
3108,起立多多大哭多多大哭多多大哭,1
3109,量子力学,1
3110,每一次,2
3111,刻骨铭心,1
3112,恒河,1
3113,无垠,1
3114,终生,1
3115,1996242020,1
3116,新年快乐,3
3117,源于,2
3118,一部分,1
3119,所能,1
3120,好回忆,1
3121,单数,4
3122,双数,4
3123,RememberHappy,1
3124,励志,1
3125,追梦人,1
3126,hitsong,1
3127,预定,1
3128,放任,1
3129,失控,1
3130,室友,1
3131,偶像,1
3132,乱,1
3133,禁止,1
3134,张靓颖,1
3135,比赛,6
3136,第二,4
3137,潘玮柏,1
3138,吴亦凡,3
3139,发电,1
3140,GAIGOHS,1
3141,朴宰范,1
3142,出场,1
3143,当似,1
3144,鹏起,1
3145,余生漫长,1
3146,指教,1
3147,乾坤,1
3148,未定你我皆是,1
3149,黑马,1
3150,余生,1
3151,三观,4
3152,一致,1
3153,相处,1
3154,不累,1
3155,珍宝,1
3156,微笑,1
3157,拼命,2
3158,奖励,1
3159,寒假,2
3160,自律,1
3161,强大,3
3162,孤身,1
3163,平静,1
3164,活下去,1
3165,新海诚言叶之庭,1
3166,比谈恋爱,1
3167,颜人中,2
3168,沈以诚,2
3169,人民,1
3170,写作,1
3171,APP,1
3172,郑爽,1
3173,官方,3
3174,回答,1
3175,废话,2
3176,最高,1
3177,境界,1
3178,聊,2
3179,哪一个,1
3180,原来,7
3181,只有我自己,1
3182,2319,1
3183,晚安,6
3184,新版本,1
3185,向前走,1
3186,停滞不前,1
3187,愿望,1
3188,11月25日,1
3189,文学,1
3190,演员,1
3191,傻逼,1
3192,名,2
3193,宝贝们,1
3194,方便,2
3195,搜索,1
3196,副标题,2
3197,一段时间,2
3198,去掉,1
3199,黑客,1
3200,放心,1
3201,河南,1
3202,一个十八,1
3203,县城,1
3204,万达,1
3205,星巴克,1
3206,沃尔玛,1
3207,熟人,1
3208,逛,2
3209,颜同学,1
3210,隔壁,5
3211,颜料,1
3212,了解,2
3213,美食,1
3214,电动,1
3215,冲浪,1
3216,初心,2
3217,做自己,2
3218,离不开,1
3219,兜,1
3220,一圈,2
3221,还好,2
3222,深藏,1
3223,忘不掉,2
3224,叮咚门,1
3225,沉默,1
3226,一会,2
3227,回不去,1
3228,叔叔,1
3229,袁湘琴,1
3230,江直树,1
3231,汪苏泷,2
3232,等不到,1
3233,第37句,1
3234,美嘉,1
3235,淋雨,1
3236,锁,1
3237,子乔怀里,1
3238,画面,1
3239,KUN式,1
3240,慵懒,1
3241,跳跃,1
3242,低声,1
3243,吟唱,1
3244,迷幻,1
3245,徐不疾,1
3246,整首歌,1
3247,节奏,2
3248,涌动,1
3249,暗流,1
3250,KUN,1
3251,诠释,2
3252,两年,3
3253,依赖,2
3254,babygirl,2
3255,lover,2
3256,内娱,1
3257,性感,1
3258,偏见,2
3259,服务,1
