"","content","评论时段"
"5855","“你现在的生活也许不是你想要的，但绝对是你自找的。”","2017-2019"
"5856","你也只活了一次凭什么说我选择的人生是错的。","2017-2019"
"5857","vava的现场比录音棚好听一百倍啊","2017-2019"
"5858","当时看中国有嘻哈时，VAVA直接把我唱哭了","2017-2019"
"5859","周笔畅：“一帮男的有意思吗”.","2017-2019"
"5860","可盐可甜的主唱大人尤长靖了解一下[钟情]","2017-2019"
"5861","2018.04.06?恭喜王琳凯顺利出道?NinePercent的第八位成员?练习生的日子到此结束?继续昂首阔步的?向明亮的未来走去吧?","2017-2019"
"5862","20180406?小橘恭喜出道！！未来一起加油！及时行乐来日可期?海狮不会再害怕了???","2017-2019"
"5863","小鬼加油[发怒]达琳永远爱你[爱心][爱心][爱心]","2017-2019"
"5864","王琳凯，山高水长，伴鬼成王。我们一起加油。你已经是偶像王琳凯了噢。陪你一起走下去。加油?","2017-2019"
"5865","荣幸为咱国产男团作词作曲这首《解药》。希望你们喜欢这感觉！","2017-2019"
"5866","大家不要因为怕拆散他们就不投票，出道组只是限定组合！会解散的，最后还是回自己公司的啊！所以坤音四个不会因为谁出道就解散的！只要有一个进了出道组，刷脸的机会就会多很多，坤音如果有很好的资源和平台给他们就不会有之前的众筹了！小哥哥们关系那么好，只要有一个红了肯定会带整个组合一起的！","2017-2019"
"5867","公司在城乡结合部，上班交通工具是小黄车，为了一个鸡蛋灌饼兄弟反目，公司众筹10万给他们出道，目前已筹到33块……","2017-2019"
"5868","讲实话第一眼并没有想要pink这组穿金戴银的想法当我看完他们的日常卧槽我看了第一期吗之后就一点点吸第一期里他们的镜头到了第二期哇什么剪辑解药居然没几秒镜头然后就跟疯狂扫荡各大软件吸他们上瘾—嗯这组土味男孩老娘吸定了","2017-2019"
"5869","本来想给灵超弟弟寄糖的，看了新日常之后，决定还是寄一套五三吧[大哭]","2017-2019"
"5873","那时候舒克和cilly还在一起，那时候这首歌没火。现在歌火了，他们却各自生活。","2017-2019"
"5875","那吾最后一期做自己给Diss回应了两首歌为自己而奋斗Peace不是冠军也不怨谁可笑投票地下HeHe75-25哈哈哈哈哈哈哈我不在乎冠军是谁百位rapper投票real吗最后一期一开始那吾知道自己不是冠军了每次看到rapper投票台下观众喊那吾就感觉心酸唉25-75你们真以为我是为了冠军来的吗？","2017-2019"
"5876","真正的rapper不用吸毒，真正的嘻哈不用脏话","2017-2019"
"5877","就因为那吾不混地下？这个靠人缘决定的赛制真的有、好笑。我承认我以前黑过那吾，但听完这首歌我真的只有respect，感动，真挚的情感和无敌的节奏感，那吾是real的。全场最佳！","2017-2019"
"5878","他不是中国的阿姆他就是我们中国的那吾！！","2017-2019"
"5879","今晚才知道那些rapper整天挂在嘴边的keepreal有多假多讽刺","2017-2019"
"5880","网易云的副总裁丁博先生请你看好，现在是2018年9月9日上午10点，距离这首歌发出来13个小时，现在是10000评论。你们并不懂用户，请别再随便代表我们。","2017-2019"
"5881","我永远喜欢为家人为爱人为朋友说唱的艾热，有礼貌有义气，不为大众改变自己懂你的人不要迎合，6强不是结束是你王朝的开始新疆组加油！","2017-2019"
"5882","“这首歌写于去年的12月31号那天我和我最爱的女孩分手了然后她有两三天没有理我然后我用这首歌挽回了她然后她现在成为了我的妻子”?","2017-2019"
"5883","麻烦评委出来给我们大众道歉，凭什么代表我们","2017-2019"
"5884","看了这一期跟我brobrobrobro让我大吃一惊叫喊wowwowwowwow现在我们特别火火火火我想对评委们说说说说请你们不要搞错错错错真正黑怕是不会堕落落落落艾热的歌会继续在我耳边播播播播评委说lexie能做到中西结合得押韵，哇没想到我也能做到，真的太震撼了！转载","2017-2019"
"5885","我看到你的面具我不摘你的面具但我不戴面具——张艺兴","2017-2019"
"5886","像一顶冠冕加之于你头上上面镶嵌的宝石既以光芒来庄严你又长出荆棘来刺痛你就算世界只剩下自己——张艺兴《而立·24》","2017-2019"
"5887","唱跳俱佳是他，谦和虚礼貌是他。用心对待舞台，认真对待音乐。即使辛苦也从不敷衍。这就是我们的音乐制作人张艺兴。期待张艺兴2018年的精彩！[爱心][爱心][爱心]","2017-2019"
"5888","Mask是张艺兴sheep专辑里的一首是由张艺兴自己作词作曲编曲完成的作品张艺兴是当之无愧的kingofstage","2017-2019"
"5890","愿山野浓雾都有路灯风雨漂泊都能归舟","2017-2019"
"5891","lany说“之所以是13，是因为我们在July.13.2016写的”","2017-2019"
"5892","感谢各位赞助积分这是我第二首999+评论的歌翻译审核通过内容画风有些偏下次我会适应lany的迷幻曲风来翻?","2017-2019"
"5893","因为这首歌越来越火所以我想重申一下翻译是凌晨传的有地方翻译错误……Westartedoutalright是一开始还很好(初遇很美好)Iknewwe'dlastthistime是我们这次会走下去(感情会长久)之前有提过但是评论刷下去了由于我没有时间轴所以没办法改正了谢谢大家支持翻译以后不会再犯低级错误了?","2017-2019"
"5894","据统计19岁时你喜欢上的那个人是你这辈子最难忘怀的，","2017-2019"
"5895","我只想说阿云真的很严格打扰了打扰了","2017-2019"
"5896","小时候我爸总是苦口婆心的教育我：不求你成龙成凤，只希望你长大做个好人，现在，我已经被1326个女生夸奖是个好人，我爸终于实现了他的愿望。","2017-2019"
"5897","Wonderful","2017-2019"
"5898","啊哈哈哈哈哈哈哈哈哈你没用我们给你起的名字就显得很不酷炫了bro.[大哭]","2017-2019"
"5899","是个好人也不是你能在封面穿小裙子的理由","2017-2019"
"5900","Jeffrey长得也太合我胃口了吧，腼腆害羞又阳光帅气大男孩的感觉，真的帅，一眼迷上的feel，完全理想型啊??","2017-2019"
"5901","从错生喜欢你到现在跟着你到《偶像练习生》希望中国有自己的男团加油为你pink???","2017-2019"
"5902","我次元壁破了最喜欢的小哥哥和喜欢的韩国rapper合作了我的妈！给我小哥哥和Flowsick疯狂打电话！","2017-2019"
"5903","大家请为这个呆萌boy打电话不要停不要让他回去继承家产更不要再让他开着玛莎拉蒂跑滴滴了","2017-2019"
"5904","jeffrey很低调了以他的关系什么资源没有在节目中也是默默的呆着不抢镜头话也不多难道有关系的就不能参加节目了吗","2017-2019"
"5905","人间荒唐市侩，不如山中做怪。","2017-2019"
"5906","网易云大大你知道吗？你买版权的样子真的很帅。","2017-2019"
"5907","像两只山间女鬼翘腿点烟谈论人间俗世","2017-2019"
"5908","花粥唱歌的两种状态没睡醒、耍流氓","2017-2019"
"5909","花粥是一名优秀的少先队员，英雄联盟召唤师，完全贯彻社会主义核心价值观的神秘地下音乐工作者。2012年独自异军突起的清新派民谣歌手，来自新疆，就读于长沙某高校的普通大学生。在同学们着迷流行音乐，花枝招展的勾搭小伙子时，花粥已经抱着一把杂牌吉他创造了中国民谣歌手的诸多新纪录。","2017-2019"
"5910","“我们重新开始好不好？”“好！”[心碎][心碎][心碎]","2017-2019"
"5911","徐真真联合花粥的新歌《活该》终于上线了！粥大爷首次参与说唱歌曲。粥大爷首次作为助唱嘉宾参与创作。粥大爷首次参与作为其他歌手EP的歌曲。这首新歌会大火的~感谢徐真真和花粥为我们带来这么好听的新歌~真真说的没错，网上说什么以前听民谣的现在都来听嘻哈，好听的音乐本来就是一家！","2017-2019"
"5912","轻易说没关系的人活该一直被对不起","2017-2019"
"5913","我花粥大爷最近更歌很勤呀～[爱心]","2017-2019"
"5914","没有关系，没有关系，麦克风下一个，在花粥那里。","2017-2019"
"5915","你可真得要请学妹吃饭，她们唱的太酥了","2017-2019"
"5916","你说要是搞个男生宿舍有人听吗[大哭]","2017-2019"
"5917","10000留言感谢你们的喜欢我会加油的[拜]","2017-2019"
"5918","我可以因为听了女生寝室唱的才找来的[大哭]","2017-2019"
"5919","会唱歌的人魅力简直太大了吧！！！","2017-2019"
"5920","蔡徐坤[爱心]未来可期你的过去我无法参与，你的未来我奉陪到底[爱心]披金成王，伴坤远航[爱心]","2017-2019"
"5921","我永远记得《半兽人》时感冒了还依旧努力练习高音的你《AlwaysOnline》时被夸赞“毕雯珺永远都比较稳”《我永远记得》中那个默默和音的少年《特务J》中最优秀的毕大特务以后也会一直一直在你身边你曾经说过你总是在想凭什么会得到一个人的喜欢只因为你是毕雯珺","2017-2019"
"5922","黄明昊从can'tstop到巴比龙dream24k你一天一天的在改变一天一天的在进步每一天的你我们都如此的喜爱看到你说感言时的样子心里虽然还是会有些小情绪但是看到你如此的开心心里只想着你以后一起走花路吧黄明昊","2017-2019"
"5923","朱正廷不是dancer吗？？？怎么唱歌这么好听的？！！","2017-2019"
"5924","林彦俊他是那个看起来冷冷的男生他是那个笑死了有酒窝甜化人的大男孩他是那个一直努力一直努力的偶像练习生他是那个酷酷又青涩有梦又美好的林小橘他是我们每一个海狮会从头喜欢深爱到最终的制霸林彦俊林彦俊，花路一起走，坚定且从容！[爱心][爱心]","2017-2019"
"5925","昨天晚上送外卖，干了一天真的精神恍惚了，撞了辆很好的车，后来才知道是宾利，当时真的很害怕，车主下来脸拉的很长，我感觉我这一年挣得钱估计就要搭进去了。他让我去给他买盒烟，我挑了盒中华，只能祈祷让我少赔点。回去再找他人不见了，车也走了。大哥，好人一生平安！","2017-2019"
"5926","在广东做生意赔了四十多万，现在在上海送外卖，这几年一直在外面流浪，想着混出个样衣锦还乡，可北上广真的不相信眼泪，加油姓任的，路还很长，以后走着瞧[爱心]","2017-2019"
"5927","听了别人的故事，喝了醉人的烈酒，拾起地上的行装，前方的路还很长。","2017-2019"
"5928","终究还是活成小时候最讨厌的样子了。碌碌无为，一事无成。","2017-2019"
"5929","[爱心]期待12月的合作，全新的风格。","2017-2019"
"5932","后来宋冬野开了酒吧?抱着吉他安静地唱着斑马?陈粒也放弃寻找自己的祝星?马頔因为一首南山南火了起来?尧十三不再信奉北方女王?赵雷也停止了追寻南方姑娘的脚步?如果董小姐没牵过宋冬野的手?祝星一开始就很爱陈粒?马頔小时候不认识舒傲寒?尧十三错过了他的北方女王?赵雷也没去过南方","2017-2019"
"5935","太好听了，唱出了张飞和李逵手拉手在沙漠中骑着自行车的感觉，而且车轱辘还是方的","2017-2019"
"5936","二十岁的年纪，就应该多听听这种音乐，阳光轻快。不要整天无病呻吟，如果真有多少痛苦，多么悲伤，那也不要自我催眠，沉沦下去。能走出来的只有自己，能看透的只有自己，别人？帮不了你。","2017-2019"
"5937","地铁上我带着耳机听这首歌，旁边有个小姑娘问我:你听的是沙漠骆驼吧？我惊讶的问你怎么知道？她说:你踩我脚的节奏我感觉出来的。","2017-2019"
"5938","《沙漠骆驼》是一首由多中音乐风格结合的歌曲，歌曲前奏浓浓的西域风格搭配上摇滚音乐和流行唱法，让人耳目一新。整首歌曲节奏明朗又高亢，歌声既坚定又洒脱。漫漫人生路正如沙漠，前方迷途太多，要像沙漠骆驼一样奔忙依旧，走出黑暗就能逍遥又快活。","2017-2019"
"5939","3年前是一个不起眼的兵，你是一个无数人羡慕的白领，就这样我们相恋，3年后，我还是那个不起眼的兵，你已是别人怀里的宠儿，无数次试想是不是我不够好，但我必须守护国家的领土，无数次在青藏高原的山上看日出回忆着你说的我不关心你，也许是我的错，但我不后悔，因为我有更多人需要守护。[爱心]","2017-2019"
"5940","麻烦各位好好听歌好吧？这样对比原唱说原唱不好的你们又考虑过原唱的心情吗？这圈子最忌讳比较好好听歌就好了啊","2017-2019"
"5941","经过不懈努力，终于把日推从全部都是电音，纯音乐，英文，变成现在的一半中文一半其他...[大哭]","2017-2019"
"5943","话说从小到大字读错写错之类的错误一般不都会认为是掉份儿的事吗，这不是该被指出的错误吗？音乐也是艺术，歌词更是文学艺术的一种，文章忌讳错字唱歌也一样，鄙夷喜欢正确读音的不是很奇怪吗？记得斗战胜佛那首歌里“南无”读错了，团队特意重录了一遍改掉了错误，这不本来是种挺好的文化保护习惯吗？","2017-2019"
"5944","错了就是错了。你喜欢原唱没问题。但请不要把错了当作理所当然。我也不知道某些人为什么对原唱的错字这么有优越感。另外这个翻唱确实很好听。","2017-2019"
"5945","人最害怕的就是突然把一首歌听懂了[爱心]","2017-2019"
"5946","对不起很想你昨天去看了你妈妈一起给你扫了扫墓等阿姨走了我在你墓哭的像个孩子对不起以后我不会再来了我。。。要结婚了再见","2017-2019"
"5947","过去唱再见不会是永远，现在明白了再见也许就是永远。","2017-2019"
"5949","嗯，姑娘别回头嗯，民谣和你都喜欢嗯，姑娘别回头嗯，我怕你会爱上我","2017-2019"
"5955","我们新人歌手尤长靖和实力rapper那吾克热的合作真的超级棒[爱心]本期冠军没毛病！","2017-2019"
"5956","那吾的rap词真的和他本人和长靖两人的经历的很像一位来自新疆，一位来自马来西亚他们飘向心中的北方远离了自己的家乡他们的梦想在哪里，他们就飘到哪里，为了初心，为了音乐?这首歌是尤长靖和那吾克热共同演绎的曲目是柔之美和刚之烈的交融是你们心中的呐喊感谢那吾，感谢长靖","2017-2019"
"5957","那吾克热：“尤长靖唱出了我的内心唱出了我的灵魂，唱出了梦想，特别感谢尤长靖.”","2017-2019"
"5958","一开始看到帮唱嘉宾是三个大咖加一个新人，还疑惑怎么这种设定。真的没有想到，会是这个纯净嗓音的男孩顺着那吾的劲头把他推上了一百五十票的第一名。这个新人有前途！！","2017-2019"
"5959","李荣浩去尤长靖房间的那一瞬，仿佛回到大厂[爱心]《飘向北方》和《北漂》两个人合作，甜心尤的高音和那吾的爆发性说唱交织，两个人的特色都有突出，不存在被压制。听着很舒服，主唱大人将人带进这个氛围，那吾挖掘你内心的孤独。两个人唱出了所有远离家乡在外拼搏的人的内心，感谢。真的很棒[爱心]","2017-2019"
"5960","每个评论我都会认真看点赞，每个私信我都会回复，因为像我这样的中老年说唱歌手也不知道还能玩多久，还能唱几首歌了，听一首少一首[哀伤]","2017-2019"
"5961","花了八秒删了你的联系方式花了八分钟删了所有的聊天记录花了八小时扔掉了所有与你有关的东西花了八天才静下来花了八个月才开始忘记你结果你一个电话说了一句在吗所有记忆全部复活????","2017-2019"
"5962","不必抱歉各凭本事做个人渣","2017-2019"
"5963","希望你最后可以嫁给一个像我一样的男孩这样你就能一直记住我又害怕你最后嫁给一个像我一样的男孩如果像我为什么不是我.","2017-2019"
"5964","想对你做一些乱七八糟的事.???·????","2017-2019"
"5975","我妈妈有精神病。没有教过我很多但是记得小时候我被欺负了她总是第一个冲过去护我的[爱心]","2017-2019"
"5976","她曾经也是一个连水瓶盖都拧不开的小公主现在却顶起了我的大半个天空?","2017-2019"
"5977","谢谢大家的评论我都有看希望能有个999+哈哈[憨笑]","2017-2019"
"5978","羡慕我的爸爸，毕竟他泡到了世界上最好的妞。[鬼脸]","2017-2019"
"5979","我的妈妈是一个典型的农村妇女没文化不漂亮爱唠叨没有体面的工作也没有钱不论我干什么事她都能说教我我有时候也听挺烦她的也说过跟多很伤人的话但她爱我她给我她的全部我也爱她可我给不了她我的全部只愿子欲养亲能待只愿上苍能对这个普通的女人温柔以待[爱心][爱心][爱心]","2017-2019"
"5981","相信大家也收到了网易的推送私信，我也有点懵。但想想大概是因为这首歌这几天正式从原专辑中摘出来作为单曲重新上架的关系。希望没有打扰到大家。《松烟入墨》从18年12月24日起正式收回全部版权，也从即日起依照我个人意愿，开放免费下载。谢谢大家一直以来对我这个小儿子的诸般厚爱与支持。他回家了。","2017-2019"
"5986","务必请你一而再再而三三而不竭千次万次毫不犹豫地救我于这世间水火","2017-2019"
"5993","西瓜，你变了，你不再是以前那个西瓜了，你学会了伪装，但是，我想说别踏马伪装了！！！没用.！！！我们是清楚你是受这个本质的！！！竟然还想改封面伪装成攻！！！我告诉你是没用的！！！","2017-2019"
"5994","一双鞋刚买的时候蹭上一点灰都要蹲下来擦干净，穿久之后即使被人踩一脚可能也很少低头。人大概都是如此，不论对物还是对情，最初她皱一下眉你都心疼，到后来她掉眼泪你也不大紧张了。","2017-2019"
"6005","惊不惊喜意不意外！！我超开心！！！！无法表达！！辛苦大家！！","2017-2019"
"6006","[亲亲]发歌了啊啊啊啊啊啊啊啊啊啊啊啊啊啊激动！！！！！","2017-2019"
"6007","《梦中人》《丹青客》《拂世之剑》《梦回兰若》《画影》《别赋》《莫问归处》《兰若词》《十世镜》《落霞云归》《狐言》《双生契》《百战决》《浮生生死》《画壁》，15首经典倩女歌曲的大串烧，这是喜欢你之后你第一次发歌，就这么大的惊喜，表白头牌","2017-2019"
"6008","把我的情敌都赞一遍！没有流量也要赞一遍！广寒宫的小可爱！格格来了！[奸笑]","2017-2019"
"6009","还能说什么呢！超级羡慕好吗！！也超级开心啊啊啊啊啊！！慕大叔从成都街头出走100多天后终于知道回来了！好样的！！","2017-2019"
"6029","有一种男生，不会聊天，不会撩妹，一聊天就没什么话题，很尴尬，但是内心非常想跟别人聊天，主动又不知道说什么，只有选择沉默，身边的朋友很少，但是待人很真实，对别人来说是老实巴交，追女孩没一次成功，现在还单身，却总喜欢在别人的故事里感受温暖，加油！自己，加油！这样的人","2017-2019"
"6030","节目播出之后可就是别人对你目不转睛了3ho","2017-2019"
"6031","刚微博给闪火吐槽专辑客服速度太慢，结果他说客服是女朋友[这边]……不能一个人被秀","2017-2019"
"6032","我买了这张专辑……然后配送快递员叫周延……不开玩笑[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭]","2017-2019"
"6033","没救了这歌已经被某音发现了","2017-2019"
"6034","“王以太不该被淘汰的”","2017-2019"
"6037","一楼二楼的ID[撇嘴]","2017-2019"
"6038","看了看我的id和一二三楼的id","2017-2019"
"6039","终于摆脱小城谣的循环变成琼花房循环了???不过我心甘情愿哈哈哈！","2017-2019"
"6040","《不谓侠》是专辑里最爱的一首，一直等着仙儿投稿，“向江南折过花，对春风与红蜡”当初听试听的时候就非常喜欢，专辑到了循环了好久，听着歌让我想到一个侠客行走天涯，四海为家，那种潇洒快意的生活很让人向往，这首歌的歌词我很喜欢，仙儿唱的也棒。","2017-2019"
"6041","我愿与你一起骑马纵横江湖，喝遍醉烈的酒，看遍人间最美的风景。一起快意江湖，潇洒逛人间！[爱心]","2017-2019"
"6042","“萧音弥漫”（首专）→“萧量第一”（巅峰专）→“萧声匿迹”（隐退）→“萧申克的救赎”（复出）……很好很完美","2017-2019"
"6043","人世肯相逢，知己幸有七八！","2017-2019"
"6044","无情也似我，引剑锋斩桃花","2017-2019"
"6045","看到穿着粉嫩嫩笑起来很可爱大男孩就控制不住我这颗蠢蠢欲动的姨母心?声线我的菜啊真的很好听舞蹈虽然生疏却不尴尬练习生涯很短却像块未经雕琢的璞玉期待你的rap哦[大哭]","2017-2019"
"6046","为了艺兴看的偶像练习生，后来出场时就注意到了农农，就觉得这个男孩子怎么能这么粉色系超级可爱。原以为他歌声会有那么一点油腻，结果他一开口，我就发现自己错了，声音真的太有磁性了，好听的不行。再加上后来跳了rumors，虽然可能舞蹈动作很简单，但是真的很适合他。看得出来，他在用心享受这个舞台","2017-2019"
"6047","哈哈小奶狗无误了[吐舌]我家棉花糖男孩[亲亲]","2017-2019"
"6048","陈立农是我所有的好天气和好心情你来的时候我的世界都亮了","2017-2019"
"6049","陈立农的出现让我重新嗅到了夏天的气息像穿着裙子走在最烈的日头里而他是不远处绿荫旁的棒冰店清清爽爽令人舒服","2017-2019"
"6060","小丑应该指的是虚伪的大人，女孩垫起脚尖是为了早点看到大人的世界，有一天她不需要垫起脚尖的时候，证明她长大了，那个童真的小女孩儿也不见了。关上童话，成为没有明天的小丑。暗指小孩长大失去童真。其实歌名也很可怕，总让我想到一个女孩的头被吊着，所以才不得已踮起脚尖。","2017-2019"
"6061","Q:女孩你为何踮脚尖A:因为矮（扎心了[大哭]）","2017-2019"
"6062","又一首双本家的歌啦?????????希望大家不比不刷～","2017-2019"
"6063","你不必踮起脚尖，我来为你弯腰就好了?","2017-2019"
"6064","“女孩的童话书被昨夜封印”听成了“女孩的童话书被作业封印”[大哭]","2017-2019"
"6068","歪，妖妖灵吗？有人不让我睡觉！对！他说他是李白，还让我跟他啦啦啦啦","2017-2019"
"6083","好看的皮囊嫌你丑有趣的灵魂嫌你俗","2017-2019"
"6084","评论里没有全部都是情圣，生活中的烂人也并非全都不堪一击。有看似文静优雅的姑娘三更半夜去偷人，也有大大咧咧、满口脏话的姑娘坚守爱情不动摇。有学富五车且帅气的男生三天换一女朋友的，也有一般般的男生十年如一日的甘心做备胎，直到败给了现实。我做过情圣，也不否认做过烂人。","2017-2019"
"6090","Justin的rap绝了[色]","2017-2019"
"6091","我们Justin！02年的浙江温州人.爱好游泳舞蹈和rap！家境很好所以人称贾富贵！超级可爱而且还有腹肌。各种反差萌。曾参加produce101没有出道很遗憾。一直没有放弃自己的梦想。救救孩子吧。让孩子出道。那么可爱又低调的男孩子。希望都能伸出你发财的小手pick一下。","2017-2019"
"6092","杰哥一路走来真的很不容易，带着他的dream，从vocal到rap他都严格的要求自己，对音乐他永远都用最认真的态度，希望作出最好的歌给大家，听他的歌总能触及到我心里最柔软的地方。最后这个歌杰哥唱的真的超级好呀，想为胡巴疯狂打call.","2017-2019"
"6093","范丞丞?2000.0616的男孩子183cm66kg舞台上是帅气高冷的范丞丞舞台下是可爱呆萌的行走表情包福西西希望大家能看到他的努力与进步他真的很值得被喜欢多pick他吧！！希望我的男孩能为了他的梦想努力做他想做的不管最后结果如何我都会一直在他背后?","2017-2019"
"6094","请大家多多pick仙子朱正廷?可盐可甜人超级超级暖!为正正疯狂打call!!","2017-2019"
"6095","很感谢大家对《琵琶行》的喜爱[爱心]月底我们就会发出新歌《阿房宫赋》，真真炒鸡好听希望大家都能喜欢！高考背书系列歌曲我们会努力做完64首，之前已经发布了：《离骚》《逍遥游》，大家可以搜索收听，望所有考生语文考试能取得高分[强]","2017-2019"
"6096","其实吧。琵琶行真的挺好背。真的(??ω??)。不然你背逍遥游试试。[大哭]想我之前一直拿九九八十一的调调背琵琶行。如今终于有最适合的调了。","2017-2019"
"6097","好气哦为什么我背课文的时候没有这类型的歌呢(′-ι_-｀)羡慕现在的孩子们(′-ι_-｀)你们真幸运有这种类型的歌听(′-ι_-｀)","2017-2019"
"6098","[呆][呆][呆]我打算写一个离骚的，不知道高考背不背","2017-2019"
"6099","有时候感叹这个琵琶女肯定万万想不到晚上的一次偶遇，竟让自己成为流传千古的词中主角。","2017-2019"
"6100","王嘉尔真的是，做节目要写首歌给节目，接个广告也要写首歌给广告，养个宠物也要写首歌给他的驴，然后所有歌曲风都很swag，炫酷得要死，但骨子里又是乖宝，所以人家rap都是diss这diss那，他的rap不管英文韩文普通话全是鸡汤和我们一起嗨吧!!","2017-2019"
"6101","我们的嘉尔一生两梦只要努力做不管是击剑还是音乐其他你都能做的非常好不忘初心终于有了自己的工作室看着一路走过来的你非常不努力虽然表面上每天笑容满满但很少有人会了解你内心的想法但只要有你在总是会搞笑死只希望以后越来越好做你喜欢的事got7以后走属于自己的天路吧[爱心]鸟宝宝一直都在","2017-2019"
"6102","油管上有个外国人评价说啊，中文部分好sexy。所以，不是中文rap蜜汁尴尬，而是听不懂的都很高大上[大哭][大哭]","2017-2019"
"6103","这首歌最酷的是名字""generation2""，像是一个划时代的标记，第二酷的是那一声低音炮""Pepsi""，将王嘉尔的嗓音魅力展现到极致，第三酷的是编曲，这个编曲不管配什么词都是燃、燥、律动感超强的。王嘉尔23岁的脑子呀，可太好使了","2017-2019"
"6104","王嘉尔的广告曲不得不称赞一直质量都蛮高这首generation2曲风很赞了虽然风格不迎合国内主流但是嘻哈音乐自己的态度和风格是极为重要的王嘉尔作曲才华是不容忽视的可能平时大众较为熟悉他的综艺感他的烟嗓也可以说是老天赏饭吃了有鲜明特色但没有过于哑听起来很舒服期待他的solo","2017-2019"
"6105","恭喜嘎再度和Fendi合作最近真的太高产啦一首比一首抓耳不局限不设限无极限一直变换的是不一样的你不变的是I'mbotoit'smychance真的slay全场喜欢你真的很幸福很喜欢5.25这个惊喜每次的创作都让人眼前一亮无畏前行的Fendiman王嘉尔真的超swag别让自己太累做自己想做的你的身后还有我们","2017-2019"
"6106","不知道为啥，每首歌都那么好听洗脑呢[大哭]制作还真不是一般的精良！从此不再VERSACEVERSACE，而是FENDIMANYAYAYA！加油嘎嘎，期待每首新作！TEAMWANGSOSWAG！","2017-2019"
"6107","I’mboytoyit’smychance??这次和Fendi合作的嘉尔制作的Fendiman带有潮流大佬气息集合了我们的国际嘎、时尚潮人嘎以及音乐人嘎微博看到预告让人惊艳，大片既视感简直欲罢不能中毒的节奏，带来了不一样的感受因为王嘉尔，所以创造出的音乐，那种吸引力与魅力都让人不由循环TEAMWANG?","2017-2019"
"6108","王嘉尔合作附上广告曲已经成为惯例，不仅仅是衬托和依附品牌，更是与品牌一起创造价值，如今与Fendi合作，继续嘉式嘻哈诠释前卫酷潮型格，大牌放手让他操刀是对其音乐创造力和时尚敏锐度的肯定，王嘉尔这支潜力股仅仅用不到一年时间，完全蜕变破茧，俨然绩优股一路看涨，前途灼灼","2017-2019"
"6109","王嘉尔这首歌是和Fendi合作的？最近他挺多产，不过质量一直都没有下降同时个人风格越来越强烈，我认为很难得。","2017-2019"
"6115","封面我猜是自己画的哈哈哈很随意很酷","2017-2019"
"6116","新声代歌手钱正昊，从小热爱音乐，他说自己想做一个音乐人，有灵魂的歌者从来不惧独自拼搏。Themanwhohasmadeuphismindtowinwillneversayimpossible.在听这首歌的人，不管你是什么时候开始了解他，还是通过那种方式认识他，这都不重要，这一刻享受他带来的音乐吧??","2017-2019"
"6117","这是17岁的钱正昊带来的首张EP的先行曲，我不知道该如何向还不了解他的你们准确介绍这个优秀、甚至称得上是优越的少年：10岁进棚录歌，13岁参加中国新声代暴风rap震惊全场，15岁受国务院侨办邀请参加海外访演，16岁于偶像练习生最终获得11名的成绩，17岁在人民大会堂献唱…?钱正昊冲呀！?","2017-2019"
"6118","哇路人觉得这首歌真的好听！完全阔以出圈！","2017-2019"
"6119","Treasuretheboy[爱心]","2017-2019"
"6120","日常表白黄磊，今天是我们在一起的229天?","2017-2019"
"6121","日常表白姜思颖，今天是我们在一起的229天?","2017-2019"
"6122","日常表白祖国，今天是我单身的第８７６０天[爱心]","2017-2019"
"6123","受不了评论置顶的两个秀恩爱的，呸","2017-2019"
"6124","你们为什么都要日一个叫常表白的人！！！[惊恐]","2017-2019"
"6125","非常抱歉喜欢《长生诀》的各位听友。之前网易云虽然不是我本家上传，但是想到反正大家都听得到这首歌也就没错想。前几天有粉丝在我微博留言告知我的长生诀没有了，才意识到可能被删或者是怎么了。索性我便在我自己的音乐主页上传，感谢大家一直的支持~！【最近忙着写专辑的歌然后消息有些滞后233[可爱]","2017-2019"
"6126","直播中：弹幕：长生诀长生诀长生诀！排骨：啊？长生诀啊……我还没听过…我先听听过了一会电话响了排骨：啊？西瓜啊？西瓜：你说你没听过长生诀！排骨：没有没有…我在听…西瓜：你居然没有听过长生诀！排骨：我在直播呢…一万多人你别拆我台！西瓜：排骨你没听过长生诀我和你没完！拜拜","2017-2019"
"6127","昨天我舍友问我这首歌叫什么，我脱口而出:“西瓜决”[大哭][大哭]","2017-2019"
"6128","管他丑满天下，我瓜美如画！！！","2017-2019"
"6129","发生了什么……太可怕了。一个个速度，你们要是上学路上也这么快，你们教课老师可能会高兴到哭泣。hhhhhhhhh[大哭]","2017-2019"
"6135","小鬼[幽灵]小鬼[幽灵]，人小鬼大[幽灵]。上次是被artist里面的rap惊艳到！！丘比特射穿我的心脏像使用98k！?????！！没想到这次vocal也很好听！！！听听我说的吧，偶尔也听听真话！！！！！！?????","2017-2019"
"6136","徐圣恩孙悟天小鬼魔人布欧李希侃破坏神秦奋特兰克斯蔡徐坤孙悟空郑锐彬孙悟饭卜凡比克大魔王全世界最好的七龙珠[爱心][爱心][爱心][爱心][爱心][爱心][爱心]","2017-2019"
"6137","卜凡他说会像lronMan一样保护我们啊[爱心]今晚我看到了他惊人的实力和进步，我感受到了他温柔的爱意[爱心]卜先生，未来可期我们陪你[爱心]","2017-2019"
"6138","今天的鬼也是我的小可爱??????????","2017-2019"
